PRO ID 	Category 	UniProtKB ID 	

PR:000011304	gene	F4IMH3; O94372; P41843; Q06512; Q4VBT2; Q553S0; Q5I0I8; Q8BHY2; Q9BVI4; Q9W4R1
PR:000011302	gene	F1NV71; F1QFC4; O17580; P39744; Q54PQ6; Q9P7G0; Q9VIF0; Q9WV70; Q9Y3T9; Q9ZPV5
PR:000011300	gene	F1R4C1; Q08444; Q54W91; Q6VEU1; Q8BW10; Q9FLL1; Q9N3D3; Q9ULX3; Q9UTK0; Q9W2Y4
PR:000011280	gene	E1BTL9; O46050; P38861; Q09817; Q22792; Q55BF2; Q5BLF0; Q96D46; Q99L48; Q9SI58
PR:000011219	gene	F1NJ66; F1QBY1; Q54RK7; Q6KC79; Q6KCD5; Q7PLI2; Q95XZ5
PR:000011216	gene	B0G104; E1C494; P91154; Q08962; Q1MTQ9; Q503P2; Q6NM52; Q9CXK8; Q9VC28; Q9WV50; Q9Y221

PR:000012963	gene	B3DKJ9; O54747; P15436; P28340; P30316; P52431; P54358; P90829; Q54N97
PR:000012961	gene	B0S687; O74946; P33611; Q14181; Q21625; Q9VB62
PR:000012911	gene	B8JLZ4; O94745; P11914; P20069; Q10713; Q5ZJ49; Q7K3W2; Q95XN2; Q9DC61; Q9ZU25
PR:000012881	gene	E1BVN5; G5EEL2; O13615; O43660; Q12417; Q54WP9; Q922V4; Q9VYQ9; Q9WUC8
PR:000012738	gene	A1ZBW6; A4L691; P53335; Q22705; Q54XG0; Q5RHK8; Q940M0; Q96BK5; Q9CZX5; Q9URX9
PR:000012735	gene	B0BNL2; O74448; P22696; P54353; Q13526; Q55EZ0; Q9N492; Q9QUR7; Q9SL42
PR:000012713	gene	Q04174; Q09837; Q1ZXB4; Q86VD9; Q8BTP0
PR:000012709	gene	E7FH11; O02164; Q5KR61; Q6NKT6; Q7TPN3; Q9NUD9; Q9V7W1
PR:000012707	gene	B0G182; D4A604; O94380; P38875; Q19518; Q8BXQ2; Q949U5; Q969N2; Q9W3G0
PR:000012706	gene	F1QND8; Q04080; Q5XI31; Q6PD26; Q8W4D7; Q96S52; Q9VC10
PR:000012703	gene	B2GUT8; F1QYG5; O13904; P57054; Q8MSE4; Q9JHG1
PR:000012702	gene	A1ZB84; E1BTA1; E7FBN2; F4KGY0; O01966; O13663; Q07830; Q8TEQ8; Q9JJI6
PR:000012701	gene	A1Z838; E7EXW2; E9PTA5; F4JD48; G4SNP0; O95427; P36051; Q54WY9; Q8WZK2; Q9R1S3
PR:000012700	gene	P47088; Q17515; Q54IA4; Q5F380; Q7T310; Q8C2R7; Q9EQY6; Q9H3S5; Q9P6R5; Q9W2E4
PR:000012699	gene	B0R186; D4YWC2; O35790; P23797; Q54C64; Q5SX19; Q9HDW9; Q9VDQ8; Q9Y2B2
PR:000012698	gene	F1NI41; P49018; P49048; Q54N74; Q6IQM5; Q8GYI6; Q8T4E1; Q92643; Q9CXY9; Q9USP5
PR:000012695	gene	D3ZZU7; E1C2L3; O09101; Q06636; Q07326; Q54PB0; Q6P0J9; Q8GWH6; Q9VW21
PR:000012693	gene	G5EDN2; P30777; Q54PM5; Q92521; Q94A15; Q9JJQ0; Q9USN0; Q9VZM5
PR:000012684	gene	H9L3I7; O08561; P39104; P54677; Q10366; Q20077; Q49GP3; Q8BKC8; Q9UBF8; Q9W0R8
PR:000012652	gene	E1BV20; G5EBY6; P83870; P83871; Q06835; Q54PP4; Q6YMR2; Q7RTV0; Q9UTB8; Q9VMC8
PR:000012624	gene	D4A5W8; P25578; Q32NB8; Q5ZHN9; Q7KWX2; Q8BHF7; Q8SYL0; Q9BL79; Q9HDW1
PR:000012617	gene	E1BQU2; F1QHK0; O95394; P38628; P57750; Q09770; Q19680; Q9CYR6; Q9VTZ4
PR:000012588	gene	E1C9A2; P07274; P25843; P26199; P39825; Q21193; Q5IRJ7; Q8NHR9; Q9D6I3
PR:000012552	gene	O00541; O60164; P53261; P79741; Q3B8N8; Q54HJ2; Q95Y89; Q9EQ61; Q9LYK7; Q9VL96

PR:000013216	gene	B8JIP2; O02334; O74761; O89044; P20457; P33610; P49643; Q55BM5; Q5ZM06; Q84WJ2; Q9VPH2
PR:000013215	gene	F1QKT6; F4JZZ1; O14215; P10363; P20664; P34471; P49642; Q24317; Q54MM7
PR:000013130	gene	E1C3A3; P22194; P36047; P45969; Q15435; Q32PL1; Q3UM45; Q54Q39; Q5HZV9; Q84WJ9; Q9VEK8
PR:000013065	gene	D4A6X7; F1QLS7; P40506; Q54S85; Q7KN99; Q8VDG5; Q9BL36; Q9HAB8; Q9USK7
PR:000013026	gene	D3ZY31; E1C5W3; Q54EP3; Q5BJI6; Q969H6; Q9DB28; Q9UU90; Q9VVE0
PR:000013025	gene	F1QCR0; O95707; P38336; Q54IT0; Q5M882; Q9CR08; Q9P7W9; Q9VSC6; Q9XVT1; Q9ZW76
PR:000013024	gene	E1C0I8; F4IL30; P41812; Q11188; Q54EV0; Q7KVW2; Q8K205; Q99575; Q9UTA4
PR:000013009	gene	A1ZBX4; E1C6D4; O13896; Q04307; Q54K02; Q5FVH1; Q6DGU0; Q9CQZ7; Q9N4B7; Q9Y2Y1
PR:000013005	gene	E1BU41; O94553; P32910; P91529; Q6NYQ9; Q86JM3; Q921X6; Q9H1D9; Q9LSZ5; Q9VD25
PR:000013003	gene	A8E5I3; O74857; P05423; P25441; Q4FZS9; Q8SYM9; Q91WD1; Q9FY77
PR:000013002	gene	P32349; Q55FJ5; Q5XIL3; Q7ZUX1; Q8IG67; Q8LPK6; Q9BUI4; Q9C106; Q9D483; Q9VG60
PR:000012999	gene	A5D6S6; E1BSY6; O13877; P22139; P62875; P62876; Q55AB6; Q9GR61; Q9VC49
PR:000012998	gene	F1RDV9; P40422; P48011; P53803; Q54R66; Q63871; Q6IGE3; Q9FLM8; Q9U3I0
PR:000012994	gene	E1BSD8; G3V678; P20436; P52434; Q19826; Q54YW8; Q568H8; Q92399; Q923G2; Q9VNZ3
PR:000012993	gene	O14459; P34087; P38421; P62487; P62488; P62489; Q54P04; Q7ZW41; Q95U32; Q9N3C9
PR:000012992	gene	O88828; P20435; P36595; P61218; P61219; Q17684; Q24320; Q54FA8; Q6DGS5; Q9FJ98; Q9PT88
PR:000012991	gene	O81098; P19388; P20434; Q09191; Q7JZF5; Q80UW8; Q9N5K2
PR:000012989	gene	E1BV97; O97183; P16370; P19387; P37382; P97760; Q54DH7; Q5EB90; Q7ZV11; Q93338
PR:000012987	gene	D4A5A6; F1Q9K4; P04050; P04052; P08775; P16356; P18616; P24928; P35084; P36594
PR:000012984	gene	A2ATX1; E1C548; O15160; O94616; P07703; P52432; Q54SN4; Q5RJK9; Q9UAY9; Q9VMX3
PR:000012982	gene	E7F710; G5ED21; O35134; O54889; O95602; P10964; P15398; P91875; Q86H36; Q9SVY0
PR:000012970	gene	F1QFX2; O54956; O94263; P24482; P56282; Q19196; Q500V9; Q54Y85; Q5ZKQ6; Q9VRQ7
PR:000012969	gene	B0V351; E1C5P2; F4HW04; O62218; P21951; P87154; Q07864; Q54RD4; Q9VCN1; Q9WVF7
PR:000012964	gene	B0R0V1; O35654; O48520; P46957; P49005; P87324; Q19366; Q54TN8; Q6AXY4; Q9W088

PR:000013504	gene	A1Z8D0; D4A1H8; P21304; Q13610; Q7ZWE1; Q869X0; Q99LL5; Q9NAQ2; Q9P775
PR:000013390	gene	F1LMQ3; P02889; P32496; P48556; P50524; Q23449; Q6IQH4; Q9CX56; Q9SGW3; Q9V436
PR:000013389	gene	D4AEH3; O61792; O74440; P26270; P26516; P51665; Q08723; Q54WI8; Q7ZYX7
PR:000013387	gene	O42897; O43242; P14685; P25161; P40016; Q04908; Q1ZXD3; Q5U2S7; Q6NYV1
PR:000013386	gene	E1C6N0; F1QHE5; O00487; O35593; P41878; P43588; Q4V8E2; Q86IJ1; Q9LT08; Q9V3H2
PR:000013384	gene	F1NCS8; O17071; O74445; P53549; P62333; P62334; Q54PJ1; Q6DRD2; Q9W414
PR:000013383	gene	O18413; P34124; P41836; P62195; P62196; P62198; Q01939; Q6AZC1; Q9XTT9
PR:000013382	gene	B0R1D0; O74894; P33298; P34123; P43686; P46502; P54775; Q63570; Q9SEI4; Q9V405
PR:000013380	gene	O14126; O76371; O88685; P17980; P33297; Q54PN7; Q5ZIT7; Q63569; Q9V3V6
PR:000013379	gene	O42931; P33299; P35998; P46471; Q18787; Q5ZMB8; Q63347; Q7KMQ0; Q7T3B1; Q86JA1; Q9SSB5
PR:000013378	gene	O16368; P36612; P40327; P48601; P62191; P62192; P62193; Q55BV5; Q90732
PR:000013372	gene	E1BYW9; P25451; P40112; P49720; Q23237; Q55D66; Q7ZUJ8; Q9R1P1; Q9XYN7; Q9Y7T8
PR:000013369	gene	O09061; P18421; P20618; P23724; P34286; P40304; P42742; Q6DRF3; Q6JLB2; Q86A21; Q9UQY2
PR:000013365	gene	O17586; O94517; P21243; P60900; P60901; Q54XM7; Q9QUM9; Q9XZJ4
PR:000013364	gene	P28066; P32379; P34064; Q55G04; Q6TGV6; Q95008; Q95083; Q9UT97; Q9Z2U1
PR:000013362	gene	O23715; O59770; O70435; P18422; P21242; P25788; Q09583; Q27563; Q4V918; Q5ZLI2; Q9V5C6
PR:000013361	gene	E1C006; O94579; P17220; P23639; P25787; P40301; P49722; Q27488; Q54DM7
PR:000013360	gene	O14250; O42265; O44156; P18420; P25786; P40302; Q27562; Q6DGX8; Q9R1P4
PR:000013287	gene	A1A5S1; F1QY65; O94906; P19735; Q12381; Q55A15; Q91YR7; Q9GRZ2; Q9VVU6; Q9ZT71
PR:000013283	gene	D4A7J8; O22212; O43172; P20053; Q54K20; Q6PH45; Q93339; Q9DAW6; Q9UTC7; Q9VVI0
PR:000013282	gene	E1C8G8; O74970; Q1JPZ7; Q22961; Q54R91; Q86UA1; Q8K2Z2
PR:000013279	gene	C7G068; O42904; P49704; Q7SXM7; Q8CCF0; Q8RXN6; Q8WWY3; Q9N592; Q9VUM1
PR:000013278	gene	O43395; Q03338; Q09856; Q21486; Q5ZJ85; Q6DRF8; Q8T2A7; Q922U1; Q9C7E7; Q9VW52
PR:000013277	gene	O14011; Q10051; Q5ZMA2; Q7KLW9; Q7KWK5; Q7ZV92; Q99KP6; Q9JMJ4; Q9UMS4

PR:000014254	gene	P05756; P28189; P51404; P59224; P62277; P62278; P62301; Q03334; Q54PH8; Q6IMW6; Q6ITC7
PR:000014245	gene	D3ZU51; E1BZ65; F4JXF0; O88796; P38786; P78346; P87120; Q3ZE13; Q5BJK2; Q9TYZ2; Q9VPM0
PR:000014240	gene	F1QTB5; P04843; P07153; P41543; P80896; Q10176; Q54C27; Q76NQ0; Q91YQ5; Q9GZH4
PR:000014237	gene	O74864; P05388; P14869; P19889; P19945; P22685; P47826; Q93572; Q9PV90
PR:000014230	gene	P09895; P22451; P26321; P46777; P47962; P49405; Q54XX3; Q9W5R8
PR:000014213	gene	P14120; P62888; P62889; P62890; P67883; Q55BS9; Q7ZUG6; Q9VJ19; Q9XWS4
PR:000014209	gene	P02406; P14115; P41092; P46776; P48160; Q9BKU5
PR:000014186	gene	B8JI15; P41994; P47968; P49247; Q12189; Q551C2; Q8MLS2; Q9S726; Q9UTL3
PR:000014144	gene	E1BYM1; O43148; O74880; P32783; Q1MTD3; Q54Y13; Q5U2U7; Q9D0L8; Q9LHQ7; Q9VJQ4; Q9XVS1
PR:000014019	gene	B0UXW2; E1BWH5; G3V7T0; O42650; O44959; Q12196; Q54VD8; Q922Q2; Q9BRS2; Q9FHT0; Q9VTL5
PR:000013999	gene	E7F0Y5; Q6QI06; Q6R327; Q9VWJ6
PR:000013919	gene	D4A6W4; E7EXE6; F4K836; O94302; P38206; Q23444; Q54IV7; Q8C3B8; Q96AA3; Q9Y123
PR:000013911	gene	E7FE37; O74866; O76206; Q03778; Q21918; Q84MD8; Q8CFV9; Q969G6
PR:000013909	gene	B5DF29; O14003; P34429; P38629; P40937; Q54ST4; Q6DRK4; Q9CAQ8; Q9D0F6; Q9VKW3
PR:000013908	gene	B4F778; F1QJ14; P35249; P40348; Q09843; Q54MD4; Q99J62; Q9VX15
PR:000013905	gene	D3ZFT1; F1Q5P6; O60182; P35251; P35600; P35601; P38630
PR:000013837	gene	E1C1K6; F1RAI8; P56175; Q08096; Q09870; Q23400; Q54S38; Q7TQ76; Q9C578; Q9JJT0; Q9Y2P8
PR:000013833	gene	P18754; P21827; P25171; P28745; Q18211; Q6NY65; Q8VE37
PR:000013793	gene	O74400; P37838; Q1LUW0; Q55C97; Q8CGC6; Q9NW13; Q9SJT4; Q9W124
PR:000013735	gene	E1C1B6; E7F7S1; P38873; P87141; Q55BR7; Q8K4Q0; Q8N122; Q9W437
PR:000013717	gene	F1MAA5; F1NIE8; P11745; P34342; P41391; P46060; P46061; Q08BV5; Q9M651; Q9VIW3
PR:000013654	gene	B0G172; P20133; P41992; P46960; P53611; P53612; Q08603; Q4V946; Q9XZ68
PR:000013561	gene	F4ICG2; O62431; P00962; P13188; P14325; P47897; Q66H61; Q8BML9; Q9Y105; Q9Y7Y8
PR:000013505	gene	F1RAC4; P25635; P91341; Q15269; Q54PE0; Q5U0X8; Q8BU03; Q8VYZ5; Q9C1X1

PR:000014908	gene	F1QD61; O14232; P42285; P47047; Q23223; Q86IE2; Q9CZU3; Q9XIF2; Q9Y134
PR:000014853	gene	A1L1R0; E1C0W2; O43076; P40486; Q55EC4; Q6PI26; Q7TMX5; Q9TYM6; Q9VI74
PR:000014737	gene	O44985; Q04693; Q15393; Q1LVE8; Q54SA7; Q5ZI54; Q921M3; Q9LD60; Q9UTT2; Q9W0M7
PR:000014733	gene	F1QRL9; O46106; O59706; P19736; Q12874; Q22469; Q4KLI7; Q55CK7; Q5F387; Q9D554; Q9FG01
PR:000014730	gene	F1LSC3; F1QP64; G5EF97; O74555; Q12186; Q15637; Q54BM5; Q64213; Q9LU44; Q9VEJ1
PR:000014639	gene	F1QRS7; Q6P7W0; Q9GZR1
PR:000014638	gene	D4A2S8; Q6NXL6; Q96HI0
PR:000014600	gene	E1C0C3; F1QGI2; Q0WT48; Q54M91; Q8VHE0; Q9HGN7; Q9U1V9; Q9UGP8; Q9VS57
PR:000014598	gene	E1BUS9; F2Z4R1; P35179; P60059; P60060; Q09827; Q19967; Q54JV6
PR:000014575	gene	E1BVC4; O64740; O94319; P55735; Q04491; Q54DS8; Q5XFW8; Q7T2E1; Q9D1M0; Q9N4A7; Q9V3J4
PR:000014500	gene	B3DKI8; O74534; P22213; Q20364; Q24179; Q54IJ1; Q62991; Q8BRF7; Q8WVM8; Q9SL48
PR:000014479	gene	O35532; P53045; Q15800; Q55D54; Q5ZLL6; Q7ZW77; Q8VWZ8; Q9CRA4; Q9UUH4
PR:000014472	gene	F8W5Q9; O14179; P70122; Q07953; Q23202; Q5RK30; Q5ZIY4; Q86KZ5; Q9MAR2; Q9VRY5; Q9Y3A5
PR:000014459	gene	O14018; P07284; P26638; P49591; Q18678; Q39230; Q6DRC0; Q6P799; Q7KWQ2; Q9VQL1
PR:000014444	gene	E1C8A2; P46576; P53969; Q10478; Q6AXV4; Q803G5; Q8BGH2; Q9V784; Q9Y512
PR:000014431	gene	P79064; Q06624; Q17820; Q54WI4; Q6AXQ0; Q6IQS6; Q7KSM5; Q9R1T2; Q9UBE0
PR:000014369	gene	G3V8T5; O94692; P83571; Q12464; Q54UW5; Q9FJW0; Q9GZH2; Q9V3K3; Q9WTM5; Q9Y230
PR:000014368	gene	F1N8Z4; O17607; P60122; P60123; Q03940; Q54C28; Q8AWW7; Q9C0X6; Q9FMR9; Q9VH07; Q9Y265
PR:000014310	gene	B8A4E7; F4IHU8; Q12754; Q54UV2; Q5JTH9; Q5ZKD5; Q6P5B0; Q965N8; Q9C0X8; Q9VYA7
PR:000014308	gene	B2RS91; P36070; P48322; Q10110; Q54HB0; Q9NYV6; Q9V9M6
PR:000014280	gene	O14277; P24050; P26783; P46782; P49041; P97461; Q24186; Q54MA6; Q6PC80; Q9ZUT9
PR:000014275	gene	F1NPA9; O60128; P05750; P23396; P48152; P62908; P62909; P90526; Q06559; Q6TLG8
PR:000014271	gene	P05759; P14797; P15357; P37165; P62979; P62982; P62983; P79781
PR:000014264	gene	O74893; P38701; P55828; P60866; P60867; Q54Y41; Q6P6E7; Q8WQA8

PR:000016346	gene	A2RVP7; E7FA60; P87146; Q12328; Q54QM0; Q8IN78; Q9CQ85; Q9JKW1; Q9NAQ9; Q9Y584
PR:000016343	gene	O62250; P42949; Q54SV6; Q6PBL0; Q9C1W5; Q9CQV1; Q9Y3D7
PR:000016278	gene	A1XDC0; Q06411; Q17784; Q5U2Y6; Q5ZII9; Q6DI35; Q9ERA6; Q9SHG6; Q9UBB9; Q9UTK6; Q9Y103
PR:000016036	gene	E1BU14; F1QDT4; O45784; Q05027; Q09869; Q16594; Q27272; Q55A39; Q5BKE0; Q8VI33; Q9SYH2
PR:000016029	gene	B8JIQ0; D3ZH66; G5EF68; O13282; P38129; P49846; Q15542; Q54KH7; Q5F3I7; Q6S7B0; Q8C092
PR:000015843	gene	O43082; O75683; P36080; P70279; Q23525; Q54G38; Q6DRK9; Q9FLD3; Q9VDS6
PR:000015836	gene	O00267; O13936; O55201; P27692; Q21338; Q54K42; Q5ZI08; Q9DDT5; Q9STN3; Q9V460
PR:000015829	gene	P55853; P63165; P63166; Q5I0H3; Q7SZR5; Q8QGH2
PR:000015815	gene	B0BN85; Q55ED0; Q5U3E4; Q9CX34; Q9Y2Z0
PR:000015797	gene	O13644; Q01590; Q08851; Q13190; Q20797; Q24509; Q54ZH1; Q6DG84; Q8K1E0; Q9LK09
PR:000015663	gene	O94529; P41848; Q04636; Q04678; Q04931; Q05153; Q05344; Q08943; Q08945; Q54G78
PR:000015633	gene	F1QSB3; O13950; P36057; P47758; Q22013; Q4FZX7; Q54XX1; Q9VSN9; Q9Y5M8
PR:000015632	gene	E7EZW6; F1NXV4; G4RYA5; O43032; P08240; P32916; Q3KRC3; Q54ZR7; Q9DBG7; Q9M0A0; Q9U5L1
PR:000015626	gene	B2RYI2; F1P0P4; F1QI99; O74436; P38687; Q1ZXE8; Q20822; Q8BMA6; Q9FH46; Q9UHB9; Q9VSS2
PR:000015601	gene	F1QDN5; P32476; P52019; P52020; Q14534; Q54BK7; Q8VYH2; Q9C1W3
PR:000015596	gene	D4A2H2; E1BQI0; F1QEL4; O15269; O35704; O59682; P25045; P91079; Q55FL5; Q6NR46; Q94IB8
PR:000015507	gene	B0G180; P28687; P34525; P61009; Q10259; Q12133; Q6NWJ2; Q9D365; Q9VCA9
PR:000015357	gene	F1R6U5; O80653; P28004; P39736; P54705; Q09882; Q13573; Q22836; Q9CSN1
PR:000015347	gene	F1P4B8; H9GXB1; O59734; P34659; P54999; P62306; P62307; Q24297; Q54XP2
PR:000015346	gene	C7G054; P62303; P62304; P62305; Q12330; Q7ZUG0; Q9USZ3; Q9VLV5; Q9XTU6
PR:000015344	gene	B5DES0; O14036; P62316; P62317; Q06217; Q18786; Q54NC5; Q567V5; Q8RUH0; Q9VI10
PR:000015343	gene	O42661; P62314; P62315; Q02260; Q10013; Q54YX5; Q8JHH1; Q9VU02
PR:000015338	gene	B2RZ74; O13829; P08621; P17133; Q00916; Q09584; Q42404; Q55FQ0; Q62376; Q6DRE8
PR:000015250	gene	O95391; Q02775; Q21278; Q54TA0; Q5U3F2; Q5ZIG2; Q80ZG5; Q8BHJ9; Q9SHY8; Q9VAQ7; Q9Y7Y2

PR:000017047	gene	F1NNR1; P32861; P57751; P78811; Q16851; Q4V8I9; Q54YZ0; Q91ZJ5; Q9VSW1; Q9XUS5
PR:000017040	gene	A8MQW3; O42915; P53044; P70362; Q19584; Q55BK0; Q6DRD5; Q92890; Q9ES53; Q9VTF9
PR:000016980	gene	O74810; P21734; P52486; P61086; P61087; Q9FI61
PR:000016977	gene	P40984; P50623; P63279; P63280; P63281; P63283; Q42551; Q7KNM2; Q95017
PR:000016968	gene	F1Q7U1; Q7Z6J8; Q8BX13
PR:000016951	gene	O42939; P52488; Q54L40; Q7KUA4; Q7SXG4; Q9NAN1; Q9SJT1; Q9UBT2; Q9Z1F9
PR:000016869	gene	E1C1X5; F1QTJ2; P83876; P83877; P87215; Q06819; Q8SZ87; Q9FE62
PR:000016717	gene	D3ZZT6; O74908; Q02825; Q7Z6J9; Q8C2A2; Q9VTV4
PR:000016716	gene	A2BIL9; O60156; P39707; Q5XIB7; Q8BMZ5; Q8MQ07; Q9BSV6
PR:000016715	gene	F1QLQ4; P16658; Q54RX5; Q5M954; Q5ZIN2; Q6P7W5; Q8IP11; Q8NCE0; Q8TFH7; Q9LSS3; Q9U218
PR:000016705	gene	Q12272; Q54L34; Q5EAR5; Q86TN4; Q8K3A2; Q95U58
PR:000016689	gene	Q8K1J6; Q93795; Q96Q11; Q9VNH2
PR:000016684	gene	F1QTY5; G5EGR8; O14307; P46959; Q6AY46; Q80XC2; Q84K50; Q86JJ0; Q96FX7; Q9VBH7
PR:000016683	gene	D3ZVK3; F1NF40; F1QFE5; O80846; P41814; Q54UB1; Q8CE96; Q8MS69; Q94416; Q9HGL4; Q9UJA5
PR:000016682	gene	A8WHT1; B8A5G9; F1LYK6; P38793; Q32P41; Q54WD6; Q8IRE4; Q8TFG7; Q93YU6; Q9D0C4
PR:000016616	gene	B0BNE3; Q03337; Q54YG5; Q6DGL5; Q7K2Q8; Q8IUR0; Q9CQA1; Q9FGU1; Q9NA81; Q9P7N9
PR:000016615	gene	F1QNE7; O43041; Q03784; Q20100; Q69BT7; Q9ES56; Q9LZ97; Q9VLI9; Q9Y296
PR:000016612	gene	E7F9A9; F1MAQ4; F4K0C4; O74501; P48553; Q03660; Q3TLI0; Q556Z3; Q9VFB7
PR:000016611	gene	B1GRL5; F1QJL7; Q03630; Q2KMM2; Q557G3; Q5NCF2; Q9SYB8; Q9UT70; Q9VA95; Q9Y5R8
PR:000016578	gene	E1C3Q1; F1RBJ9; P30636; P35202; Q55GR8; Q8T4A5; Q9H3S4; Q9R0M5
PR:000016577	gene	P00940; P00942; P07669; P0A858; P17751; P29613; P48491; P60174; Q10657; Q869R8; Q90XG0
PR:000016359	gene	F1QDL2; G5EFH0; O76994; O95478; P40078; Q54GN8; Q5ZMH9; Q9CR47; Q9FNH2; Q9QYU7; Q9UU79
PR:000016349	gene	O13636; Q02776; Q22647; Q3ZCQ8; Q6NWD4; Q8VYE2; Q9D880
PR:000016348	gene	O02161; O35094; O35857; O43615; O60084; Q01852; Q1LUQ3; Q9VDZ7

PR:000026238	sequence	P05198-1; P68101-1; Q5ZLX2-1; Q6ZWX6-1
PR:000022019	sequence	O15269-1; O35704-1
PR:000017785	gene	D3ZWN1; O13724; O16999; O75312; P53303; Q1LY31; Q55E13; Q62384; Q9W379
PR:000017679	gene	D4AD01; Q09776; Q5ZIF6; Q6TLH9; Q93W87; Q96NC0; Q9CPW7; Q9VZF0
PR:000017599	gene	Q5F3Z9; Q5TYQ8; Q6PJT7; Q7TMD5; Q8BJ05; Q95XU6; Q9V3H9
PR:000017539	gene	E1BSV7; O15498; O60073; P36015; Q54ES8; Q5EGY4; Q7ZUN8; Q9CQW1; Q9TXZ9; Q9W3M8
PR:000017535	gene	E1C6B9; O94348; P53039; Q54QY3; Q5XID0; Q6P5I8; Q7YTG8; Q969M3; Q9EQQ2; Q9VK46
PR:000017523	gene	O14055; P36421; P54577; Q4KM49; Q551A1; Q5ZJ08; Q6TGS6; Q8S9J2; Q91WQ3; Q9VV60
PR:000017512	gene	A5WVY7; D4A914; P40848; Q02792; Q55CS4; Q5ZIP4; Q9DBR1; Q9H0D6; Q9U299; Q9VM71
PR:000017470	gene	A1Z9G2; P91175; Q04048; Q1LY92; Q54Z08; Q99PK0; Q9DCD2; Q9HCS7; Q9LKU3; Q9P7R9
PR:000017402	gene	O74340; P33750; Q23494; Q5ZLK1; Q6PAC3; Q7KWL3; Q803X4; Q93VK1; Q9NV06; Q9VUN7
PR:000017400	gene	P36104; Q18403; Q54XN8; Q5ZMV7; Q6NV31; Q6UXN9; Q8BFQ4; Q9VLN1
PR:000017391	gene	A3KPR1; O14053; O62477; Q06078; Q3TAQ9; Q550V0; Q8NI36; Q93YS7; Q9VFV8
PR:000017369	gene	E1C2Z5; G5EDY2; P23381; P32921; Q09692; Q0KI98; Q12109; Q55DZ8; Q6P7B0; Q9SR15
PR:000017358	gene	E1BYU6; F1Q7S0; O18230; O89116; P78768; Q04338; Q96AJ9; Q9JI51; Q9W0N6
PR:000017273	gene	P25694; P46462; P55072; P90532; Q01853; Q5ZMU9; Q7KN62; Q7ZU99; Q9P3A7; Q9SCN8
PR:000017208	gene	B0R1D4; Q54WN5; Q8VCY6; Q9M0I7; Q9NYH9; Q9W397
PR:000017207	gene	Q12136; Q22046; Q66I02; Q6AXX4; Q8L3P4; Q9I7W5; Q9JI13; Q9NQZ2
PR:000017206	gene	B1WBU0; B8JIZ4; E1BZI2; O74862; Q12339; Q54QQ8; Q8L8C2; Q95QS4; Q9BRU9; Q9CX11; Q9VQ40
PR:000017203	gene	A2RRU3; O82266; O94365; Q04305; Q54QV4; Q5F3D7; Q7ZW33; Q8C7V3; Q8TED0; Q9N477; Q9W4Z9
PR:000017178	gene	A3KQ59; O44787; P43589; Q3TIX9; Q53GS9; Q54XH4; Q8H148; Q9USR2; Q9VWP1
PR:000017136	gene	O13785; Q6NKR3; Q7ZTY7; Q9CQ56; Q9N598; Q9NZ43; Q9VSU7
PR:000017135	gene	E1BUH1; P06174; P10746; P51163; P87214; Q5XIF2; Q800W7; Q9W3B3
PR:000017134	gene	P06132; P29680; P32347; P32362; P70697; Q54DF9; Q9PTS2; Q9USJ5; Q9V595

PR:000029821	gene	B2RYS9; O45241; P53738; Q09723; Q503F3; Q54N57; Q9DCG9; Q9UI30; Q9VP65
PR:000029790	gene	F1R9P0; P53215; Q54E29; Q5M965; Q5ZIR4; Q9CY52; Q9NWX6; Q9V3N8; Q9Y7T3
PR:000029777	gene	D3ZCP9; G5EG47; O96881; P29084; P79011; Q54KJ8; Q5ZIE1; Q6NXA3; Q9D902
PR:000029729	gene	E7F714; F4JTD2; O42832; P25582; Q54NX0; Q5RJT2; Q8IY81; Q9DBE9; Q9N5N9; Q9VXK5
PR:000029647	gene	F1QWP7; P46087; Q922K7
PR:000029642	gene	D3ZDS4; F1QQ17; O35130; Q06287; Q92979; Q9M1J8; Q9W4J5; Q9XX15
PR:000029630	gene	Q8JIY8; Q91VE6; Q9BYG3
PR:000029412	gene	D3ZD97; E7F3I8; F1NHI3; O35286; O42945; O43143; P53131; Q20875; Q54NJ4; Q7K3M5
PR:000029391	gene	P45818; Q09775; Q21736; Q84TG1; Q86IZ9; Q8K301; Q99PT0; Q9VVK8; Q9Y2R4
PR:000029385	gene	D3Z0M9; G3V9M1; P93008; Q54Y81; Q6P9Z2; Q95QN2; Q9BUQ8; Q9VJ74; Q9Y7T7
PR:000029344	gene	A8WHR3; O60141; Q20124; Q9BW85; Q9D6J3; Q9SKZ4
PR:000029256	gene	F1M8H5; G5EFG4; O42943; P40024; Q8T6B7; Q99LE6; Q9FJH6; Q9UG63; Q9VXR5
PR:000029101	gene	O74414; P34558; Q03941; Q0P4C4; Q6AY55; Q8BHC4; Q8WVC6; Q9VI57; Q9ZQH0
PR:000028973	sequence	Q01658-1; Q5XI68-1; Q5ZMV3-1; Q91WV0-1
PR:000028904	sequence	O75586-1; Q921D4-1
PR:000028331	sequence	P10809-1; P63038-1; Q5ZL72-1
PR:000027875	sequence	P42932-1; P50990-1; Q6EE31-1
PR:000027860	sequence	P48643-1; P80316-1; Q68FQ0-1
PR:000027858	sequence	P50991-1; P80315-1; Q7TPB1-1
