PRO ID 	Category 	UniProtKB ID 	

PR:000017208	gene	B0R1D4; Q54WN5; Q8VCY6; Q9M0I7; Q9NYH9; Q9W397
PR:000017207	gene	Q12136; Q22046; Q66I02; Q6AXX4; Q8L3P4; Q9I7W5; Q9JI13; Q9NQZ2
PR:000017206	gene	B1WBU0; B8JIZ4; E1BZI2; O74862; Q12339; Q54QQ8; Q8L8C2; Q95QS4; Q9BRU9; Q9CX11; Q9VQ40
PR:000017178	gene	A3KQ59; O44787; P43589; Q3TIX9; Q53GS9; Q54XH4; Q8H148; Q9USR2; Q9VWP1
PR:000017136	gene	O13785; Q6NKR3; Q7ZTY7; Q9CQ56; Q9N598; Q9NZ43; Q9VSU7
PR:000017134	gene	P06132; P29680; P32347; P32362; P70697; Q54DF9; Q9PTS2; Q9USJ5; Q9V595
PR:000016968	gene	F1Q7U1; Q7Z6J8; Q8BX13

PR:000038134	sequence	O43395-1; Q922U1-1
PR:000038107	sequence	O43172-2; Q9DAW6-1
PR:000038051	sequence	O15182-1; O35648-1
PR:000038049	sequence	O15160-1; P52432-1
PR:000037975	sequence	O14561-1; Q9CR21-1
PR:000037929	sequence	O00471-1; P97878-1; Q3TPX4-1
PR:000032429	gene	B8JLP0; D4A1R0; E1C9C2; O46072; P34305; Q54KG8; Q6NZL1; Q8IY37; Q9C813
PR:000032393	gene	D3ZKI9; E7EZJ0; P47077; Q551Y5; Q7JX95; Q86U38; Q8BMC4; Q92347; Q9C552
PR:000031970	gene	E1BWV0; O62252; Q54QK1; Q6DHF2; Q9D187; Q9UTL0; Q9VTC4; Q9Y3D0
PR:000031720	gene	D3ZHU8; F1QF98; F4JT92; O13620; Q06106; Q54PB2; Q8R3C6; Q9VT19; Q9XU67; Q9Y4C8
PR:000031675	gene	F1Q5B4; O14148; Q6ZPV2; Q8RXS6; Q9ULG1; Q9VDY1
PR:000031492	gene	D3ZKT0; E1BUW5; P53230; Q3TUH1; Q550P4; Q8INF2; Q96BW9; Q9N4G7; Q9SN75
PR:000031269	gene	F1QGP3; Q04225; Q54ED4; Q810D6; Q8SYL1; Q9BQ67; Q9N393; Q9P783; Q9ZUN8
PR:000031226	gene	B1WC03; F1R8D9; Q09305; Q54R71; Q6LA53; Q9C711; Q9D2V5; Q9VEA6; Q9Y312
PR:000030792	gene	D3ZDJ5; Q1L876; Q3UFY0; Q8W1E4; Q96EU6; Q9VFJ1
PR:000030281	gene	O22165; Q07915; Q10353; Q17606; Q7ZTZ2; Q86B05; Q99L28; Q9UHA3; Q9VGN9
PR:000030255	gene	E1BSC0; P21372; Q4TVV3; Q553B1; Q569Z5; Q7L014; Q965K2; Q9P7C7; Q9VXW2
PR:000030202	gene	D3ZTG2; K7DY99; O36033; P41842; P42842; Q54BW6; Q5F3K0; Q6P3X3; Q8CD92; Q9FFI4; Q9VVM8
PR:000029868	gene	F1QLI4; O45757; O94698; Q6RFH5; Q7K4B2; Q8VCG3
PR:000029860	gene	B0S6A9; D4A106; F1NC11; P87177; Q12220; Q19433; Q54S79; Q8BHB4; Q9LVF2; Q9UNX4; Q9VE98
PR:000029856	gene	Q10272; Q4VBE8; Q68EI0; Q9BV38; Q9M3B4; Q9W550
PR:000029848	gene	A2BGW6; E1BU24; P34247; Q09462; Q10106; Q9CZJ1; Q9M223; Q9Y3A2
PR:000029777	gene	D3ZCP9; G5EG47; O96881; P29084; P79011; Q54KJ8; Q5ZIE1; Q6NXA3; Q9D902
PR:000029729	gene	E7F714; F4JTD2; O42832; P25582; Q54NX0; Q5RJT2; Q8IY81; Q9DBE9; Q9N5N9; Q9VXK5

PR:000039737	sequence	P23514-1; P53618-1; Q5ZIA5-1; Q66HV4-1; Q9JIF7-1
PR:000039730	sequence	P53384-1; Q5I0L4-1; Q9R060-1
PR:000039645	sequence	P50613-1; Q03147-1
PR:000039599	sequence	P49736-1; P97310-1
PR:000039550	sequence	P48553-1; Q3TLI0-1
PR:000039423	sequence	P41252-1; Q8BU30-1
PR:000039319	sequence	P34949-1; Q68FX1-1; Q924M7-1
PR:000039311	sequence	P33993-1; Q61881-1
PR:000039128	sequence	P08775-1; P24928-1
PR:000039098	sequence	P10760-1; P23526-1; P50247-1
PR:000039091	sequence	P23396-1; P62908-1; P62909-1
PR:000039013	sequence	P19447-1; Q4G005-1
PR:000038915	sequence	P14868-1; P15178-1; Q922B2-1
PR:000038902	sequence	P05369-1; P14324-2; Q920E5-1
PR:000038894	sequence	P13984-1; Q8R0A0-1
PR:000038745	sequence	P08621-3; Q62376-2
PR:000038688	sequence	P06132-1; P70697-1
PR:000038542	sequence	O95478-1; Q9CR47-1
PR:000038472	sequence	A1A5S1-1; O94906-1; Q91YR7-1
PR:000038354	sequence	O75419-1; Q9Z1X9-1
PR:000038198	sequence	O43913-1; Q9WUV0-1
PR:000038157	sequence	O43660-1; Q9WUC8-1
PR:000038153	sequence	O35857-1; O43615-1
PR:000038146	sequence	O43513-1; Q9CZB6-1

PR:000041490	sequence	Q86U38-1; Q8BMC4-1
PR:000041381	sequence	P83870-1; P83871-1; Q7RTV0-1
PR:000041273	sequence	Q5ZMV7-1; Q6NV31-1; Q6UXN9-1; Q8BFQ4-1
PR:000041234	sequence	Q6PJT7-3; Q8BJ05-2
PR:000041233	sequence	Q6PJT7-2; Q8BJ05-1
PR:000041232	sequence	Q6PJT7-1; Q7TMD5-1
PR:000040859	sequence	Q3ZCQ8-1; Q9D880-1
PR:000040657	sequence	Q15637-1; Q64213-3
PR:000040637	sequence	Q15393-1; Q1LVE8-1; Q921M3-1
PR:000040609	sequence	Q15269-1; Q8BU03-1
PR:000040543	sequence	Q14691-1; Q9CZ15-1
PR:000040533	sequence	P97311-1; Q14566-1
PR:000040415	sequence	Q13347-1; Q7ZV55-1; Q9QZD9-1
PR:000040387	sequence	Q13042-1; Q8R349-1
PR:000040384	sequence	Q12996-1; Q99LI7-1
PR:000040370	sequence	Q12874-1; Q9D554-1
PR:000040208	sequence	P62915-1; P62916-1; Q00403-1
PR:000040129	sequence	O88796-1; P78346-1
PR:000040010	sequence	P62495-1; Q5U2Q7-1; Q8BWY3-1
PR:000039954	sequence	P52872-1; P61803-1; P61804-1; P61805-1
PR:000039928	sequence	P61221-1; P61222-1
PR:000039908	sequence	P28687-1; P61009-1
PR:000039813	sequence	O54956-1; P56282-1; Q5ZKQ6-1
PR:000039783	sequence	P55060-1; Q7SZC2-1; Q9ERK4-1

PR:000043658	sequence	Q9CPX9-1; Q9NYG5-1
PR:000043583	sequence	Q921Y2-1; Q9NV31-1
PR:000043581	sequence	Q5ZLK1-1; Q6PAC3-1; Q9NV06-1
PR:000043558	sequence	Q9NSD9-1; Q9WUA2-1
PR:000043513	sequence	P70541-1; Q9NR50-1
PR:000043501	sequence	Q9CRA8-1; Q9NQT4-1
PR:000043350	sequence	D4A7C0-1; Q8VEJ1-1; Q9H9Y4-1
PR:000043340	sequence	Q8R1U1-1; Q9H9E3-1
PR:000043267	sequence	Q8C2R7-1; Q9EQY6-1; Q9H3S5-1
PR:000042911	sequence	Q5I0I8-1; Q8BHY2-1; Q9BVI4-1
PR:000042882	sequence	Q9BTT4-1; Q9CXU0-1
PR:000042859	sequence	Q66H99-1; Q9BSC4-1
PR:000042853	sequence	Q9BRX5-1; Q9CY94-1
PR:000042849	sequence	Q499W2-1; Q99LZ3-1; Q9BRT9-1
PR:000042823	sequence	Q810D6-1; Q9BQ67-1
PR:000042680	sequence	Q5XI31-1; Q6PD26-1; Q96S52-1
PR:000042621	sequence	Q96NC0-1; Q9CPW7-1
PR:000042527	sequence	Q5PQR5-1; Q8VHZ7-1; Q96G21-1
PR:000042513	sequence	Q6AY85-1; Q96F25-1
PR:000042423	sequence	Q8C3B8-1; Q96AA3-1
PR:000042200	sequence	Q8CCF0-1; Q8WWY3-1
PR:000042165	sequence	Q8CH62-1; Q8WV07-1
PR:000041986	sequence	Q6ZPL9-1; Q8NHQ9-1
PR:000041690	sequence	Q8IUR0-1; Q9CQA1-1

PR:O00541-1	organism-sequence	O00541-1
PR:O00541	organism-gene	O00541
PR:O00471-1	organism-sequence	O00471-1
PR:O00471	organism-gene	O00471
PR:O00311-1	organism-sequence	O00311-1
PR:O00311	organism-gene	O00311
PR:O00267-2	organism-sequence	O00267-2
PR:O00267-1	organism-sequence	O00267-1
PR:O00267	organism-gene	O00267
PR:000044260	sequence	Q68FS1-1; Q9Y5Y2-1
PR:000044177	sequence	Q9CZJ1-1; Q9Y3A2-1
PR:000044165	sequence	Q9CTH6-1; Q9Y324-1
PR:000044161	sequence	Q9D2V5-1; Q9Y312-1
PR:000044137	sequence	Q9JJT0-1; Q9Y2P8-1
PR:000044116	sequence	Q69BT7-1; Q9ES56-1; Q9Y296-1
PR:000044111	sequence	Q505J8-1; Q8C0C7-1; Q9Y285-1
PR:000044104	sequence	P60122-1; P60123-1; Q9VH07-1; Q9Y265-1
PR:000044100	sequence	Q9D600-1; Q9Y248-1
PR:000044092	sequence	P83571-1; Q9WTM5-1; Q9Y230-1
PR:000044019	sequence	Q99KP6-1; Q9JMJ4-1; Q9UMS4-1
PR:000043942	sequence	Q8BGZ4-1; Q9UJX2-1
PR:000043886	sequence	Q99L28-1; Q9UHA3-1
PR:000043875	sequence	Q8VHE0-1; Q9UGP8-1
PR:000043819	sequence	Q5U2Y6-1; Q9UBB9-1
PR:000043754	sequence	O35218-1; Q9P2I0-1

PR:O43242-1	organism-sequence	O43242-1
PR:O43242	organism-gene	O43242
PR:O43172-2	organism-sequence	O43172-2
PR:O43172-1	organism-sequence	O43172-1
PR:O43172	organism-gene	O43172
PR:O43148-2	organism-sequence	O43148-2
PR:O43148-1	organism-sequence	O43148-1
PR:O43148	organism-gene	O43148
PR:O15381-5	organism-sequence	O15381-5
PR:O15381-4	organism-sequence	O15381-4
PR:O15381-3	organism-sequence	O15381-3
PR:O15381-2	organism-sequence	O15381-2
PR:O15381-1	organism-sequence	O15381-1
PR:O15381	organism-gene	O15381
PR:O15182-1	organism-sequence	O15182-1
PR:O15182	organism-gene	O15182
PR:O15160-2	organism-sequence	O15160-2
PR:O15160-1	organism-sequence	O15160-1
PR:O15160	organism-gene	O15160
PR:O14981-2	organism-sequence	O14981-2
PR:O14981-1	organism-sequence	O14981-1
PR:O14981	organism-gene	O14981
PR:O14561-1	organism-sequence	O14561-1
PR:O14561	organism-gene	O14561
PR:O00567	organism-gene	O00567
PR:O00566	organism-gene	O00566
PR:O00541-2	organism-sequence	O00541-2

PR:O75586-1	organism-sequence	O75586-1
PR:O75586	organism-gene	O75586
PR:O75419-3	organism-sequence	O75419-3
PR:O75419-2	organism-sequence	O75419-2
PR:O75419-1	organism-sequence	O75419-1
PR:O75419	organism-gene	O75419
PR:O60832-2	organism-sequence	O60832-2
PR:O60832-1	organism-sequence	O60832-1
PR:O60832	organism-gene	O60832
PR:O43929-3	organism-sequence	O43929-3
PR:O43929-2	organism-sequence	O43929-2
PR:O43929-1	organism-sequence	O43929-1
PR:O43929	organism-gene	O43929
PR:O43913-2	organism-sequence	O43913-2
PR:O43913-1	organism-sequence	O43913-1
PR:O43913	organism-gene	O43913
PR:O43660-2	organism-sequence	O43660-2
PR:O43660-1	organism-sequence	O43660-1
PR:O43660	organism-gene	O43660
PR:O43615-1	organism-sequence	O43615-1
PR:O43615	organism-gene	O43615
PR:O43513-1	organism-sequence	O43513-1
PR:O43513	organism-gene	O43513
PR:O43395-3	organism-sequence	O43395-3
PR:O43395-1	organism-sequence	O43395-1
PR:O43395	organism-gene	O43395
PR:O43242-2	organism-sequence	O43242-2

PR:P19447-1	organism-sequence	P19447-1
PR:P19447	organism-gene	P19447
PR:P19387	organism-gene	P19387
PR:P14868-2	organism-sequence	P14868-2
PR:P14868-1	organism-sequence	P14868-1
PR:P14868	organism-gene	P14868
PR:P14324-2	organism-sequence	P14324-2
PR:P14324-1	organism-sequence	P14324-1
PR:P14324	organism-gene	P14324
PR:P13984-1	organism-sequence	P13984-1
PR:P13984	organism-gene	P13984
PR:P12004	organism-gene	P12004
PR:P08621-4	organism-sequence	P08621-4
PR:P08621-3	organism-sequence	P08621-3
PR:P08621-2	organism-sequence	P08621-2
PR:P08621-1	organism-sequence	P08621-1
PR:P08621	organism-gene	P08621
PR:P06132-1	organism-sequence	P06132-1
PR:P06132	organism-gene	P06132
PR:O95478-1	organism-sequence	O95478-1
PR:O95478	organism-gene	O95478
PR:O95427	organism-gene	O95427
PR:O94906-2	organism-sequence	O94906-2
PR:O94906-1	organism-sequence	O94906-1
PR:O94906	organism-gene	O94906
PR:O75683	organism-gene	O75683
PR:O75586-3	organism-sequence	O75586-3
PR:O75586-2	organism-sequence	O75586-2

PR:P30260-1	organism-sequence	P30260-1
PR:P30260	organism-gene	P30260
PR:P29084	organism-gene	P29084
PR:P28340	organism-gene	P28340
PR:P28070-1	organism-sequence	P28070-1
PR:P28070	organism-gene	P28070
PR:P25205-2	organism-sequence	P25205-2
PR:P25205-1	organism-sequence	P25205-1
PR:P25205	organism-gene	P25205
PR:P24928-2	organism-sequence	P24928-2
PR:P24928-1	organism-sequence	P24928-1
PR:P24928	organism-gene	P24928
PR:P23526-2	organism-sequence	P23526-2
PR:P23526-1	organism-sequence	P23526-1
PR:P23526	organism-gene	P23526
PR:P23396-2	organism-sequence	P23396-2
PR:P23396-1	organism-sequence	P23396-1
PR:P23396	organism-gene	P23396
PR:P22570-7	organism-sequence	P22570-7
PR:P22570-6	organism-sequence	P22570-6
PR:P22570-5	organism-sequence	P22570-5
PR:P22570-4	organism-sequence	P22570-4
PR:P22570-3	organism-sequence	P22570-3
PR:P22570-2	organism-sequence	P22570-2
PR:P22570-1	organism-sequence	P22570-1
PR:P22570	organism-gene	P22570
PR:P20618	organism-gene	P20618

PR:P48556	organism-gene	P48556
PR:P48553-2	organism-sequence	P48553-2
PR:P48553-1	organism-sequence	P48553-1
PR:P48553	organism-gene	P48553
PR:P41252-1	organism-sequence	P41252-1
PR:P41252	organism-gene	P41252
PR:P37268-5	organism-sequence	P37268-5
PR:P37268-4	organism-sequence	P37268-4
PR:P37268-3	organism-sequence	P37268-3
PR:P37268-2	organism-sequence	P37268-2
PR:P37268-1	organism-sequence	P37268-1
PR:P37268	organism-gene	P37268
PR:P35251-2	organism-sequence	P35251-2
PR:P35251-1	organism-sequence	P35251-1
PR:P35251	organism-gene	P35251
PR:P35249-2	organism-sequence	P35249-2
PR:P35249-1	organism-sequence	P35249-1
PR:P35249	organism-gene	P35249
PR:P34949-2	organism-sequence	P34949-2
PR:P34949-1	organism-sequence	P34949-1
PR:P34949	organism-gene	P34949
PR:P33993-3	organism-sequence	P33993-3
PR:P33993-2	organism-sequence	P33993-2
PR:P33993-1	organism-sequence	P33993-1
PR:P33993	organism-gene	P33993
PR:P33992	organism-gene	P33992
PR:P30260-2	organism-sequence	P30260-2

PR:P52655-2	organism-sequence	P52655-2
PR:P52655-1	organism-sequence	P52655-1
PR:P52655	organism-gene	P52655
PR:P50991-2	organism-sequence	P50991-2
PR:P50991-1	organism-sequence	P50991-1
PR:P50991	organism-gene	P50991
PR:P50990-3	organism-sequence	P50990-3
PR:P50990-2	organism-sequence	P50990-2
PR:P50990-1	organism-sequence	P50990-1
PR:P50990	organism-gene	P50990
PR:P50613-1	organism-sequence	P50613-1
PR:P50613	organism-gene	P50613
PR:P49736-1	organism-sequence	P49736-1
PR:P49736	organism-gene	P49736
PR:P49643-2	organism-sequence	P49643-2
PR:P49643-1	organism-sequence	P49643-1
PR:P49643	organism-gene	P49643
PR:P49642	organism-gene	P49642
PR:P49368-2	organism-sequence	P49368-2
PR:P49368-1	organism-sequence	P49368-1
PR:P49368	organism-gene	P49368
PR:P49354-2	organism-sequence	P49354-2
PR:P49354-1	organism-sequence	P49354-1
PR:P49354	organism-gene	P49354
PR:P48643-2	organism-sequence	P48643-2
PR:P48643-1	organism-sequence	P48643-1
PR:P48643	organism-gene	P48643

PR:P61803-1	organism-sequence	P61803-1
PR:P61803	organism-gene	P61803
PR:P61221-1	organism-sequence	P61221-1
PR:P61221	organism-gene	P61221
PR:P61009-1	organism-sequence	P61009-1
PR:P61009	organism-gene	P61009
PR:P57054-3	organism-sequence	P57054-3
PR:P57054-2	organism-sequence	P57054-2
PR:P57054-1	organism-sequence	P57054-1
PR:P57054	organism-gene	P57054
PR:P56282-3	organism-sequence	P56282-3
PR:P56282-2	organism-sequence	P56282-2
PR:P56282-1	organism-sequence	P56282-1
PR:P56282	organism-gene	P56282
PR:P55789-2	organism-sequence	P55789-2
PR:P55789-1	organism-sequence	P55789-1
PR:P55789	organism-gene	P55789
PR:P55060-4	organism-sequence	P55060-4
PR:P55060-3	organism-sequence	P55060-3
PR:P55060-2	organism-sequence	P55060-2
PR:P55060-1	organism-sequence	P55060-1
PR:P55060	organism-gene	P55060
PR:P53618-1	organism-sequence	P53618-1
PR:P53618	organism-gene	P53618
PR:P53384-2	organism-sequence	P53384-2
PR:P53384-1	organism-sequence	P53384-1
PR:P53384	organism-gene	P53384

PR:Q13042-2	organism-sequence	Q13042-2
PR:Q13042-1	organism-sequence	Q13042-1
PR:Q13042	organism-gene	Q13042
PR:Q12996-3	organism-sequence	Q12996-3
PR:Q12996-2	organism-sequence	Q12996-2
PR:Q12996-1	organism-sequence	Q12996-1
PR:Q12996	organism-gene	Q12996
PR:Q12874-1	organism-sequence	Q12874-1
PR:Q12874	organism-gene	Q12874
PR:Q10713-2	organism-sequence	Q10713-2
PR:Q10713-1	organism-sequence	Q10713-1
PR:Q10713	organism-gene	Q10713
PR:Q07864	organism-gene	Q07864
PR:Q00403-1	organism-sequence	Q00403-1
PR:Q00403	organism-gene	Q00403
PR:P78346-2	organism-sequence	P78346-2
PR:P78346-1	organism-sequence	P78346-1
PR:P78346	organism-gene	P78346
PR:P78316-2	organism-sequence	P78316-2
PR:P78316-1	organism-sequence	P78316-1
PR:P78316	organism-gene	P78316
PR:P63208-2	organism-sequence	P63208-2
PR:P63208-1	organism-sequence	P63208-1
PR:P63208	organism-gene	P63208
PR:P62495-2	organism-sequence	P62495-2
PR:P62495-1	organism-sequence	P62495-1
PR:P62495	organism-gene	P62495

PR:Q15269-1	organism-sequence	Q15269-1
PR:Q15269	organism-gene	Q15269
PR:Q15003-2	organism-sequence	Q15003-2
PR:Q15003-1	organism-sequence	Q15003-1
PR:Q15003	organism-gene	Q15003
PR:Q14692	organism-gene	Q14692
PR:Q14691-1	organism-sequence	Q14691-1
PR:Q14691	organism-gene	Q14691
PR:Q14566-1	organism-sequence	Q14566-1
PR:Q14566	organism-gene	Q14566
PR:Q14562	organism-gene	Q14562
PR:Q14181-2	organism-sequence	Q14181-2
PR:Q14181-1	organism-sequence	Q14181-1
PR:Q14181	organism-gene	Q14181
PR:Q14152-2	organism-sequence	Q14152-2
PR:Q14152-1	organism-sequence	Q14152-1
PR:Q14152	organism-gene	Q14152
PR:Q13889-2	organism-sequence	Q13889-2
PR:Q13889-1	organism-sequence	Q13889-1
PR:Q13889	organism-gene	Q13889
PR:Q13610-2	organism-sequence	Q13610-2
PR:Q13610-1	organism-sequence	Q13610-1
PR:Q13610	organism-gene	Q13610
PR:Q13416	organism-gene	Q13416
PR:Q13347-1	organism-sequence	Q13347-1
PR:Q13347	organism-gene	Q13347
PR:Q13042-4	organism-sequence	Q13042-4
PR:Q13042-3	organism-sequence	Q13042-3

PR:Q53F39-2	organism-sequence	Q53F39-2
PR:Q53F39-1	organism-sequence	Q53F39-1
PR:Q53F39	organism-gene	Q53F39
PR:Q3ZCQ8-3	organism-sequence	Q3ZCQ8-3
PR:Q3ZCQ8-2	organism-sequence	Q3ZCQ8-2
PR:Q3ZCQ8-1	organism-sequence	Q3ZCQ8-1
PR:Q3ZCQ8	organism-gene	Q3ZCQ8
PR:Q32NB8-4	organism-sequence	Q32NB8-4
PR:Q32NB8-3	organism-sequence	Q32NB8-3
PR:Q32NB8-2	organism-sequence	Q32NB8-2
PR:Q32NB8-1	organism-sequence	Q32NB8-1
PR:Q32NB8	organism-gene	Q32NB8
PR:Q15637-7	organism-sequence	Q15637-7
PR:Q15637-6	organism-sequence	Q15637-6
PR:Q15637-5	organism-sequence	Q15637-5
PR:Q15637-4	organism-sequence	Q15637-4
PR:Q15637-3	organism-sequence	Q15637-3
PR:Q15637-2	organism-sequence	Q15637-2
PR:Q15637-1	organism-sequence	Q15637-1
PR:Q15637	organism-gene	Q15637
PR:Q15542-2	organism-sequence	Q15542-2
PR:Q15542-1	organism-sequence	Q15542-1
PR:Q15542	organism-gene	Q15542
PR:Q15393-3	organism-sequence	Q15393-3
PR:Q15393-2	organism-sequence	Q15393-2
PR:Q15393-1	organism-sequence	Q15393-1
PR:Q15393	organism-gene	Q15393

PR:Q6PJT7-4	organism-sequence	Q6PJT7-4
PR:Q6PJT7-3	organism-sequence	Q6PJT7-3
PR:Q6PJT7-2	organism-sequence	Q6PJT7-2
PR:Q6PJT7-11	organism-sequence	Q6PJT7-11
PR:Q6PJT7-10	organism-sequence	Q6PJT7-10
PR:Q6PJT7-1	organism-sequence	Q6PJT7-1
PR:Q6PJT7	organism-gene	Q6PJT7
PR:Q6P3X3	organism-gene	Q6P3X3
PR:Q6KC79-3	organism-sequence	Q6KC79-3
PR:Q6KC79-2	organism-sequence	Q6KC79-2
PR:Q6KC79-1	organism-sequence	Q6KC79-1
PR:Q6KC79	organism-gene	Q6KC79
PR:Q68CQ4	organism-gene	Q68CQ4
PR:Q5JTH9-3	organism-sequence	Q5JTH9-3
PR:Q5JTH9-2	organism-sequence	Q5JTH9-2
PR:Q5JTH9-1	organism-sequence	Q5JTH9-1
PR:Q5JTH9	organism-gene	Q5JTH9
PR:Q53GS9-3	organism-sequence	Q53GS9-3
PR:Q53GS9-2	organism-sequence	Q53GS9-2
PR:Q53GS9-1	organism-sequence	Q53GS9-1
PR:Q53GS9	organism-gene	Q53GS9
PR:Q53GS7-2	organism-sequence	Q53GS7-2
PR:Q53GS7-1	organism-sequence	Q53GS7-1
PR:Q53GS7	organism-gene	Q53GS7
PR:Q53F39-5	organism-sequence	Q53F39-5
PR:Q53F39-4	organism-sequence	Q53F39-4
PR:Q53F39-3	organism-sequence	Q53F39-3

PR:Q86U38-1	organism-sequence	Q86U38-1
PR:Q86U38	organism-gene	Q86U38
PR:Q86TN4-4	organism-sequence	Q86TN4-4
PR:Q86TN4-3	organism-sequence	Q86TN4-3
PR:Q86TN4-2	organism-sequence	Q86TN4-2
PR:Q86TN4-1	organism-sequence	Q86TN4-1
PR:Q86TN4	organism-gene	Q86TN4
PR:Q7Z6J9-2	organism-sequence	Q7Z6J9-2
PR:Q7Z6J9-1	organism-sequence	Q7Z6J9-1
PR:Q7Z6J9	organism-gene	Q7Z6J9
PR:Q7Z6J8	organism-gene	Q7Z6J8
PR:Q7RTV0-1	organism-sequence	Q7RTV0-1
PR:Q7RTV0	organism-gene	Q7RTV0
PR:Q7L014	organism-gene	Q7L014
PR:Q6UXN9-1	organism-sequence	Q6UXN9-1
PR:Q6UXN9	organism-gene	Q6UXN9
PR:Q6RFH5-2	organism-sequence	Q6RFH5-2
PR:Q6RFH5-1	organism-sequence	Q6RFH5-1
PR:Q6RFH5	organism-gene	Q6RFH5
PR:Q6R327-4	organism-sequence	Q6R327-4
PR:Q6R327-3	organism-sequence	Q6R327-3
PR:Q6R327-1	organism-sequence	Q6R327-1
PR:Q6R327	organism-gene	Q6R327
PR:Q6PJT7-9	organism-sequence	Q6PJT7-9
PR:Q6PJT7-8	organism-sequence	Q6PJT7-8
PR:Q6PJT7-6	organism-sequence	Q6PJT7-6
PR:Q6PJT7-5	organism-sequence	Q6PJT7-5

PR:Q8WV07	organism-gene	Q8WV07
PR:Q8TDD1-2	organism-sequence	Q8TDD1-2
PR:Q8TDD1-1	organism-sequence	Q8TDD1-1
PR:Q8TDD1	organism-gene	Q8TDD1
PR:Q8NI36	organism-gene	Q8NI36
PR:Q8NHQ9-2	organism-sequence	Q8NHQ9-2
PR:Q8NHQ9-1	organism-sequence	Q8NHQ9-1
PR:Q8NHQ9	organism-gene	Q8NHQ9
PR:Q8NCE0-5	organism-sequence	Q8NCE0-5
PR:Q8NCE0-4	organism-sequence	Q8NCE0-4
PR:Q8NCE0-3	organism-sequence	Q8NCE0-3
PR:Q8NCE0-2	organism-sequence	Q8NCE0-2
PR:Q8NCE0-1	organism-sequence	Q8NCE0-1
PR:Q8NCE0	organism-gene	Q8NCE0
PR:Q8N122-3	organism-sequence	Q8N122-3
PR:Q8N122-2	organism-sequence	Q8N122-2
PR:Q8N122-1	organism-sequence	Q8N122-1
PR:Q8N122	organism-gene	Q8N122
PR:Q8IYI6	organism-gene	Q8IYI6
PR:Q8IY81	organism-gene	Q8IY81
PR:Q8IY37	organism-gene	Q8IY37
PR:Q8IUR0-1	organism-sequence	Q8IUR0-1
PR:Q8IUR0	organism-gene	Q8IUR0
PR:Q86UA1-2	organism-sequence	Q86UA1-2
PR:Q86UA1-1	organism-sequence	Q86UA1-1
PR:Q86UA1	organism-gene	Q86UA1
PR:Q86U38-2	organism-sequence	Q86U38-2

PR:Q92994-7	organism-sequence	Q92994-7
PR:Q92994-6	organism-sequence	Q92994-6
PR:Q92994-5	organism-sequence	Q92994-5
PR:Q92994-4	organism-sequence	Q92994-4
PR:Q92994-3	organism-sequence	Q92994-3
PR:Q92994-2	organism-sequence	Q92994-2
PR:Q92994-1	organism-sequence	Q92994-1
PR:Q92994	organism-gene	Q92994
PR:Q92989-2	organism-sequence	Q92989-2
PR:Q92989-1	organism-sequence	Q92989-1
PR:Q92989	organism-gene	Q92989
PR:Q92643-2	organism-sequence	Q92643-2
PR:Q92643-1	organism-sequence	Q92643-1
PR:Q92643	organism-gene	Q92643
PR:Q92620-2	organism-sequence	Q92620-2
PR:Q92620-1	organism-sequence	Q92620-1
PR:Q92620	organism-gene	Q92620
PR:Q8WWY3-4	organism-sequence	Q8WWY3-4
PR:Q8WWY3-3	organism-sequence	Q8WWY3-3
PR:Q8WWY3-2	organism-sequence	Q8WWY3-2
PR:Q8WWY3-1	organism-sequence	Q8WWY3-1
PR:Q8WWY3	organism-gene	Q8WWY3
PR:Q8WVM8-3	organism-sequence	Q8WVM8-3
PR:Q8WVM8-2	organism-sequence	Q8WVM8-2
PR:Q8WVM8-1	organism-sequence	Q8WVM8-1
PR:Q8WVM8	organism-gene	Q8WVM8
PR:Q8WV07-1	organism-sequence	Q8WV07-1

PR:Q96F25	organism-gene	Q96F25
PR:Q96EU6-2	organism-sequence	Q96EU6-2
PR:Q96EU6-1	organism-sequence	Q96EU6-1
PR:Q96EU6	organism-gene	Q96EU6
PR:Q96E22	organism-gene	Q96E22
PR:Q96BW9-3	organism-sequence	Q96BW9-3
PR:Q96BW9-2	organism-sequence	Q96BW9-2
PR:Q96BW9-1	organism-sequence	Q96BW9-1
PR:Q96BW9	organism-gene	Q96BW9
PR:Q96AA3-1	organism-sequence	Q96AA3-1
PR:Q96AA3	organism-gene	Q96AA3
PR:Q969N2-6	organism-sequence	Q969N2-6
PR:Q969N2-5	organism-sequence	Q969N2-5
PR:Q969N2-4	organism-sequence	Q969N2-4
PR:Q969N2-3	organism-sequence	Q969N2-3
PR:Q969N2-2	organism-sequence	Q969N2-2
PR:Q969N2-1	organism-sequence	Q969N2-1
PR:Q969N2	organism-gene	Q969N2
PR:Q969H6-2	organism-sequence	Q969H6-2
PR:Q969H6-1	organism-sequence	Q969H6-1
PR:Q969H6	organism-gene	Q969H6
PR:Q969H0-4	organism-sequence	Q969H0-4
PR:Q969H0-2	organism-sequence	Q969H0-2
PR:Q969H0-1	organism-sequence	Q969H0-1
PR:Q969H0	organism-gene	Q969H0
PR:Q92994-9	organism-sequence	Q92994-9
