PRO ID 	PRO Name 	PRO Term Definition 	Category 	Parent 	

PR:000043501	exosome complex component RRP46 isoform 1	An exosome complex component RRP46 that is a translation product of some mRNA giving rise to a protein with the amino acid sequence represented by UniProtKB:Q9NQT4-1 or a 1:1 ortholog thereof. [PRO:DNx]	sequence	PR:000007262
PR:000043350	GPN-loop GTPase 2 isoform 1	A GPN-loop GTPase 2 that is a translation product of some mRNA giving rise to a protein with the amino acid sequence represented by UniProtKB:Q9H9Y4-1 or a 1:1 ortholog thereof. [PRO:DNx]	sequence	PR:000008181
PR:000043340	conserved oligomeric Golgi complex subunit 4 isoform 1	A conserved oligomeric Golgi complex subunit 4 that is a translation product of some mRNA giving rise to a protein with the amino acid sequence represented by UniProtKB:Q9H9E3-1 or a 1:1 ortholog thereof. [PRO:DNx]	sequence	PR:000005687
PR:000043267	GPI mannosyltransferase 1 isoform 1	A GPI mannosyltransferase 1 that is a translation product of some mRNA giving rise to a protein with the amino acid sequence represented by UniProtKB:Q9H3S5-1 or a 1:1 ortholog thereof. [PRO:DNx]	sequence	PR:000012700
PR:000042911	nucleolar complex protein 4 isoform 1	A nucleolar complex protein 4 that is a translation product of some mRNA giving rise to a protein with the amino acid sequence represented by UniProtKB:Q9BVI4-1 or a 1:1 ortholog thereof. [PRO:DNx]	sequence	PR:000011304
PR:000042882	mediator of RNA polymerase II transcription subunit 10 isoform 1	A mediator of RNA polymerase II transcription subunit 10 that is a translation product of some mRNA giving rise to a protein with the amino acid sequence represented by UniProtKB:Q9BTT4-1 or a 1:1 ortholog thereof. [PRO:DNx]	sequence	PR:000010280
PR:000042859	nucleolar protein 10 isoform 1	A nucleolar protein 10 that is a translation product of some mRNA giving rise to a protein with the amino acid sequence represented by UniProtKB:Q9BSC4-1 or a 1:1 ortholog thereof. [PRO:DNx]	sequence	PR:000011307
PR:000042853	DNA replication complex GINS protein PSF3 isoform 1	A DNA replication complex GINS protein PSF3 that is a translation product of some mRNA giving rise to a protein with the amino acid sequence represented by UniProtKB:Q9BRX5-1 or a 1:1 ortholog thereof. [PRO:DNx]	sequence	PR:000007984
PR:000042849	DNA replication complex GINS protein SLD5 isoform 1	A DNA replication complex GINS protein SLD5 that is a translation product of some mRNA giving rise to a protein with the amino acid sequence represented by UniProtKB:Q9BRT9-1 or a 1:1 ortholog thereof. [PRO:DNx]	sequence	PR:000007985
PR:000042823	glutamate-rich WD repeat-containing protein 1 isoform 1	A glutamate-rich WD repeat-containing protein 1 that is a translation product of some mRNA giving rise to a protein with the amino acid sequence represented by UniProtKB:Q9BQ67-1 or a 1:1 ortholog thereof. [PRO:DNx]	sequence	PR:000031269
PR:000042680	GPI transamidase component PIG-S isoform 1	A GPI transamidase component PIG-S that is a translation product of some mRNA giving rise to a protein with the amino acid sequence represented by UniProtKB:Q96S52-1 or a 1:1 ortholog thereof. [PRO:DNx]	sequence	PR:000012706
PR:000042621	zinc finger matrin-type protein 2 isoform 1	A zinc finger matrin-type protein 2 that is a translation product of some mRNA giving rise to a protein with the amino acid sequence represented by UniProtKB:Q96NC0-1 or a 1:1 ortholog thereof. [PRO:DNx]	sequence	PR:000017679
PR:000042527	U3 small nucleolar ribonucleoprotein protein IMP4 isoform 1	A U3 small nucleolar ribonucleoprotein protein IMP4 that is a translation product of some mRNA giving rise to a protein with the amino acid sequence represented by UniProtKB:Q96G21-1 or a 1:1 ortholog thereof. [PRO:DNx]	sequence	PR:000009016
PR:000042513	UDP-N-acetylglucosamine transferase subunit ALG14 isoform 1	A UDP-N-acetylglucosamine transferase subunit ALG14 that is a translation product of some mRNA giving rise to a protein with the amino acid sequence represented by UniProtKB:Q96F25-1 or a 1:1 ortholog thereof. [PRO:DNx]	sequence	PR:000003942
PR:000042423	protein RFT1 isoform 1	A protein RFT1 that is a translation product of some mRNA giving rise to a protein with the amino acid sequence represented by UniProtKB:Q96AA3-1 or a 1:1 ortholog thereof. [PRO:DNx]	sequence	PR:000013919
PR:000042200	U4/U6 small nuclear ribonucleoprotein Prp31 isoform 1	A U4/U6 small nuclear ribonucleoprotein Prp31 that is a translation product of some mRNA giving rise to a protein with the amino acid sequence represented by UniProtKB:Q8WWY3-1 or a 1:1 ortholog thereof. [PRO:DNx]	sequence	PR:000013279
PR:000042165	oral cancer-overexpressed protein 1 isoform 1	An oral cancer-overexpressed protein 1 that is a translation product of some mRNA giving rise to a protein with the amino acid sequence represented by UniProtKB:Q8WV07-1 or a 1:1 ortholog thereof. [PRO:DNx]	sequence	PR:000012029
PR:000041986	ATP-dependent RNA helicase DDX55 isoform 1	An ATP-dependent RNA helicase DDX55 that is a translation product of some mRNA giving rise to a protein with the amino acid sequence represented by UniProtKB:Q8NHQ9-1 or a 1:1 ortholog thereof. [PRO:DNx]	sequence	PR:000006370
PR:000041690	trafficking protein particle complex subunit 5 isoform 1	A trafficking protein particle complex subunit 5 that is a translation product of some mRNA giving rise to a protein with the amino acid sequence represented by UniProtKB:Q8IUR0-1 or a 1:1 ortholog thereof. [PRO:DNx]	sequence	PR:000016616

PR:O00541-1	pescadillo homolog isoform 1 (human)	A pescadillo homolog (human) that is a translation product of some mRNA giving rise to a protein with the amino acid sequence represented by UniProtKB:O00541-1. [PRO:DNx, UniProtKB:O00541]	organism-sequence	PR:O00541
PR:O00541	pescadillo homolog (human)	A pescadillo that is encoded in the genome of human. [PRO:DNx, UniProtKB:O00541]	organism-gene	PR:000012552
PR:O00471-1	exocyst complex component 5 isoform 1 (human)	An exocyst complex component 5 isoform 1 that is encoded in the genome of human. [PRO:DNx]	organism-sequence	PR:000037929
PR:O00471	exocyst complex component 5 (human)	An exocyst complex component 5 that is encoded in the genome of human. [PRO:DNx, UniProtKB:O00471]	organism-gene	PR:000007252
PR:O00311-1	cell division cycle 7-related protein kinase isoform 1 (human)	A cell division cycle 7-related protein kinase (human) that is a translation product of some mRNA giving rise to a protein with the amino acid sequence represented by UniProtKB:O00311-1. [PRO:DNx, UniProtKB:O00311]	organism-sequence	PR:O00311
PR:O00311	cell division cycle 7-related protein kinase (human)	A cell division cycle 7-related protein kinase that is encoded in the genome of human. [PRO:DNx, UniProtKB:O00311]	organism-gene	PR:000005218
PR:O00267-2	transcription elongation factor SPT5 isoform 2 (human)	A transcription elongation factor SPT5 (human) that is a translation product of some mRNA giving rise to a protein with the amino acid sequence represented by UniProtKB:O00267-2. [PRO:DNx, UniProtKB:O00267]	organism-sequence	PR:O00267
PR:O00267-1	transcription elongation factor SPT5 isoform 1 (human)	A transcription elongation factor SPT5 (human) that is a translation product of some mRNA giving rise to a protein with the amino acid sequence represented by UniProtKB:O00267-1. [PRO:DNx, UniProtKB:O00267]	organism-sequence	PR:O00267
PR:O00267	transcription elongation factor SPT5 (human)	A transcription elongation factor SPT5 that is encoded in the genome of human. [PRO:DNx, UniProtKB:O00267]	organism-gene	PR:000015836
PR:000044260	cytosolic Fe-S cluster assembly factor NUBP2 isoform 1	A cytosolic Fe-S cluster assembly factor NUBP2 that is a translation product of some mRNA giving rise to a protein with the amino acid sequence represented by UniProtKB:Q9Y5Y2-1 or a 1:1 ortholog thereof. [PRO:DNx]	sequence	PR:000011477
PR:000044177	U3 small nucleolar RNA-associated protein 11 isoform 1	A U3 small nucleolar RNA-associated protein 11 that is a translation product of some mRNA giving rise to a protein with the amino acid sequence represented by UniProtKB:Q9Y3A2-1 or a 1:1 ortholog thereof. [PRO:DNx]	sequence	PR:000029848
PR:000044165	rRNA-processing protein FCF1 isoform 1	An rRNA-processing protein FCF1 that is a translation product of some mRNA giving rise to a protein with the amino acid sequence represented by UniProtKB:Q9Y324-1 or a 1:1 ortholog thereof. [PRO:DNx]	sequence	PR:000007433
PR:000044161	protein AAR2 homolog isoform 1	A protein AAR2 homolog that is a translation product of some mRNA giving rise to a protein with the amino acid sequence represented by UniProtKB:Q9Y312-1 or a 1:1 ortholog thereof. [PRO:DNx]	sequence	PR:000031226
PR:000044137	RNA 3'-terminal phosphate cyclase-like protein isoform 1	An RNA 3'-terminal phosphate cyclase-like protein that is a translation product of some mRNA giving rise to a protein with the amino acid sequence represented by UniProtKB:Q9Y2P8-1 or a 1:1 ortholog thereof. [PRO:DNx]	sequence	PR:000013837
PR:000044116	trafficking protein particle complex subunit 4 isoform 1	A trafficking protein particle complex subunit 4 that is a translation product of some mRNA giving rise to a protein with the amino acid sequence represented by UniProtKB:Q9Y296-1 or a 1:1 ortholog thereof. [PRO:DNx]	sequence	PR:000016615
PR:000044111	phenylalanine--tRNA ligase alpha subunit isoform 1	A phenylalanine--tRNA ligase alpha subunit that is a translation product of some mRNA giving rise to a protein with the amino acid sequence represented by UniProtKB:Q9Y285-1 or a 1:1 ortholog thereof. [PRO:DNx]	sequence	PR:000007346
PR:000044104	RuvB-like 1 isoform 1	A RuvB-like 1 that is a translation product of some mRNA giving rise to a protein with the amino acid sequence represented by UniProtKB:Q9Y265-1 or a 1:1 ortholog thereof. [PRO:DNx]	sequence	PR:000014368
PR:000044100	DNA replication complex GINS protein PSF2 isoform 1	A DNA replication complex GINS protein PSF2 that is a translation product of some mRNA giving rise to a protein with the amino acid sequence represented by UniProtKB:Q9Y248-1 or a 1:1 ortholog thereof. [PRO:DNx]	sequence	PR:000007983
PR:000044092	RuvB-like 2 isoform 1	A RuvB-like 2 that is a translation product of some mRNA giving rise to a protein with the amino acid sequence represented by UniProtKB:Q9Y230-1 or a 1:1 ortholog thereof. [PRO:DNx]	sequence	PR:000014369
PR:000044019	pre-mRNA-processing factor 19 isoform 1	A pre-mRNA-processing factor 19 that is a translation product of some mRNA giving rise to a protein with the amino acid sequence represented by UniProtKB:Q9UMS4-1 or a 1:1 ortholog thereof. [PRO:DNx]	sequence	PR:000013277
PR:000043942	cell division cycle protein 23 isoform 1	A cell division cycle protein 23 that is a translation product of some mRNA giving rise to a protein with the amino acid sequence represented by UniProtKB:Q9UJX2-1 or a 1:1 ortholog thereof. [PRO:DNx]	sequence	PR:000005190
PR:000043886	ribosome biogenesis protein RLP24 isoform 1	A ribosome biogenesis protein RLP24 that is a translation product of some mRNA giving rise to a protein with the amino acid sequence represented by UniProtKB:Q9UHA3-1 or a 1:1 ortholog thereof. [PRO:DNx]	sequence	PR:000030281
PR:000043875	translocation protein SEC63 isoform 1	A translocation protein SEC63 that is a translation product of some mRNA giving rise to a protein with the amino acid sequence represented by UniProtKB:Q9UGP8-1 or a 1:1 ortholog thereof. [PRO:DNx]	sequence	PR:000014600
PR:000043819	tuftelin-interacting protein 11 isoform 1	A tuftelin-interacting protein 11 that is a translation product of some mRNA giving rise to a protein with the amino acid sequence represented by UniProtKB:Q9UBB9-1 or a 1:1 ortholog thereof. [PRO:DNx]	sequence	PR:000016278
PR:000043754	cleavage and polyadenylation specificity factor subunit 2 isoform 1	A cleavage and polyadenylation specificity factor subunit 2 that is a translation product of some mRNA giving rise to a protein with the amino acid sequence represented by UniProtKB:Q9P2I0-1 or a 1:1 ortholog thereof. [PRO:DNx]	sequence	PR:000005829

PR:O43242-1	26S proteasome non-ATPase regulatory subunit 3 isoform 1 (human)	A 26S proteasome non-ATPase regulatory subunit 3 (human) that is a translation product of some mRNA giving rise to a protein with the amino acid sequence represented by UniProtKB:O43242-1. [PRO:DNx, UniProtKB:O43242]	organism-sequence	PR:O43242
PR:O43242	26S proteasome non-ATPase regulatory subunit 3 (human)	A 26S proteasome non-ATPase regulatory subunit 3 that is encoded in the genome of human. [PRO:DNx]	organism-gene	PR:000013387
PR:O43172-2	U4/U6 small nuclear ribonucleoprotein Prp4 isoform 2 (human)	A U4/U6 small nuclear ribonucleoprotein Prp4 isoform 2 that is encoded in the genome of human. [PRO:DNx]	organism-sequence	PR:000038107
PR:O43172-1	U4/U6 small nuclear ribonucleoprotein Prp4 isoform 1 (human)	A U4/U6 small nuclear ribonucleoprotein Prp4 (human) that is a translation product of some mRNA giving rise to a protein with the amino acid sequence represented by UniProtKB:O43172-1. [PRO:DNx, UniProtKB:O43172]	organism-sequence	PR:O43172
PR:O43172	U4/U6 small nuclear ribonucleoprotein Prp4 (human)	A U4/U6 small nuclear ribonucleoprotein Prp4 that is encoded in the genome of human. [PRO:DNx, UniProtKB:O43172]	organism-gene	PR:000013283
PR:O43148-2	mRNA cap guanine-N7 methyltransferase isoform 2 (human)	An mRNA cap guanine-N7 methyltransferase (human) that is a translation product of some mRNA giving rise to a protein with the amino acid sequence represented by UniProtKB:O43148-2. [PRO:DNx, UniProtKB:O43148]	organism-sequence	PR:O43148
PR:O43148-1	mRNA cap guanine-N7 methyltransferase isoform 1 (human)	An mRNA cap guanine-N7 methyltransferase (human) that is a translation product of some mRNA giving rise to a protein with the amino acid sequence represented by UniProtKB:O43148-1. [PRO:DNx, UniProtKB:O43148]	organism-sequence	PR:O43148
PR:O43148	mRNA cap guanine-N7 methyltransferase (human)	An mRNA cap guanine-N7 methyltransferase that is encoded in the genome of human. [Reactome:REACT_2634]	organism-gene	PR:000014144
PR:O15381-5	nuclear valosin-containing protein-like isoform 5 (human)	A nuclear valosin-containing protein-like (human) that is a translation product of some mRNA giving rise to a protein with the amino acid sequence represented by UniProtKB:O15381-5. [PRO:DNx, UniProtKB:O15381]	organism-sequence	PR:O15381
PR:O15381-4	nuclear valosin-containing protein-like isoform 4 (human)	A nuclear valosin-containing protein-like (human) that is a translation product of some mRNA giving rise to a protein with the amino acid sequence represented by UniProtKB:O15381-4. [PRO:DNx, UniProtKB:O15381]	organism-sequence	PR:O15381
PR:O15381-3	nuclear valosin-containing protein-like isoform 3 (human)	A nuclear valosin-containing protein-like (human) that is a translation product of some mRNA giving rise to a protein with the amino acid sequence represented by UniProtKB:O15381-3. [PRO:DNx, UniProtKB:O15381]	organism-sequence	PR:O15381
PR:O15381-2	nuclear valosin-containing protein-like isoform 2 (human)	A nuclear valosin-containing protein-like (human) that is a translation product of some mRNA giving rise to a protein with the amino acid sequence represented by UniProtKB:O15381-2. [PRO:DNx, UniProtKB:O15381]	organism-sequence	PR:O15381
PR:O15381-1	nuclear valosin-containing protein-like isoform 1 (human)	A nuclear valosin-containing protein-like (human) that is a translation product of some mRNA giving rise to a protein with the amino acid sequence represented by UniProtKB:O15381-1. [PRO:DNx, UniProtKB:O15381]	organism-sequence	PR:O15381
PR:O15381	nuclear valosin-containing protein-like (human)	A nuclear valosin-containing protein-like that is encoded in the genome of human. [PRO:DNx, UniProtKB:O15381]	organism-gene	PR:000011534
PR:O15182-1	centrin-3 isoform 1 (human)	A centrin-3 isoform 1 that is encoded in the genome of human. [PRO:DNx]	organism-sequence	PR:000038051
PR:O15182	centrin-3 (human)	A centrin-3 that is encoded in the genome of human. [PRO:DNx, UniProtKB:O15182]	organism-gene	PR:000005372
PR:O15160-2	DNA-directed RNA polymerases I and III subunit RPAC1 isoform 2 (human)	A DNA-directed RNA polymerases I and III subunit RPAC1 (human) that is a translation product of some mRNA giving rise to a protein with the amino acid sequence represented by UniProtKB:O15160-2. [PRO:DNx, UniProtKB:O15160]	organism-sequence	PR:O15160
PR:O15160-1	DNA-directed RNA polymerases I and III subunit RPAC1 isoform 1 (human)	A DNA-directed RNA polymerases I and III subunit RPAC1 isoform 1 that is encoded in the genome of human. [PRO:DNx]	organism-sequence	PR:000038049
PR:O15160	DNA-directed RNA polymerases I and III subunit RPAC1 (human)	A DNA-directed RNA polymerases I and III subunit RPAC1 that is encoded in the genome of human. [PRO:DNx, UniProtKB:O15160]	organism-gene	PR:000012984
PR:O14981-2	TATA-binding protein-associated factor 172 isoform 2 (human)	A TATA-binding protein-associated factor 172 (human) that is a translation product of some mRNA giving rise to a protein with the amino acid sequence represented by UniProtKB:O14981-2. [PRO:DNx, UniProtKB:O14981]	organism-sequence	PR:O14981
PR:O14981-1	TATA-binding protein-associated factor 172 isoform 1 (human)	A TATA-binding protein-associated factor 172 (human) that is a translation product of some mRNA giving rise to a protein with the amino acid sequence represented by UniProtKB:O14981-1. [PRO:DNx, UniProtKB:O14981]	organism-sequence	PR:O14981
PR:O14981	TATA-binding protein-associated factor 172 (human)	A TATA-binding protein-associated factor 172 that is encoded in the genome of human. [PRO:DNx, UniProtKB:O14981]	organism-gene	PR:000004835
PR:O14561-1	acyl carrier protein, mitochondrial isoform 1 (human)	An acyl carrier protein, mitochondrial isoform 1 that is encoded in the genome of human. [PRO:DNx]	organism-sequence	PR:000037975
PR:O14561	acyl carrier protein, mitochondrial (human)	An acyl carrier protein, mitochondrial that is encoded in the genome of human. [PRO:DNx, UniProtKB:O14561]	organism-gene	PR:000011081
PR:O00567	nucleolar protein 56 (human)	A nucleolar protein 56 that is encoded in the genome of human. [PRO:DNx, UniProtKB:O00567]	organism-gene	PR:000011324
PR:O00566	U3 small nucleolar ribonucleoprotein protein MPP10 (human)	A U3 small nucleolar ribonucleoprotein protein MPP10 that is encoded in the genome of human. [PRO:DNx, UniProtKB:O00566]	organism-gene	PR:000010536
PR:O00541-2	pescadillo homolog isoform 2 (human)	A pescadillo homolog (human) that is a translation product of some mRNA giving rise to a protein with the amino acid sequence represented by UniProtKB:O00541-2. [PRO:DNx, UniProtKB:O00541]	organism-sequence	PR:O00541

PR:O75586-1	mediator of RNA polymerase II transcription subunit 6 isoform 1 (human)	A mediator of RNA polymerase II transcription subunit 6 isoform 1 that is encoded in the genome of human. [PRO:HJD]	organism-sequence	PR:000028904
PR:O75586	mediator of RNA polymerase II transcription subunit 6 (human)	A mediator of RNA polymerase II transcription subunit 6 that is encoded in the genome of human. [PRO:DNx, UniProtKB:O75586]	organism-gene	PR:000010305
PR:O75419-3	cell division control protein 45 homolog isoform 3 (human)	A cell division control protein 45 homolog (human) that is a translation product of some mRNA giving rise to a protein with the amino acid sequence represented by UniProtKB:O75419-3. [PRO:DNx, UniProtKB:O75419]	organism-sequence	PR:O75419
PR:O75419-2	cell division control protein 45 homolog isoform 2 (human)	A cell division control protein 45 homolog (human) that is a translation product of some mRNA giving rise to a protein with the amino acid sequence represented by UniProtKB:O75419-2. [PRO:DNx, UniProtKB:O75419]	organism-sequence	PR:O75419
PR:O75419-1	cell division control protein 45 homolog isoform 1 (human)	A CDC45-related protein isoform 1 that is encoded in the genome of human. [PRO:DNx]	organism-sequence	PR:000038354
PR:O75419	cell division control protein 45 homolog (human)	A CDC45-related protein that is encoded in the genome of human. [PRO:DNx, UniProtKB:O75419]	organism-gene	PR:000005215
PR:O60832-2	H/ACA ribonucleoprotein complex subunit 4 isoform 3 (human)	An H/ACA ribonucleoprotein complex subunit 4 (human) that is a translation product of some mRNA giving rise to a protein with the amino acid sequence represented by UniProtKB:O60832-2. [PRO:DNx, UniProtKB:O60832]	organism-sequence	PR:O60832
PR:O60832-1	H/ACA ribonucleoprotein complex subunit 4 isoform 1 (human)	An H/ACA ribonucleoprotein complex subunit 4 (human) that is a translation product of some mRNA giving rise to a protein with the amino acid sequence represented by UniProtKB:O60832-1. [PRO:DNx, UniProtKB:O60832]	organism-sequence	PR:O60832
PR:O60832	H/ACA ribonucleoprotein complex subunit 4 (human)	An H/ACA ribonucleoprotein complex subunit 4 that is encoded in the genome of human. [PRO:DNx, UniProtKB:O60832]	organism-gene	PR:000006498
PR:O43929-3	origin recognition complex subunit 4 isoform 3 (human)	An origin recognition complex subunit 4 (human) that is a translation product of some mRNA giving rise to a protein with the amino acid sequence represented by UniProtKB:O43929-3. [PRO:DNx, UniProtKB:O43929]	organism-sequence	PR:O43929
PR:O43929-2	origin recognition complex subunit 4 isoform 2 (human)	An origin recognition complex subunit 4 (human) that is a translation product of some mRNA giving rise to a protein with the amino acid sequence represented by UniProtKB:O43929-2. [PRO:DNx, UniProtKB:O43929]	organism-sequence	PR:O43929
PR:O43929-1	origin recognition complex subunit 4 isoform 1 (human)	An origin recognition complex subunit 4 (human) that is a translation product of some mRNA giving rise to a protein with the amino acid sequence represented by UniProtKB:O43929-1. [PRO:DNx, UniProtKB:O43929]	organism-sequence	PR:O43929
PR:O43929	origin recognition complex subunit 4 (human)	An origin recognition complex subunit 4 that is encoded in the genome of human. [PRO:DNx, UniProtKB:O43929]	organism-gene	PR:000012033
PR:O43913-2	origin recognition complex subunit 5 isoform 2 (human)	An origin recognition complex subunit 5 (human) that is a translation product of some mRNA giving rise to a protein with the amino acid sequence represented by UniProtKB:O43913-2. [PRO:DNx, UniProtKB:O43913]	organism-sequence	PR:O43913
PR:O43913-1	origin recognition complex subunit 5 isoform 1 (human)	An origin recognition complex subunit 5 isoform 1 that is encoded in the genome of human. [PRO:DNx]	organism-sequence	PR:000038198
PR:O43913	origin recognition complex subunit 5 (human)	An origin recognition complex subunit 5 that is encoded in the genome of human. [PRO:DNx, UniProtKB:O43913]	organism-gene	PR:000012034
PR:O43660-2	pleiotropic regulator 1 isoform 2 (human)	A pleiotropic regulator 1 (human) that is a translation product of some mRNA giving rise to a protein with the amino acid sequence represented by UniProtKB:O43660-2. [PRO:DNx, UniProtKB:O43660]	organism-sequence	PR:O43660
PR:O43660-1	pleiotropic regulator 1 isoform 1 (human)	A pleiotropic regulator 1 isoform 1 that is encoded in the genome of human. [PRO:DNx]	organism-sequence	PR:000038157
PR:O43660	pleiotropic regulator 1 (human)	A pleiotropic regulator 1 that is encoded in the genome of human. [PRO:DNx, UniProtKB:O43660]	organism-gene	PR:000012881
PR:O43615-1	mitochondrial import inner membrane translocase subunit TIM44 isoform 1 (human)	A mitochondrial import inner membrane translocase subunit TIM44 isoform 1 that is encoded in the genome of human. [PRO:DNx]	organism-sequence	PR:000038153
PR:O43615	mitochondrial import inner membrane translocase subunit TIM44 (human)	A mitochondrial import inner membrane translocase subunit TIM44 that is encoded in the genome of human. [PRO:DNx, UniProtKB:O43615]	organism-gene	PR:000016348
PR:O43513-1	mediator of RNA polymerase II transcription subunit 7 isoform 1 (human)	A mediator of RNA polymerase II transcription subunit 7 isoform 1 that is encoded in the genome of human. [PRO:DNx]	organism-sequence	PR:000038146
PR:O43513	mediator of RNA polymerase II transcription subunit 7 (human)	A mediator of RNA polymerase II transcription subunit 7 that is encoded in the genome of human. [PRO:DNx, UniProtKB:O43513]	organism-gene	PR:000010306
PR:O43395-3	U4/U6 small nuclear ribonucleoprotein Prp3 isoform 2 (human)	A U4/U6 small nuclear ribonucleoprotein Prp3 (human) that is a translation product of some mRNA giving rise to a protein with the amino acid sequence represented by UniProtKB:O43395-3. [PRO:DNx, UniProtKB:O43395]	organism-sequence	PR:O43395
PR:O43395-1	U4/U6 small nuclear ribonucleoprotein Prp3 isoform 1 (human)	A U4/U6 small nuclear ribonucleoprotein Prp3 isoform 1 that is encoded in the genome of human. [PRO:DNx]	organism-sequence	PR:000038134
PR:O43395	U4/U6 small nuclear ribonucleoprotein Prp3 (human)	A U4/U6 small nuclear ribonucleoprotein Prp3 that is encoded in the genome of human. [PRO:DNx, UniProtKB:O43395]	organism-gene	PR:000013278
PR:O43242-2	26S proteasome non-ATPase regulatory subunit 3 isoform 2 (human)	A 26S proteasome non-ATPase regulatory subunit 3 (human) that is a translation product of some mRNA giving rise to a protein with the amino acid sequence represented by UniProtKB:O43242-2. [PRO:DNx, UniProtKB:O43242]	organism-sequence	PR:O43242

PR:P19447-1	TFIIH basal transcription factor complex helicase XPB subunit isoform 1 (human)	A TFIIH basal transcription factor complex helicase XPB subunit isoform 1 that is encoded in the genome of human. [PRO:DNx]	organism-sequence	PR:000039013
PR:P19447	TFIIH basal transcription factor complex helicase XPB subunit (human)	A TFIIH basal transcription factor complex helicase XPB subunit that is encoded in the genome of human. [PRO:DNx]	organism-gene	PR:000007165
PR:P19387	DNA-directed RNA polymerase II subunit RPB3 (human)	A DNA-directed RNA polymerase II subunit RPB3 that is encoded in the genome of human. [PRO:DNx, UniProtKB:P19387]	organism-gene	PR:000012989
PR:P14868-2	aspartate--tRNA ligase, cytoplasmic isoform 2 (human)	An aspartate--tRNA ligase, cytoplasmic (human) that is a translation product of some mRNA giving rise to a protein with the amino acid sequence represented by UniProtKB:P14868-2. [PRO:DNx, UniProtKB:P14868]	organism-sequence	PR:P14868
PR:P14868-1	aspartate--tRNA ligase, cytoplasmic isoform 1 (human)	An aspartyl-tRNA synthetase, cytoplasmic isoform 1 that is encoded in the genome of human. [PRO:DNx]	organism-sequence	PR:000038915
PR:P14868	aspartyl-tRNA synthetase, cytoplasmic (human)	An aspartyl-tRNA synthetase, cytoplasmic that is encoded in the genome of human. [PRO:DNx]	organism-gene	PR:000006281
PR:P14324-2	farnesyl pyrophosphate synthase isoform 2 (human)	A farnesyl pyrophosphate synthetase isoform 2 that is encoded in the genome of human. [PRO:DNx]	organism-sequence	PR:000038902
PR:P14324-1	farnesyl pyrophosphate synthase isoform 1 (human)	A farnesyl pyrophosphate synthase (human) that is a translation product of some mRNA giving rise to a protein with the amino acid sequence represented by UniProtKB:P14324-1. [PRO:DNx, UniProtKB:P14324]	organism-sequence	PR:P14324
PR:P14324	farnesyl pyrophosphate synthase (human)	A farnesyl pyrophosphate synthetase that is encoded in the genome of human. [PRO:DNx, UniProtKB:P14324]	organism-gene	PR:000007449
PR:P13984-1	general transcription factor IIF subunit 2 isoform 1 (human)	A general transcription factor IIF subunit 2 isoform 1 that is encoded in the genome of human. [PRO:DNx]	organism-sequence	PR:000038894
PR:P13984	general transcription factor IIF subunit 2 (human)	A general transcription factor IIF subunit 2 that is encoded in the genome of human. [PRO:DNx, UniProtKB:P13984]	organism-gene	PR:000008316
PR:P12004	proliferating cell nuclear antigen (human)	A proliferating cell nuclear antigen that is encoded in the genome of human. [PRO:DNx]	organism-gene	PR:000012421
PR:P08621-4	U1 small nuclear ribonucleoprotein 70 kDa isoform 4 (human)	A U1 small nuclear ribonucleoprotein 70 kDa (human) that is a translation product of some mRNA giving rise to a protein with the amino acid sequence represented by UniProtKB:P08621-4. [PRO:DNx, UniProtKB:P08621]	organism-sequence	PR:P08621
PR:P08621-3	U1 small nuclear ribonucleoprotein 70 kDa isoform 3 (human)	A U1 small nuclear ribonucleoprotein 70 kDa isoform 3 that is encoded in the genome of human. [PRO:DNx]	organism-sequence	PR:000038745
PR:P08621-2	U1 small nuclear ribonucleoprotein 70 kDa isoform 2 (human)	A U1 small nuclear ribonucleoprotein 70 kDa (human) that is a translation product of some mRNA giving rise to a protein with the amino acid sequence represented by UniProtKB:P08621-2. [PRO:DNx, UniProtKB:P08621]	organism-sequence	PR:P08621
PR:P08621-1	U1 small nuclear ribonucleoprotein 70 kDa isoform 1 (human)	A U1 small nuclear ribonucleoprotein 70 kDa (human) that is a translation product of some mRNA giving rise to a protein with the amino acid sequence represented by UniProtKB:P08621-1. [PRO:DNx, UniProtKB:P08621]	organism-sequence	PR:P08621
PR:P08621	U1 small nuclear ribonucleoprotein 70 kDa (human)	A U1 small nuclear ribonucleoprotein 70 kDa that is encoded in the genome of human. [PRO:DNx, UniProtKB:P08621]	organism-gene	PR:000015338
PR:P06132-1	uroporphyrinogen decarboxylase isoform 1 (human)	A uroporphyrinogen decarboxylase isoform 1 that is encoded in the genome of human. [PRO:DNx]	organism-sequence	PR:000038688
PR:P06132	uroporphyrinogen decarboxylase (human)	A uroporphyrinogen decarboxylase that is encoded in the genome of human. [PRO:DNx, UniProtKB:P06132]	organism-gene	PR:000017134
PR:O95478-1	ribosome biogenesis protein NSA2 homolog isoform 1 (human)	A ribosome biogenesis protein NSA2 isoform 1 that is encoded in the genome of human. [PRO:DNx]	organism-sequence	PR:000038542
PR:O95478	ribosome biogenesis protein NSA2 homolog (human)	A ribosome biogenesis protein NSA2 that is encoded in the genome of human. [PRO:DNx, UniProtKB:O95478]	organism-gene	PR:000016359
PR:O95427	GPI ethanolamine phosphate transferase 1 (human)	A GPI ethanolamine phosphate transferase 1 that is encoded in the genome of human. [PRO:DNx, UniProtKB:O95427]	organism-gene	PR:000012701
