PRO ID 	PRO Name 	PRO Term Definition 	Category 	Parent 	Ortho isoform 	

PR:000015596	serine palmitoyltransferase 1	A eukaryotic serine palmitoyltransferase that is a translation product of the human SPTLC1 gene or a 1:1 ortholog thereof. [PRO:CNA]	gene	PR:000026126	Yes
PR:000015507	signal peptidase complex subunit 3	A protein that is a translation product of the human SPCS3 gene or a 1:1 ortholog thereof. [PRO:DNx]	gene	PR:000000001	Yes
PR:000015357	SNW domain-containing protein 1	A protein that is a translation product of the human SNW1 gene or a 1:1 ortholog thereof. [PRO:DNx]	gene	PR:000000001	Yes
PR:000015347	small nuclear ribonucleoprotein F	A protein that is a translation product of the human SNRPF gene or a 1:1 ortholog thereof. [PRO:DNx]	gene	PR:000000001	Yes
PR:000015346	small nuclear ribonucleoprotein E	A protein that is a translation product of the human SNRPE gene or a 1:1 ortholog thereof. [PRO:DNx]	gene	PR:000000001	Yes
PR:000015344	small nuclear ribonucleoprotein Sm D2	A protein that is a translation product of the human SNRPD2 gene or a 1:1 ortholog thereof. [PRO:DNx]	gene	PR:000000001	Yes
PR:000015343	small nuclear ribonucleoprotein Sm D1	A protein that is a translation product of the human SNRPD1 gene or a 1:1 ortholog thereof. [PRO:DNx]	gene	PR:000000001	Yes
PR:000015338	U1 small nuclear ribonucleoprotein 70 kDa	A protein that is a translation product of the human SNRNP70 gene or a 1:1 ortholog thereof. [PRO:DNx]	gene	PR:000000001	Yes
PR:000015250	pre-mRNA-splicing factor SLU7	A protein that is a translation product of the human SLU7 gene or a 1:1 ortholog thereof. [PRO:DNx]	gene	PR:000000001	Yes

PR:000017047	UTP--glucose-1-phosphate uridylyltransferase UGP2	A protein that is a translation product of the human UGP2 gene or a 1:1 ortholog thereof. [PRO:DNx]	gene	PR:000000001	Yes
PR:000017040	ubiquitin fusion degradation protein 1	A protein that is a translation product of the human UFD1L gene or a 1:1 ortholog thereof. [PRO:DNx]	gene	PR:000000001	Yes
PR:000016980	ubiquitin-conjugating enzyme E2 K	A protein that is a translation product of the human UBE2K gene or a 1:1 ortholog thereof. [PRO:DNx]	gene	PR:000000001	Yes
PR:000016977	SUMO-conjugating enzyme UBC9	A protein that is a translation product of the human UBE2I gene or a 1:1 ortholog thereof. [PRO:DNx]	gene	PR:000000001	Yes
PR:000016968	E3 ubiquitin-protein ligase E3D	A protein that is a translation product of the human UBE3D gene or a 1:1 ortholog thereof. [PRO:DNx]	gene	PR:000000001	Yes
PR:000016951	SUMO-activating enzyme subunit 2	A protein that is a translation product of the human UBA2 gene or a 1:1 ortholog thereof. [PRO:DNx]	gene	PR:000000001	Yes
PR:000016869	thioredoxin-like protein 4A	A protein that is a translation product of the human TXNL4A gene or a 1:1 ortholog thereof. [PRO:DNx]	gene	PR:000000001	Yes
PR:000016717	tRNA-splicing endonuclease subunit Sen54	A protein that is a translation product of the human TSEN54 gene or a 1:1 ortholog thereof. [PRO:DNx]	gene	PR:000000001	Yes
PR:000016716	tRNA-splicing endonuclease subunit Sen34	A protein that is a translation product of the human TSEN34 gene or a 1:1 ortholog thereof. [PRO:DNx]	gene	PR:000000001	Yes
PR:000016715	tRNA-splicing endonuclease subunit Sen2	A protein that is a translation product of the human TSEN2 gene or a 1:1 ortholog thereof. [PRO:DNx]	gene	PR:000000001	Yes
PR:000016705	tRNA 2'-phosphotransferase 1	A protein that is a translation product of the human TRPT1 gene or a 1:1 ortholog thereof. [PRO:DNx]	gene	PR:000000001	Yes
PR:000016689	CCA tRNA nucleotidyltransferase 1, mitochondrial	A protein that is a translation product of the human TRNT1 gene or a 1:1 ortholog thereof. [PRO:DNx]	gene	PR:000000001	Yes
PR:000016684	tRNA (adenine-N(1)-)-methyltransferase catalytic subunit TRMT61A	A protein that is a translation product of the human TRMT61A gene or a 1:1 ortholog thereof. [PRO:DNx]	gene	PR:000000001	Yes
PR:000016683	tRNA (adenine-N(1)-)-methyltransferase non-catalytic subunit TRM6	A protein that is a translation product of the human TRMT6 gene or a 1:1 ortholog thereof. [PRO:DNx]	gene	PR:000000001	Yes
PR:000016682	tRNA (guanine-N(1)-)-methyltransferase	A protein that is a translation product of the human TRMT5 gene or a 1:1 ortholog thereof. [PRO:DNx]	gene	PR:000000001	Yes
PR:000016616	trafficking protein particle complex subunit 5	A protein that is a translation product of the human TRAPPC5 gene or a 1:1 ortholog thereof. [PRO:DNx]	gene	PR:000000001	Yes
PR:000016615	trafficking protein particle complex subunit 4	A protein that is a translation product of the human TRAPPC4 gene or a 1:1 ortholog thereof. [PRO:DNx]	gene	PR:000000001	Yes
PR:000016612	trafficking protein particle complex subunit 10	A protein that is a translation product of the human TRAPPC10 gene or a 1:1 ortholog thereof. [PRO:DNx]	gene	PR:000000001	Yes
PR:000016611	trafficking protein particle complex subunit 1	A protein that is a translation product of the human TRAPPC1 gene or a 1:1 ortholog thereof. [PRO:DNx]	gene	PR:000000001	Yes
PR:000016578	thiamin pyrophosphokinase 1	A protein that is a translation product of the human TPK1 gene or a 1:1 ortholog thereof. [PRO:DNx]	gene	PR:000000001	Yes
PR:000016577	triosephosphate isomerase	A protein that is a translation product of the human TPI1 gene or a 1:1 ortholog thereof. [PRO:DNx]	gene	PR:000000001	Yes
PR:000016359	ribosome biogenesis protein NSA2	A protein that is a translation product of the human NSA2 gene or a 1:1 ortholog thereof. [PRO:DNx]	gene	PR:000000001	Yes
PR:000016349	mitochondrial import inner membrane translocase subunit TIM50	A protein that is a translation product of the human TIMM50 gene or a 1:1 ortholog thereof. [PRO:DNx]	gene	PR:000000001	Yes
PR:000016348	mitochondrial import inner membrane translocase subunit TIM44	A protein that is a translation product of the human TIMM44 gene or a 1:1 ortholog thereof. [PRO:DNx]	gene	PR:000000001	Yes

PR:000026238	eukaryotic translation initiation factor 2 subunit 1 isoform 1	A eukaryotic translation initiation factor 2 subunit 1 that is a translation product of some mRNA giving rise to a protein with the amino acid sequence represented by UniProtKB:Q6ZWX6-1 or a 1:1 ortholog thereof. [PRO:CNA]	sequence	PR:000006971	Yes
PR:000022019	serine palmitoyltransferase 1 isoform 1	A serine palmitoyltransferase 1 that is a translation product of some mRNA giving rise to a protein with the amino acid sequence represented by UniProtKB:O35704-1 or a 1:1 ortholog thereof. [PMID:9363775, PRO:HJD]	sequence	PR:000015596	Yes
PR:000017785	zinc finger protein ZPR1	A protein that is a translation product of the human ZNF259 gene or a 1:1 ortholog thereof. [PRO:DNx]	gene	PR:000000001	Yes
PR:000017679	zinc finger matrin-type protein 2	A protein that is a translation product of the human ZMAT2 gene or a 1:1 ortholog thereof. [PRO:DNx]	gene	PR:000000001	Yes
PR:000017599	zinc finger CCCH domain-containing protein 14	A protein that is a translation product of the human ZC3H14 gene or a 1:1 ortholog thereof. [PRO:DNx]	gene	PR:000000001	Yes
PR:000017539	synaptobrevin homolog YKT6	A protein that is a translation product of the human YKT6 gene or a 1:1 ortholog thereof. [PRO:DNx]	gene	PR:000000001	Yes
PR:000017535	protein YIPF5	A protein that is a translation product of the human YIPF5 gene or a 1:1 ortholog thereof. [PRO:DNx]	gene	PR:000000001	Yes
PR:000017523	tyrosine--tRNA ligase, cytoplasmic	A protein that is a translation product of the human YARS gene or a 1:1 ortholog thereof. [PRO:DNx]	gene	PR:000000001	Yes
PR:000017512	5'-3' exoribonuclease 2	A protein that is a translation product of the human XRN2 gene or a 1:1 ortholog thereof. [PRO:DNx]	gene	PR:000000001	Yes
PR:000017470	pre-mRNA-splicing factor SYF1	A protein that is a translation product of the human XAB2 gene or a 1:1 ortholog thereof. [PRO:DNx]	gene	PR:000000001	Yes
PR:000017402	DDB1- and CUL4-associated factor 13	A protein that is a translation product of the human DCAF13 gene or a 1:1 ortholog thereof. [PRO:DNx]	gene	PR:000000001	Yes
PR:000017400	WD repeat-containing protein 82	A protein that is a translation product of the human WDR82 gene or a 1:1 ortholog thereof. [PRO:DNx]	gene	PR:000000001	Yes
PR:000017391	WD repeat-containing protein 36	A protein that is a translation product of the human WDR36 gene or a 1:1 ortholog thereof. [PRO:DNx]	gene	PR:000000001	Yes
PR:000017369	tryptophan--tRNA ligase, cytoplasmic	A protein that is a translation product of the human WARS gene or a 1:1 ortholog thereof. [PRO:DNx]	gene	PR:000000001	Yes
PR:000017358	vesicle transport through interaction with t-SNAREs homolog 1A	A protein that is a translation product of the human VTI1A gene or a 1:1 ortholog thereof. [PRO:DNx]	gene	PR:000000001	Yes
PR:000017273	transitional endoplasmic reticulum ATPase	A protein that is a translation product of the human VCP gene or a 1:1 ortholog thereof. [PRO:DNx]	gene	PR:000000001	Yes
PR:000017208	U3 small nucleolar RNA-associated protein 6	A protein that is a translation product of the human UTP6 gene or a 1:1 ortholog thereof. [PRO:DNx]	gene	PR:000000001	Yes
PR:000017207	something about silencing protein 10	A protein that is a translation product of the human UTP3 gene or a 1:1 ortholog thereof. [PRO:DNx]	gene	PR:000000001	Yes
PR:000017206	rRNA-processing protein UTP23	A protein that is a translation product of the human UTP23 gene or a 1:1 ortholog thereof. [PRO:DNx]	gene	PR:000000001	Yes
PR:000017203	U3 small nucleolar RNA-associated protein 15	A protein that is a translation product of the human UTP15 gene or a 1:1 ortholog thereof. [PRO:DNx]	gene	PR:000000001	Yes
PR:000017178	U4/U6.U5 tri-snRNP-associated protein 2	A protein that is a translation product of the human USP39 gene or a 1:1 ortholog thereof. [PRO:DNx]	gene	PR:000000001	Yes
PR:000017136	vesicle transport protein USE1	A protein that is a translation product of the human USE1 gene or a 1:1 ortholog thereof. [PRO:DNx]	gene	PR:000000001	Yes
PR:000017135	uroporphyrinogen-III synthase	A protein that is a translation product of the human UROS gene or a 1:1 ortholog thereof. [PRO:DNx]	gene	PR:000000001	Yes
PR:000017134	uroporphyrinogen decarboxylase	A protein that is a translation product of the human UROD gene or a 1:1 ortholog thereof. [PRO:DNx]	gene	PR:000000001	Yes

PR:000029821	tRNA methyltransferase 112 homolog	A protein that is a translation product of the human TRMT112 gene or a 1:1 ortholog thereof. [PRO:DNx]	gene	PR:000000001	Yes
PR:000029790	tRNA(His) guanylyltransferase	A protein that is a translation product of the human THG1L gene or a 1:1 ortholog thereof. [PRO:DNx]	gene	PR:000000001	Yes
PR:000029777	transcription initiation factor IIE subunit beta	A protein that is a translation product of the human GTF2E2 gene or a 1:1 ortholog thereof. [PRO:DNx]	gene	PR:000000001	Yes
PR:000029729	rRNA methyltransferase 3	A protein that is a translation product of the human FTSJ3 gene or a 1:1 ortholog thereof. [PRO:DNx]	gene	PR:000000001	Yes
PR:000029647	ribosomal RNA methyltransferase NOP2	A protein that is a translation product of the human NOP2 gene or a 1:1 ortholog thereof. [PRO:DNx]	gene	PR:000000001	Yes
PR:000029642	ribosomal RNA small subunit methyltransferase NEP1	A protein that is a translation product of the human EMG1 gene or a 1:1 ortholog thereof. [PRO:DNx]	gene	PR:000000001	Yes
PR:000029630	MKI67 FHA domain-interacting nucleolar phosphoprotein	A protein that is a translation product of the human NIFK gene or a 1:1 ortholog thereof. [PRO:DNx]	gene	PR:000000001	Yes
PR:000029412	pre-mRNA-splicing factor ATP-dependent RNA helicase DHX15	A protein that is a translation product of the human DHX15 gene or a 1:1 ortholog thereof. [PRO:DNx]	gene	PR:000000001	Yes
PR:000029391	ATP-dependent RNA helicase DDX52	A protein that is a translation product of the human DDX52 gene or a 1:1 ortholog thereof. [PRO:DNx]	gene	PR:000000001	Yes
PR:000029385	ATP-dependent RNA helicase DDX23	A protein that is a translation product of the human DDX23 gene or a 1:1 ortholog thereof. [PRO:DNx]	gene	PR:000000001	Yes
PR:000029344	coiled-coil domain-containing protein 94	A protein that is a translation product of the human CCDC94 gene or a 1:1 ortholog thereof. [PRO:DNx]	gene	PR:000000001	Yes
PR:000029256	ATP-binding cassette sub-family F member 2	A protein that is a translation product of the human ABCF2 gene or a 1:1 ortholog thereof. [PRO:DNx]	gene	PR:000000001	Yes
PR:000029101	dephospho-CoA kinase domain-containing protein	A protein that is a translation product of the human DCAKD gene or a 1:1 ortholog thereof. [PRO:DNx]	gene	PR:000000001	Yes
PR:000028973	protein Dr1 isoform 1	A protein Dr1 that is a translation product of some mRNA giving rise to a protein with the amino acid sequence represented by UniProtKB:Q91WV0-1 or a 1:1 ortholog thereof. [PMID:16141072, PRO:HJD]	sequence	PR:000006685	Yes
PR:000028904	mediator of RNA polymerase II transcription subunit 6 isoform 1	A mediator of RNA polymerase II transcription subunit 6 that is a translation product of some mRNA giving rise to a protein with the amino acid sequence represented by UniProtKB:Q921D4-1 or a 1:1 ortholog thereof. [PMID:16141072, PRO:HJD]	sequence	PR:000010305	Yes
PR:000028331	60 kDa heat shock protein, mitochondrial isoform 1	A 60 kDa heat shock protein, mitochondrial that is a translation product of some mRNA giving rise to a protein with the amino acid sequence represented by UniProtKB:P63038-1 or a 1:1 ortholog thereof. [PRO:HJD]	sequence	PR:000008824	Yes
PR:000027875	T-complex protein 1 subunit theta isoform 1	A T-complex protein 1 subunit theta that is a translation product of some mRNA giving rise to a protein with the amino acid sequence represented by UniProtKB:P42932-1 or a 1:1 ortholog thereof. [PMID:7890169, PRO:HJD]	sequence	PR:000005157	Yes
PR:000027860	T-complex protein 1 subunit epsilon isoform 1	A T-complex protein 1 subunit epsilon that is a translation product of some mRNA giving rise to a protein with the amino acid sequence represented by UniProtKB:P80316-1 or a 1:1 ortholog thereof. [PMID:7953530, PRO:HJD]	sequence	PR:000005153	Yes
PR:000027858	T-complex protein 1 subunit delta isoform 1	A T-complex protein 1 subunit delta that is a translation product of some mRNA giving rise to a protein with the amino acid sequence represented by UniProtKB:P80315-1 or a 1:1 ortholog thereof. [PMID:7953530, PRO:HJD]	sequence	PR:000005152	Yes
PR:000027856	T-complex protein 1 subunit gamma isoform 1	A T-complex protein 1 subunit gamma that is a translation product of some mRNA giving rise to a protein with the amino acid sequence represented by UniProtKB:P80318-1 or a 1:1 ortholog thereof. [PMID:7953530, PRO:HJD]	sequence	PR:000005151	Yes
PR:000027683	protein farnesyltransferase/geranylgeranyltransferase type-1 subunit alpha isoform 1	A protein farnesyltransferase/geranylgeranyltransferase type-1 subunit alpha that is a translation product of some mRNA giving rise to a protein with the amino acid sequence represented by UniProtKB:Q61239-1 or a 1:1 ortholog thereof. [PMID:7590362, PRO:CNA]	sequence	PR:000007591	Yes
PR:000027017	phosphatidylinositol N-acetylglucosaminyltransferase subunit P isoform 1	A phosphatidylinositol N-acetylglucosaminyltransferase subunit P that is a translation product of some mRNA giving rise to a protein with the amino acid sequence represented by UniProtKB:Q9JHG1-1 or a 1:1 ortholog thereof. [PRO:CNA]	sequence	PR:000012703	Yes
PR:000027009	N-acetylglucosaminyl-phosphatidylinositol biosynthetic protein isoform 1	An N-acetylglucosaminyl-phosphatidylinositol biosynthetic protein that is a translation product of some mRNA giving rise to a protein with the amino acid sequence represented by UniProtKB:Q64323-1 or a 1:1 ortholog thereof. [PRO:CNA]	sequence	PR:000027008	Yes
PR:000027008	N-acetylglucosaminyl-phosphatidylinositol biosynthetic protein	A protein that is a translation product of the human PIGA gene or a 1:1 ortholog thereof. [PRO:CNA]	gene	PR:000000001	Yes

PR:000037929	exocyst complex component 5 isoform 1	An exocyst complex component 5 that is a translation product of some mRNA giving rise to a protein with the amino acid sequence represented by UniProtKB:O00471-1 or a 1:1 ortholog thereof. [PRO:DNx]	sequence	PR:000007252	Yes
PR:000035810	cell division control protein 42 isoform 2	A cell division control protein 42 that is a translation product of some mRNA giving rise to a protein with the amino acid sequence represented by UniProtKB:P60766-2 or a 1:1 ortholog thereof. [PMID:8954774, PRO:KRC]	sequence	PR:000005204	Yes
PR:000035808	cell division control protein 42 isoform 1	A cell division control protein 42 that is a translation product of some mRNA giving rise to a protein with the amino acid sequence represented by UniProtKB:P60766-1 or a 1:1 ortholog thereof. [PMID:8954774, PRO:KRC]	sequence	PR:000005204	Yes
PR:000032666	tRNA threonylcarbamoyladenosine biosynthesis protein OSGEP	A protein that is a translation product of the human OSGEP gene or a 1:1 ortholog thereof. [PRO:DNx]	gene	PR:000000001	Yes
PR:000032429	ATP-dependent RNA helicase DHX37	A protein that is a translation product of the human DHX37 gene or a 1:1 ortholog thereof. [PRO:DNx]	gene	PR:000000001	Yes
PR:000032393	nucleolar protein 9	A protein that is a translation product of the human NOP9 gene or a 1:1 ortholog thereof. [PRO:DNx]	gene	PR:000000001	Yes
PR:000031970	mitotic spindle-associated MMXD complex subunit MIP18	A protein that is a translation product of the human FAM96B gene or a 1:1 ortholog thereof. [PRO:DNx]	gene	PR:000000001	Yes
PR:000031720	RNA-binding protein 19	A protein that is a translation product of the human RBM19 gene or a 1:1 ortholog thereof. [PRO:DNx]	gene	PR:000000001	Yes
PR:000031675	DNA helicase INO80	A protein that is a translation product of the human INO80 gene or a 1:1 ortholog thereof. [PRO:DNx]	gene	PR:000000001	Yes
PR:000031492	mitochondrial translocator assembly and maintenance protein 41 homolog	A protein that is a translation product of the human TAMM41 gene or a 1:1 ortholog thereof. [PRO:DNx]	gene	PR:000000001	Yes
PR:000031269	glutamate-rich WD repeat-containing protein 1	A protein that is a translation product of the human GRWD1 gene or a 1:1 ortholog thereof. [PRO:DNx]	gene	PR:000000001	Yes
PR:000031226	protein AAR2 homolog	A protein that is a translation product of the human AAR2 gene or a 1:1 ortholog thereof. [PRO:DNx]	gene	PR:000000001	Yes
PR:000031100	dimethyladenosine transferase	A protein that is a translation product of the human DIMT1 gene or a 1:1 ortholog thereof. [PRO:DNx]	gene	PR:000000001	Yes
PR:000030892	ribosome production factor 2 homolog	A protein that is a translation product of the human RPF2 gene or a 1:1 ortholog thereof. [PRO:DNx]	gene	PR:000000001	Yes
PR:000030792	ribosomal RNA processing protein 36 homolog	A protein that is a translation product of the human RRP36 gene or a 1:1 ortholog thereof. [PRO:DNx]	gene	PR:000000001	Yes
PR:000030317	trafficking protein particle complex subunit 2	A protein that is a translation product of the human TRAPPC2 gene or a 1:1 ortholog thereof. [PRO:DNx]	gene	PR:000000001	Yes
PR:000030281	ribosome biogenesis protein RLP24	A protein that is a translation product of the human RSL24D1 gene or a 1:1 ortholog thereof. [PRO:DNx]	gene	PR:000000001	Yes
PR:000030255	ATP-dependent RNA helicase DDX46	A protein that is a translation product of the human DDX46 gene or a 1:1 ortholog thereof. [PRO:DNx]	gene	PR:000000001	Yes
PR:000030202	tetratricopeptide repeat protein 27	A protein that is a translation product of the human TTC27 gene or a 1:1 ortholog thereof. [PRO:DNx]	gene	PR:000000001	Yes
PR:000029868	WD repeat-containing protein 74	A protein that is a translation product of the human WDR74 gene or a 1:1 ortholog thereof. [PRO:DNx]	gene	PR:000000001	Yes
PR:000029860	WD repeat-containing protein 3	A protein that is a translation product of the human WDR3 gene or a 1:1 ortholog thereof. [PRO:DNx]	gene	PR:000000001	Yes
PR:000029856	WD repeat-containing protein 18	A protein that is a translation product of the human WDR18 gene or a 1:1 ortholog thereof. [PRO:DNx]	gene	PR:000000001	Yes
PR:000029848	U3 small nucleolar RNA-associated protein 11	A protein that is a translation product of the human UTP11L gene or a 1:1 ortholog thereof. [PRO:DNx]	gene	PR:000000001	Yes
PR:000029839	tetratricopeptide repeat protein 4	A protein that is a translation product of the human TTC4 gene or a 1:1 ortholog thereof. [PRO:DNx]	gene	PR:000000001	Yes

PR:000038528	phosphoacetylglucosamine mutase isoform 1	A phosphoacetylglucosamine mutase that is a translation product of some mRNA giving rise to a protein with the amino acid sequence represented by UniProtKB:O95394-1 or a 1:1 ortholog thereof. [PRO:DNx]	sequence	PR:000012617	Yes
PR:000038472	pre-mRNA-processing factor 6 isoform 1	A pre-mRNA-processing factor 6 that is a translation product of some mRNA giving rise to a protein with the amino acid sequence represented by UniProtKB:O94906-1 or a 1:1 ortholog thereof. [PRO:DNx]	sequence	PR:000013287	Yes
PR:000038429	protein CIAO1 isoform 1	A protein CIAO1 that is a translation product of some mRNA giving rise to a protein with the amino acid sequence represented by UniProtKB:O76071-1 or a 1:1 ortholog thereof. [PRO:DNx]	sequence	PR:000005488	Yes
PR:000038391	eukaryotic translation initiation factor 3 subunit G isoform 1	A eukaryotic translation initiation factor 3 subunit G that is a translation product of some mRNA giving rise to a protein with the amino acid sequence represented by UniProtKB:O75821-1 or a 1:1 ortholog thereof. [PRO:DNx]	sequence	PR:000006979	Yes
PR:000038387	cell division cycle protein 123 isoform 1	A cell division cycle protein 123 that is a translation product of some mRNA giving rise to a protein with the amino acid sequence represented by UniProtKB:O75794-1 or a 1:1 ortholog thereof. [PRO:DNx]	sequence	PR:000005183	Yes
PR:000038375	DNA-directed RNA polymerase III subunit RPC9 isoform 1	A DNA-directed RNA polymerase III subunit RPC9 that is a translation product of some mRNA giving rise to a protein with the amino acid sequence represented by UniProtKB:O75575-1 or a 1:1 ortholog thereof. [PRO:DNx]	sequence	PR:000005852	Yes
PR:000038354	CDC45-related protein isoform 1	A CDC45-related protein that is a translation product of some mRNA giving rise to a protein with the amino acid sequence represented by UniProtKB:O75419-1 or a 1:1 ortholog thereof. [PRO:DNx]	sequence	PR:000005215	Yes
PR:000038330	zinc finger protein ZPR1 isoform 1	A zinc finger protein ZPR1 that is a translation product of some mRNA giving rise to a protein with the amino acid sequence represented by UniProtKB:O75312-1 or a 1:1 ortholog thereof. [PRO:DNx]	sequence	PR:000017785	Yes
PR:000038304	ATP-binding cassette sub-family B member 7, mitochondrial isoform 1	An ATP-binding cassette sub-family B member 7, mitochondrial that is a translation product of some mRNA giving rise to a protein with the amino acid sequence represented by UniProtKB:O75027-1 or a 1:1 ortholog thereof. [PRO:DNx]	sequence	PR:000003552	Yes
PR:000038198	origin recognition complex subunit 5 isoform 1	An origin recognition complex subunit 5 that is a translation product of some mRNA giving rise to a protein with the amino acid sequence represented by UniProtKB:O43913-1 or a 1:1 ortholog thereof. [PRO:DNx]	sequence	PR:000012034	Yes
PR:000038157	pleiotropic regulator 1 isoform 1	A pleiotropic regulator 1 that is a translation product of some mRNA giving rise to a protein with the amino acid sequence represented by UniProtKB:O43660-1 or a 1:1 ortholog thereof. [PRO:DNx]	sequence	PR:000012881	Yes
PR:000038153	mitochondrial import inner membrane translocase subunit TIM44 isoform 1	A mitochondrial import inner membrane translocase subunit TIM44 that is a translation product of some mRNA giving rise to a protein with the amino acid sequence represented by UniProtKB:O43615-1 or a 1:1 ortholog thereof. [PRO:DNx]	sequence	PR:000016348	Yes
PR:000038146	mediator of RNA polymerase II transcription subunit 7 isoform 1	A mediator of RNA polymerase II transcription subunit 7 that is a translation product of some mRNA giving rise to a protein with the amino acid sequence represented by UniProtKB:O43513-1 or a 1:1 ortholog thereof. [PRO:DNx]	sequence	PR:000010306	Yes
PR:000038134	U4/U6 small nuclear ribonucleoprotein Prp3 isoform 1	A U4/U6 small nuclear ribonucleoprotein Prp3 that is a translation product of some mRNA giving rise to a protein with the amino acid sequence represented by UniProtKB:O43395-1 or a 1:1 ortholog thereof. [PRO:DNx]	sequence	PR:000013278	Yes
PR:000038123	glycosylphosphatidylinositol anchor attachment 1 protein isoform 1	A glycosylphosphatidylinositol anchor attachment 1 protein that is a translation product of some mRNA giving rise to a protein with the amino acid sequence represented by UniProtKB:O43292-1 or a 1:1 ortholog thereof. [PRO:DNx]	sequence	PR:000008158	Yes
PR:000038107	U4/U6 small nuclear ribonucleoprotein Prp4 isoform 2	A U4/U6 small nuclear ribonucleoprotein Prp4 that is a translation product of some mRNA giving rise to a protein with the amino acid sequence represented by UniProtKB:O43172-2 or a 1:1 ortholog thereof. [PRO:DNx]	sequence	PR:000013283	Yes
PR:000038105	pre-mRNA-splicing factor ATP-dependent RNA helicase DHX15 isoform 1	A pre-mRNA-splicing factor ATP-dependent RNA helicase DHX15 that is a translation product of some mRNA giving rise to a protein with the amino acid sequence represented by UniProtKB:O43143-1 or a 1:1 ortholog thereof. [PRO:DNx]	sequence	PR:000029412	Yes
PR:000038076	synaptobrevin homolog YKT6 isoform 1	A synaptobrevin homolog YKT6 that is a translation product of some mRNA giving rise to a protein with the amino acid sequence represented by UniProtKB:O15498-1 or a 1:1 ortholog thereof. [PRO:DNx]	sequence	PR:000017539	Yes
PR:000038051	centrin-3 isoform 1	A centrin-3 that is a translation product of some mRNA giving rise to a protein with the amino acid sequence represented by UniProtKB:O15182-1 or a 1:1 ortholog thereof. [PRO:DNx]	sequence	PR:000005372	Yes
PR:000038049	DNA-directed RNA polymerases I and III subunit RPAC1 isoform 1	A DNA-directed RNA polymerases I and III subunit RPAC1 that is a translation product of some mRNA giving rise to a protein with the amino acid sequence represented by UniProtKB:O15160-1 or a 1:1 ortholog thereof. [PRO:DNx]	sequence	PR:000012984	Yes
PR:000038002	kinetochore protein NDC80 isoform 1	A kinetochore protein NDC80 that is a translation product of some mRNA giving rise to a protein with the amino acid sequence represented by UniProtKB:O14777-1 or a 1:1 ortholog thereof. [PRO:DNx]	sequence	PR:000011050	Yes
PR:000037994	CDP-diacylglycerol--inositol 3-phosphatidyltransferase isoform 1	A CDP-diacylglycerol--inositol 3-phosphatidyltransferase that is a translation product of some mRNA giving rise to a protein with the amino acid sequence represented by UniProtKB:O14735-1 or a 1:1 ortholog thereof. [PRO:DNx]	sequence	PR:000005251	Yes
PR:000037975	acyl carrier protein, mitochondrial isoform 1	An acyl carrier protein, mitochondrial that is a translation product of some mRNA giving rise to a protein with the amino acid sequence represented by UniProtKB:O14561-1 or a 1:1 ortholog thereof. [PRO:DNx]	sequence	PR:000011081	Yes
PR:000037930	26S proteasome non-ATPase regulatory subunit 14 isoform 1	A 26S proteasome non-ATPase regulatory subunit 14 that is a translation product of some mRNA giving rise to a protein with the amino acid sequence represented by UniProtKB:O00487-1 or a 1:1 ortholog thereof. [PRO:DNx]	sequence	PR:000013386	Yes

PR:000039143	proteasome subunit alpha type-3 isoform 1	A proteasome subunit alpha type-3 that is a translation product of some mRNA giving rise to a protein with the amino acid sequence represented by UniProtKB:P25788-1 or a 1:1 ortholog thereof. [PRO:DNx]	sequence	PR:000013362	Yes
PR:000039142	proteasome subunit alpha type-2 isoform 1	A proteasome subunit alpha type-2 that is a translation product of some mRNA giving rise to a protein with the amino acid sequence represented by UniProtKB:P25787-1 or a 1:1 ortholog thereof. [PRO:DNx]	sequence	PR:000013361	Yes
PR:000039141	proteasome subunit alpha type-1 isoform 1	A proteasome subunit alpha type-1 that is a translation product of some mRNA giving rise to a protein with the amino acid sequence represented by UniProtKB:P25786-1 or a 1:1 ortholog thereof. [PRO:DNx]	sequence	PR:000013360	Yes
PR:000039128	DNA-directed RNA polymerase II subunit RPB1 isoform 1	A DNA-directed RNA polymerase II subunit RPB1 that is a translation product of some mRNA giving rise to a protein with the amino acid sequence represented by UniProtKB:P24928-1 or a 1:1 ortholog thereof. [PRO:DNx]	sequence	PR:000012987	Yes
PR:000039117	elongation factor 1-beta isoform 1	An elongation factor 1-beta that is a translation product of some mRNA giving rise to a protein with the amino acid sequence represented by UniProtKB:P24534-1 or a 1:1 ortholog thereof. [PRO:DNx]	sequence	PR:000006905	Yes
PR:000039098	adenosylhomocysteinase isoform 1	An adenosylhomocysteinase that is a translation product of some mRNA giving rise to a protein with the amino acid sequence represented by UniProtKB:P23526-1 or a 1:1 ortholog thereof. [PRO:DNx]	sequence	PR:000003854	Yes
PR:000039091	40S ribosomal protein S3 isoform 1	A 40S ribosomal protein S3 that is a translation product of some mRNA giving rise to a protein with the amino acid sequence represented by UniProtKB:P23396-1 or a 1:1 ortholog thereof. [PRO:DNx]	sequence	PR:000014275	Yes
PR:000039013	TFIIH basal transcription factor complex helicase XPB subunit isoform 1	A TFIIH basal transcription factor complex helicase XPB subunit that is a translation product of some mRNA giving rise to a protein with the amino acid sequence represented by UniProtKB:P19447-1 or a 1:1 ortholog thereof. [PRO:DNx]	sequence	PR:000007165	Yes
