HomoloGene ID,mouse_id,mouse_symbol,yeast_eg,yeast_symbol
11286,56249,Actr8,854309,ARP8
11339,67049,Pus3,850550,DEG1
11345,67426,Adck3,852758,COQ8
11599,101592,Eftud1,855558,RIA1
11852,110960,Tars,854732,THS1
12005,66646,Rpe,853322,RPE1
12070,67013,Oma1,853962,OMA1
12196,67848,Ddx55,850549,SPB4
13176,226418,Yod1,850500,OTU1
16936,94282,Sfxn5,854445,FSF1
17790,100102,Pcsk9,854164,YSP3
19642,329504,Lcmt2,854024,PPM2
19919,383103,Tvp23a,851657,TVP23
20100,17918,Myo5a,854504,MYO2
20277,20135,Rrm2,853427,RNR2
20319,104303,Arl1,852462,ARL1
20320,12035,Bcat1,853613,BAT2
20364,13664,Eif1a,855302,TIF11
20435,12725,Clcn3,853497,GEF1
20444,13000,Csnk2a2,854776,CKA1
20446,51797,Ctps,853567,URA8
20500,15528,Hspe1,854185,HSP10
20579,56421,Pfkp,853155,PFK1
20692,21841,Tia1,855716,PUB1
20834,18519,Kat2b,853167,GCN5
21025,11828,Aqp3,850490,YFL054C
21182,21672,Prdx2,854980,TSA1
21193,56445,Dnaja2,855661,YDJ1
21195,15926,Idh1,851493,IDP1
21322,15505,Hsph1,852467,SSE2
21408,27407,Abcf2,856758,ARB1
21477,15469,Prmt1,852322,HMT1
21542,18655,Pgk1,850370,PGK1
21600,19385,Ranbp1,851565,YRB1
21610,20773,Sptlc2,851634,LCB2
21661,14198,Fhit,851899,HNT2
21744,56248,Ak3,856917,ADK2
21848,14625,Gykl1,856353,GUT1
21858,73132,Slc25a16,856391,LEU5
21915,50771,Atp9b,854763,NEO1
22002,22201,Uba1,853670,UBA1
22046,67028,2610002M06Rik,853906,DID2
22068,271564,Vps13a,850619,VPS13
22223,26378,Decr2,855518,SPS19
22239,20018,Polr1d,855609,RPC19
22370,107094,Rrp12,856095,RRP12
22495,18551,Pcsk4,855483,KEX2
22614,18571,Pdcd6ip,854449,RIM20
22775,27364,Srr,853662,SRY1
22784,27406,Abcf3,850561,GCN20
23082,229593,Golph3l,851978,VPS74
23194,17901,Myl1,852772,MLC1
23361,67470,Abcg8,854080,YOL075C
23455,224088,Atp13a3,854466,YPK9
23546,66427,Cyb5b,855612,CYB5
24678,75669,Pik3r4,852394,VPS15
25175,331487,Uprt,856529,FUR1
27065,328258,Slc25a48,852401,YMC2
31015,107476,Acaca,855750,ACC1
31249,72354,Ttc4,852452,CNS1
31267,14593,Ggps1,856036,BTS1
31281,69089,Oxa1l,856898,OXA1
31283,67738,Ppid,850914,CPR6
31431,94062,Mrpl3,853135,MRPL9
31513,56495,Asna1,851458,GET3
31656,22791,Dnajc2,853202,ZUO1
31683,72171,Shq1,854702,SHQ1
31777,26416,Mapk14,850803,HOG1
31924,67619,Nob1,854221,NOB1
31942,246221,Mpst,854425,TUM1
31955,68165,Fdx1l,855824,YAH1
31961,383766,Tldc2,855905,OXR1
31978,107182,Btaf1,856023,MOT1
31983,380836,Mrs2,854511,MRS2
31984,73046,Glrx5,856048,GRX5
32308,66588,Cmpk1,853844,URA6
32370,66072,Sdhaf2,854083,EMI5
32405,67073,Pi4k2b,853345,LSB6
32615,67422,Dhdds,852287,RER2
32623,66943,Pqlc1,855022,YMR010W
32731,80283,Abtb1,854816,YIL001W
32816,214932,Cecr5,853944,YKR070W
34364,67473,Slc47a1,851938,YDR338C
34602,246782,Atpaf2,853259,ATP12
36144,54198,Snx3,854539,SNX3
36154,19324,Rab1,850505,YPT1
36170,83945,Dnaja3,850530,MDJ1
36199,19155,Npepps,853699,APE2
36231,106529,Tecr,851547,TSC13
36388,382051,Pdp2,854257,PTC5
37249,11486,Ada,855581,AAH1
37251,11611,Agxt,850514,AGX1
37258,12411,Cbs,853059,CYS4
37259,12752,Cln3,853387,YHC3
37264,66826,Taz,856262,TAZ1
37277,16889,Lipa,853717,TGL1
37286,18770,Pklr,854529,PYK2
37378,19934,Rpl22,850750,RPL22A
37408,16987,Lss,856470,ERG7
37417,67427,Rps20,856371,RPS20
37457,12499,Entpd5,856669,GDA1
37459,107995,Cdc20,852762,CDC20
37483,14375,Xrcc6,855328,YKU70
37487,14567,Gdi1,856876,GDI1
37514,66043,Atp5d,851560,ATP16
37567,14645,Glul,856147,GLN1
37590,269951,Idh2,850871,IDP2
37642,12041,Bckdk,854769,PKP1
37650,18746,Pkm,851193,CDC19
37670,26413,Mapk1,852931,KSS1
37686,57296,Psmd8,850613,RPN12
37704,19359,Rad23b,856674,RAD23
37712,19891,Rpa2,855404,RFA2
37714,16898,Rps2,852754,RPS2
37715,78294,Rps27a,850864,RPS31
37729,20643,Snrpe,854330,SME1
37765,22334,Vdac2,855669,POR1
37839,56505,Ruvbl1,851771,RVB1
37852,14731,Gpaa1,850777,GAA1
37903,53869,Rab11a,856753,YPT31
37906,14381,G6pdx,855480,ZWF1
37976,20479,Vps4b,856303,VPS4
37977,53334,Gosr1,856354,GOS1
37985,63959,Slc29a1,851211,FUN26
38006,56643,Slc15a1,853968,PTR2
38046,108097,Prkab2,852664,SIP2
38061,112403,Dxo,852646,RAI1
38149,18045,Nfyb,852260,HAP3
38176,53319,Nxf1,855934,MEX67
38180,54364,Rpp30,856459,RPP1
38195,105504,Exoc5,850863,SEC10
38236,68137,Kdelr1,852240,ERD2
38289,50883,Chek2,855950,RAD53
38291,73192,Xpot,853630,LOS1
38347,621697,Gm6251,852185,RPL32
38373,70683,Utp20,852282,UTP20
38573,241627,Wdr76,851399,CMR1
38685,319481,Wdr59,851706,MTC5
38696,105675,Ppif,851733,CPR1
38775,21402,Skp1a,851928,SKP1
38809,13486,Dr1,852006,NCB2
38810,72515,Wdr43,852007,UTP5
38834,217031,Tada2a,852059,ADA2
39079,70207,Taco1,852904,YGR021W
39086,13167,Dbi,852925,ACB1
39090,22230,Ufd1l,852939,UFD1
39206,97243,Naa11,856404,ARD1
39246,100683,Trrap,856499,TRA1
39452,15526,Hspa9,853503,SSC1
39553,433968,Gm5566,853798,YNK1
39574,68083,Pak1ip1,853847,MAK11
39642,57753,Noc3l,850688,NOC3
39658,110323,Cox6b1,850727,COX12
39746,17527,Mpv17,850953,SYM1
39749,270192,Rab6b,850966,YPT6
39824,77219,Ptgr2,854908,YML131W
39965,18391,Sigmar1,855242,ERG2
39986,108143,Taf9,855276,TAF9
40112,28185,Tomm70a,855602,TOM70
40210,75221,Dpp3,854097,YOL057W
40307,217038,Mrm1,854376,MRM1
40496,17217,Mcm4,856130,MCM4
40499,627352,Gm6747,856134,EAF3
40514,20810,Srm,856182,SPE3
40545,100608,Noc4l,856267,NOC4
40604,14227,Fkbp2,852131,FPR2
40661,20926,Supt6,853011,SPT6
40714,14697,Gnb5,854387,STE4
40728,15490,Hsd17b7,850790,ERG27
40775,21771,Cirh1a,851924,UTP4
40812,27414,Sergef,851213,ATS1
40823,64383,Sirt2,856092,HST2
40848,320938,Tnpo3,854331,MTR10
40859,66494,Prelid1,850890,UPS1
40891,27103,Eif2ak4,851877,GCN2
40925,58207,Slc43a3,855261,YMR221C
40945,67207,Lsm1,853318,LSM1
40953,72068,Cnot2,851389,CDC36
40971,71805,Nup93,850552,NIC96
41001,100710,Pds5b,855099,PDS5
41009,226026,Smc5,854123,SMC5
41014,59014,Rrs1,854469,RRS1
41034,68653,Samm50,855705,SAM50
41080,67604,Get4,854335,GET4
41102,66964,Golt1b,855337,GOT1
41105,272551,Gins2,853373,PSF2
41114,386649,Nsfl1c,852222,SHP1
41136,66156,Anapc11,851554,APC11
41191,74196,Ttc27,855403,EMW1
41206,74098,0610037L13Rik,850452,YCR090C
41235,269614,Pank4,852144,CAB1
41308,234374,Ddx49,856574,DBP8
41323,54342,Gnpnat1,850529,GNA1
41334,56442,Serinc1,851682,TMS1
41429,229589,Prune,856608,PPX1
41449,68801,Elovl5,850400,FEN1
41480,72199,Mms19,854678,MET18
41505,230082,Nol6,852982,UTP22
41557,73419,1700052N19Rik,855042,YMR027W
41560,192970,Dhrs11,855266,YMR226C
41678,67842,Nop9,853445,NOP9
41747,66541,Immp1l,855182,IMP1
41789,78581,Utp23,854165,UTP23
41862,66126,Elof1,853697,ELF1
41963,276846,Pigs,852044,GPI17
42951,77305,Wdr82,853851,SWD2
43791,72338,Wdr89,855695,YNL035C
44130,68077,Gltscr2,855957,NOP53
44182,66078,Tsen34,851267,SEN34
44188,67993,Nudt12,852813,NPY1
44224,257635,Sdsl,850295,CHA1
44488,67667,Alkbh8,854994,TRM9
44527,212508,Mtg1,855122,MTG1
44531,209584,Tyw3,852832,TYW3
44781,75914,Exoc6b,852618,SEC15
48082,15930,Ido1,853541,BNA2
48140,19230,Twf1,852971,TWF1
48227,19366,Rad54l,852713,RAD54
48343,18754,Prkce,852169,PKC1
48376,53817,Ddx39b,851475,SUB2
48457,53328,Pgrmc1,855933,DAP1
48535,27756,Lsm2,852255,LSM2
48591,26396,Map2k2,851396,STE7
48696,68044,Chac2,856910,GCG1
48742,59053,Fam203a,853099,HGH1
49075,270066,Slc35e1,854484,SLY41
49103,57869,Adck2,855995,YPL109C
49141,11766,Ap1g2,856141,APL4
49392,50527,Ero1l,854909,ERO1
49535,75578,Fggy,851687,YDR109C
49610,217869,Eif5,856154,TIF5
50037,15201,Hells,850599,IRC5
52664,216825,Usp22,855263,UBP8
55467,14121,Fbp1,851092,FBP1
55480,11669,Aldh2,856804,ALD5
55488,13121,Cyp51,856398,ERG11
55495,18453,P4hb,850314,PDI1
55497,19055,Ppp3ca,851153,CNA1
55514,12359,Cat,851843,CTA1
55530,20911,Stxbp2,851742,SEC1
55537,53421,Sec61a1,851095,SEC61
55539,14678,Gnai2,856394,GPA1
55567,100088,Rcc1,852782,SRM1
55572,13001,Csnk2b,854204,CKB2
55616,13033,Ctsd,855949,PEP4
55617,66445,Cyc1,854231,CYT1
55662,18293,Ogdh,854681,KGD1
55668,18641,Pfkl,855245,PFK2
55682,26417,Mapk3,852265,FUS3
55691,19185,Psmd4,856607,RPN10
55700,19387,Rangap1,855275,RNA1
55711,93761,Smarca1,854480,ISW2
55730,22070,Tpt1,853809,TMA19
55739,70620,Ube2v2,852793,MMS2
55764,93762,Smarca5,852547,ISW1
55776,54403,Slc4a4,855446,BOR1
55785,56451,Suclg1,854310,LSC1
55807,20877,Aurkb,855892,IPL1
55823,13804,Endog,853222,NUC1
55842,219135,Mtmr6,853574,YMR1
55850,26371,Ciao1,851860,CIA1
55852,26357,Abcg2,850369,ADP1
55938,17448,Mdh2,853777,MDH1
55940,108156,Mthfd1,853118,ADE3
55956,12343,Capza2,853862,CAP1
55957,81489,Dnajb1,855725,SIS1
55968,99683,Sec24b,854697,SEC24
56037,68738,Acss1,850846,ACS2
56038,214952,Rhot2,851249,GEM1
56073,12974,Cs,850361,CIT2
56129,13589,Mapre1,856736,BIM1
56150,11941,Atp2b2,852878,PMC1
56228,56012,Pgam2,853705,GPM1
56284,338521,Fa2h,855315,SCS7
56292,54160,Copg2,855429,SEC21
56295,68090,Yif1a,855458,YIF1
56299,232533,Stk38l,855561,CBK1
56300,234967,Slc36a4,855622,AVT4
56320,56384,Letm1,856243,YLH47
56324,320150,Zdhhc17,851857,AKR1
56429,19056,Ppp3cb,854946,CMP2
56499,16913,Psmb8,856218,PRE2
56537,23790,Coro1c,851148,CRN1
56672,235574,Atp2c1,852709,PMR1
56708,240667,Sec31b,851332,SEC31
56743,66164,Nip7,855890,NIP7
56807,74320,Wdr33,855399,PFS2
56926,59092,Pcbp4,852533,PBP2
56959,216578,Papolg,853871,PAP1
56969,67180,Yipf5,853082,YIP1
57002,244141,Nars2,850388,SLM5
57015,70604,Dnajb14,855196,HLJ1
57102,75608,Chmp4b,850712,SNF7
57158,69694,Tatdn1,852225,YBL055C
65049,212933,Pm20d1,853267,CPS1
68044,140781,Myh7,856418,MYO1
68076,11532,Adh5,851386,SFA1
68099,19058,Ppp3r1,853644,CNB1
68173,74596,Cds1,852317,CDS1
68174,12648,Chd1,856911,CHD1
68199,11984,Atp6v0c,856686,VMA3
68226,14852,Gspt1,851752,SUP35
68273,67857,Ppp6c,851513,SIT4
68304,21400,Tcea2,852839,DST1
68364,76408,Abcc3,851713,YCF1
68368,19378,Aldh1a2,856044,ALD6
68374,58988,Rps6kb2,856612,SCH9
68404,70223,Nars,856412,DED81
68426,433759,Hdac1,855386,RPD3
68439,14584,Gfpt2,853757,GFA1
68450,14598,Ggt1,851006,ECM38
68479,13476,Reep5,856140,YOP1
68483,74117,Actr3,853528,ARP3
68504,227613,Tubb4b,850506,TUB2
68525,56422,Hbs1l,853959,HBS1
68531,20516,Slc20a2,852599,PHO89
68548,99011,Pomt1,853608,PMT4
68559,51792,Ppp2r1a,851217,TPD3
68641,227683,Coq4,851785,COQ4
68691,19326,Rab11b,852662,YPT32
68701,72124,Seh1l,852778,SEH1
68719,215449,Rap1b,853056,RSR1
68728,70285,Rpf1,856488,RPF1
68784,72194,Fbxl20,853552,GRR1
68806,384071,Slc25a34,853739,OAC1
68813,237542,Osbpl8,856389,OSH7
68832,108682,Gpt2,850778,ALT1
68891,27993,Imp4,855649,IMP4
68893,207958,Alg11,855679,ALG11
68973,320209,Ddx11,856099,CHL1
68986,11848,Rhoa,856294,RHO1
69045,22146,Tuba1c,854889,TUB1
69153,30963,Ptpla,853348,PHS1
69192,71883,Coq2,855778,COQ2
69199,72674,Adipor1,854160,IZH2
69315,75805,Nln,850301,PRD1
69753,331004,Slc9a9,852066,NHX1
70873,666468,Atg4a,855498,ATG4
70948,246703,Apoa1bp,855521,YNL200C
73890,67689,Aldh3b1,855137,HFD1
74357,69123,Eci3,850990,ECI1
74359,12442,Ccnb2,856236,CLB2
74402,11465,Actg1,850504,ACT1
74409,12566,Cdk2,852457,CDC28
74521,12626,Cetn3,854431,CDC31
74572,12331,Cap1,855584,SRV2
74841,104318,Csnk1d,855897,HRR25
77989,381404,Pabpc1l,856912,PAB1
80163,19025,Ctsa,855343,PRC1
80174,18826,Lcp1,851707,SAC6
80210,74370,Rptor,856593,KOG1
80244,66632,Dph6,850835,DPH6
81653,320951,Pisd,855552,PSD1
81684,12036,Bcat2,856615,BAT1
81740,23971,Papss1,853869,MET14
81828,54614,Prpf40b,853857,PRP40
81844,83766,Actl6b,853364,ARP4
81915,52432,Ppp2r2d,852685,CDC55
83271,77605,H2afv,854150,HTZ1
83305,66177,Ubl5,855767,HUB1
84371,110095,Pygl,856289,GPH1
84592,66790,Grtp1,855423,MSB3
85990,102323,Dcun1d2,850819,DCN1
86986,83814,Nedd4l,856862,RSP5
88554,18640,Pfkfb2,853286,FBP26
88581,606496,Gsk3a,855170,RIM11
88782,18802,Plcd4,855860,PLC1
90874,12995,Csnk2a1,854227,CKA2
90878,216443,Mars,853181,MES1
90880,68133,Gcsh,851254,GCV3
90887,74781,Wipi2,850577,ATG18
90894,68537,Mrpl13,854321,MRPL23
90897,20224,Sar1a,855883,SAR1
90938,75475,Oplah,853665,OXP1
90949,53860,Sept9,850358,CDC10
90953,225655,Slmo1,850865,UPS2
91131,235674,Acaa1b,854646,POT1
91149,208884,Zdhhc9,850947,ERF2
91153,217716,Mlh3,855939,MLH3
94517,53380,Psmd10,853147,NAS6
95094,56348,Hsd17b12,852456,IFA38
96163,665119,Sec14l5,853771,YKL091C
97412,56185,Hao2,854950,CYB2
98024,79196,Osbpl5,853872,OSH6
99414,26908,Eif2s3y,856746,GCD11
100558,66978,Luc7l,851471,LUC7
100630,67089,Psmc6,854433,RPT4
100661,81601,Kat5,854418,ESA1
100781,18777,Lypla1,850809,YLR118C
100830,231464,Cnot6l,851212,CCR4
100934,17274,Rab8a,850543,SEC4
101023,235461,Fam63b,852798,YGL082W
101105,53333,Tomm40,855243,TOM40
101298,22210,Ube2b,852822,RAD6
101539,18108,Nmt2,850892,NMT1
101541,226977,Actr1b,856530,ARP1
103894,22214,Ube2h,856704,UBC8
104027,19344,Rab5b,854256,VPS21
105237,68393,Mogat1,854419,DGA1
105262,19045,Ppp1ca,856870,GLC7
105453,60409,Trappc4,851833,TRS23
107159,20115,Rps7,855628,RPS7B
107623,63958,Ube4b,851337,UFD2
110453,268449,Rpl23a,853993,RPL25
110643,20054,Rps15,854117,RPS15
110649,100503670,Rpl5,855972,RPL5
110703,69981,Tmem30a,855784,YNR048W
110750,20042,Rps12,854551,RPS12
110830,77974,Rdh12,854420,ENV9
111992,11565,Adssl1,855501,ADE12
115470,72535,Aldh1b1,854556,ALD4
115477,26451,Rpl27a,852775,RPL28
115598,319945,Flad1,851516,FAD1
115690,54391,Rfk,851822,FMN1
115908,55936,Ctps2,852241,URA7
116010,66090,Ypel3,852231,MOH1
116462,14187,Akr1b8,856504,GRE3
117458,52163,Camk1,854144,CMK2
117682,83669,Wdr6,855919,RTT10
121491,18597,Pdha1,856925,PDA1
121574,18747,Prkaca,855898,TPK2
121718,18749,Prkacb,853275,TPK1
121858,227541,Camk1d,850568,CMK1
121860,215335,Slc36a1,853710,AVT3
122138,12873,Cpa3,856533,ECM14
122202,93685,Entpd7,856722,YND1
123916,19744,Rheb,850392,RHB1
123934,11964,Atp6v1a,851342,VMA1
123971,108077,Skiv2l,851114,SKI2
128182,68052,Rps13,851636,RPS13
128202,22166,Txn1,850444,TRX3
128301,110639,Prps2,856375,PRS3
128432,21991,Tpi1,851620,TPI1
128491,67305,Gpx7,854855,HYR1
128665,26931,Ppp2r5c,854179,RTS1
129115,12632,Cfl2,850676,COF1
129218,53605,Nap1l1,853922,NAP1
129854,66491,Polr2l,854385,RPB10
133055,13063,Cycs,853507,CYC1
133863,434434,Gm5621,850764,RPL10
133984,108037,Shmt2,852565,SHM1
134140,667250,Gm12657,852295,HHT1
134198,114896,Afg3l1,855114,YTA12
134226,19775,Xpr1,854764,SYG1
134231,76282,Gpt,851690,ALT2
134384,625249,Gpx4,852546,GPX2
134420,57436,Gabarapl1,852200,ATG8
134426,380701,Slc47a2,856427,ERC1
134504,268373,Ppia,854897,CPR3
134711,21974,Top2b,855636,TOP2
135698,242286,Sdr16c6,851444,YDL114W
135931,20918,Eif1,855477,SUI1
136612,20250,Scd2,852825,OLE1
137145,102638448,LOC102638448,854263,RPS7A
