PRO ID 	PRO Name 	PRO Term Definition 	Category 	Parent 	

PR:000039736	geranylgeranyl transferase type-2 subunit beta isoform 1	A geranylgeranyl transferase type-2 subunit beta that is a translation product of some mRNA giving rise to a protein with the amino acid sequence represented by UniProtKB:P53611-1 or a 1:1 ortholog thereof. [PRO:DNx]	sequence	PR:000013654
PR:000039700	DNA-directed RNA polymerases I, II, and III subunit RPABC3 isoform 1	A DNA-directed RNA polymerases I, II, and III subunit RPABC3 that is a translation product of some mRNA giving rise to a protein with the amino acid sequence represented by UniProtKB:P52434-1 or a 1:1 ortholog thereof. [PRO:DNx]	sequence	PR:000012994
PR:000039693	CDK-activating kinase assembly factor MAT1 isoform 1	A CDK-activating kinase assembly factor MAT1 that is a translation product of some mRNA giving rise to a protein with the amino acid sequence represented by UniProtKB:P51948-1 or a 1:1 ortholog thereof. [PRO:DNx]	sequence	PR:000010496
PR:000039692	cyclin-H isoform 1	A cyclin-H that is a translation product of some mRNA giving rise to a protein with the amino acid sequence represented by UniProtKB:P51946-1 or a 1:1 ortholog thereof. [PRO:DNx]	sequence	PR:000005130
PR:000039605	translation initiation factor eIF-2B subunit beta isoform 1	A translation initiation factor eIF-2B subunit beta that is a translation product of some mRNA giving rise to a protein with the amino acid sequence represented by UniProtKB:P49770-1 or a 1:1 ortholog thereof. [PRO:DNx]	sequence	PR:000006963
PR:000039598	proteasome subunit beta type-3 isoform 1	A proteasome subunit beta type-3 that is a translation product of some mRNA giving rise to a protein with the amino acid sequence represented by UniProtKB:P49720-1 or a 1:1 ortholog thereof. [PRO:DNx]	sequence	PR:000013372
PR:000039592	cysteine--tRNA ligase, cytoplasmic isoform 3	A cysteine--tRNA ligase, cytoplasmic that is a translation product of some mRNA giving rise to a protein with the amino acid sequence represented by UniProtKB:P49589-3 or a 1:1 ortholog thereof. [PRO:DNx]	sequence	PR:000005045
PR:000039591	cysteine--tRNA ligase, cytoplasmic isoform 1	A cysteine--tRNA ligase, cytoplasmic that is a translation product of some mRNA giving rise to a protein with the amino acid sequence represented by UniProtKB:P49589-1 or a 1:1 ortholog thereof. [PRO:DNx]	sequence	PR:000005045
PR:000039590	alanine--tRNA ligase, cytoplasmic isoform 1	An alanine--tRNA ligase, cytoplasmic that is a translation product of some mRNA giving rise to a protein with the amino acid sequence represented by UniProtKB:P49588-1 or a 1:1 ortholog thereof. [PRO:DNx]	sequence	PR:000003529
PR:000039579	deoxyhypusine synthase isoform 1	A deoxyhypusine synthase that is a translation product of some mRNA giving rise to a protein with the amino acid sequence represented by UniProtKB:P49366-1 or a 1:1 ortholog thereof. [PRO:DNx]	sequence	PR:000006461
PR:000039572	DNA polymerase delta subunit 2 isoform 1	A DNA polymerase delta subunit 2 that is a translation product of some mRNA giving rise to a protein with the amino acid sequence represented by UniProtKB:P49005-1 or a 1:1 ortholog thereof. [PRO:DNx]	sequence	PR:000012964
PR:000039493	60S ribosomal protein L5 isoform 1	A 60S ribosomal protein L5 that is a translation product of some mRNA giving rise to a protein with the amino acid sequence represented by UniProtKB:P46777-1 or a 1:1 ortholog thereof. [PRO:DNx]	sequence	PR:000014230
PR:000039492	60S ribosomal protein L27a isoform 1	A 60S ribosomal protein L27a that is a translation product of some mRNA giving rise to a protein with the amino acid sequence represented by UniProtKB:P46776-1 or a 1:1 ortholog thereof. [PRO:DNx]	sequence	PR:000014209
PR:000039472	26S protease regulatory subunit 6B isoform 1	A 26S protease regulatory subunit 6B that is a translation product of some mRNA giving rise to a protein with the amino acid sequence represented by UniProtKB:P43686-1 or a 1:1 ortholog thereof. [PRO:DNx]	sequence	PR:000013382
PR:000039387	eukaryotic initiation factor 4A-III isoform 1	A eukaryotic initiation factor 4A-III that is a translation product of some mRNA giving rise to a protein with the amino acid sequence represented by UniProtKB:P38919-1 or a 1:1 ortholog thereof. [PRO:DNx]	sequence	PR:000006988

PR:000040750	UTP--glucose-1-phosphate uridylyltransferase UGP2 isoform 1	A UTP--glucose-1-phosphate uridylyltransferase UGP2 that is a translation product of some mRNA giving rise to a protein with the amino acid sequence represented by UniProtKB:Q16851-1 or a 1:1 ortholog thereof. [PRO:DNx]	sequence	PR:000017047
PR:000040749	cytochrome P450 51A1 isoform 1	A cytochrome P450 51A1 that is a translation product of some mRNA giving rise to a protein with the amino acid sequence represented by UniProtKB:Q16850-1 or a 1:1 ortholog thereof. [PRO:DNx]	sequence	PR:000006147
PR:000040674	methylsterol monooxygenase 1 isoform 1	A methylsterol monooxygenase 1 that is a translation product of some mRNA giving rise to a protein with the amino acid sequence represented by UniProtKB:Q15800-1 or a 1:1 ortholog thereof. [PRO:DNx]	sequence	PR:000014479
PR:000040640	protein phosphatase 1 regulatory subunit 7 isoform 1	A protein phosphatase 1 regulatory subunit 7 that is a translation product of some mRNA giving rise to a protein with the amino acid sequence represented by UniProtKB:Q15435-1 or a 1:1 ortholog thereof. [PRO:DNx]	sequence	PR:000013130
PR:000040480	exosome complex component RRP4 isoform 1	An exosome complex component RRP4 that is a translation product of some mRNA giving rise to a protein with the amino acid sequence represented by UniProtKB:Q13868-1 or a 1:1 ortholog thereof. [PRO:DNx]	sequence	PR:000007259
PR:000040454	SNW domain-containing protein 1 isoform 1	A SNW domain-containing protein 1 that is a translation product of some mRNA giving rise to a protein with the amino acid sequence represented by UniProtKB:Q13573-1 or a 1:1 ortholog thereof. [PRO:DNx]	sequence	PR:000015357
PR:000040398	syntaxin-5 isoform 1	A syntaxin-5 that is a translation product of some mRNA giving rise to a protein with the amino acid sequence represented by UniProtKB:Q13190-1 or a 1:1 ortholog thereof. [PRO:DNx]	sequence	PR:000015797
PR:000040339	FACT complex subunit SSRP1 isoform 1	A FACT complex subunit SSRP1 that is a translation product of some mRNA giving rise to a protein with the amino acid sequence represented by UniProtKB:Q08945-1 or a 1:1 ortholog thereof. [PRO:DNx]	sequence	PR:000015663
PR:000040320	phosphatidylinositol-glycan biosynthesis class F protein isoform 1	A phosphatidylinositol-glycan biosynthesis class F protein that is a translation product of some mRNA giving rise to a protein with the amino acid sequence represented by UniProtKB:Q07326-1 or a 1:1 ortholog thereof. [PRO:DNx]	sequence	PR:000012695
PR:000040297	3-ketodihydrosphingosine reductase isoform 1	A 3-ketodihydrosphingosine reductase that is a translation product of some mRNA giving rise to a protein with the amino acid sequence represented by UniProtKB:Q06136-1 or a 1:1 ortholog thereof. [PRO:DNx]	sequence	PR:000009276
PR:000040169	thioredoxin-like protein 4A isoform 1	A thioredoxin-like protein 4A that is a translation product of some mRNA giving rise to a protein with the amino acid sequence represented by UniProtKB:P83876-1 or a 1:1 ortholog thereof. [PRO:DNx]	sequence	PR:000016869
PR:000040093	SUMO-conjugating enzyme UBC9 isoform 1	A SUMO-conjugating enzyme UBC9 that is a translation product of some mRNA giving rise to a protein with the amino acid sequence represented by UniProtKB:P63279-1 or a 1:1 ortholog thereof. [PRO:DNx]	sequence	PR:000016977
PR:000040075	small ubiquitin-related modifier 1 isoform 1	A small ubiquitin-related modifier 1 that is a translation product of some mRNA giving rise to a protein with the amino acid sequence represented by UniProtKB:P63165-1 or a 1:1 ortholog thereof. [PRO:DNx]	sequence	PR:000015829
PR:000040055	ubiquitin-40S ribosomal protein S27a isoform 1	A ubiquitin-40S ribosomal protein S27a that is a translation product of some mRNA giving rise to a protein with the amino acid sequence represented by UniProtKB:P62979-1 or a 1:1 ortholog thereof. [PRO:DNx]	sequence	PR:000014271
PR:000040044	60S ribosomal protein L30 isoform 1	A 60S ribosomal protein L30 that is a translation product of some mRNA giving rise to a protein with the amino acid sequence represented by UniProtKB:P62888-1 or a 1:1 ortholog thereof. [PRO:DNx]	sequence	PR:000014213
PR:000040042	DNA-directed RNA polymerases I, II, and III subunit RPABC5 isoform 1	A DNA-directed RNA polymerases I, II, and III subunit RPABC5 that is a translation product of some mRNA giving rise to a protein with the amino acid sequence represented by UniProtKB:P62875-1 or a 1:1 ortholog thereof. [PRO:DNx]	sequence	PR:000012999
PR:000040008	DNA-directed RNA polymerase II subunit RPB7 isoform 1	A DNA-directed RNA polymerase II subunit RPB7 that is a translation product of some mRNA giving rise to a protein with the amino acid sequence represented by UniProtKB:P62487-1 or a 1:1 ortholog thereof. [PRO:DNx]	sequence	PR:000012993
PR:000040004	26S protease regulatory subunit S10B isoform 1	A 26S protease regulatory subunit S10B that is a translation product of some mRNA giving rise to a protein with the amino acid sequence represented by UniProtKB:P62333-1 or a 1:1 ortholog thereof. [PRO:DNx]	sequence	PR:000013384
PR:000039999	small nuclear ribonucleoprotein Sm D2 isoform 1	A small nuclear ribonucleoprotein Sm D2 that is a translation product of some mRNA giving rise to a protein with the amino acid sequence represented by UniProtKB:P62316-1 or a 1:1 ortholog thereof. [PRO:DNx]	sequence	PR:000015344
PR:000039998	small nuclear ribonucleoprotein Sm D1 isoform 1	A small nuclear ribonucleoprotein Sm D1 that is a translation product of some mRNA giving rise to a protein with the amino acid sequence represented by UniProtKB:P62314-1 or a 1:1 ortholog thereof. [PRO:DNx]	sequence	PR:000015343
PR:000039994	small nuclear ribonucleoprotein F isoform 1	A small nuclear ribonucleoprotein F that is a translation product of some mRNA giving rise to a protein with the amino acid sequence represented by UniProtKB:P62306-1 or a 1:1 ortholog thereof. [PRO:DNx]	sequence	PR:000015347
PR:000039993	small nuclear ribonucleoprotein E isoform 1	A small nuclear ribonucleoprotein E that is a translation product of some mRNA giving rise to a protein with the amino acid sequence represented by UniProtKB:P62304-1 or a 1:1 ortholog thereof. [PRO:DNx]	sequence	PR:000015346
PR:000039991	40S ribosomal protein S13 isoform 1	A 40S ribosomal protein S13 that is a translation product of some mRNA giving rise to a protein with the amino acid sequence represented by UniProtKB:P62277-1 or a 1:1 ortholog thereof. [PRO:DNx]	sequence	PR:000014254
PR:000039978	neuronal calcium sensor 1 isoform 1	A neuronal calcium sensor 1 that is a translation product of some mRNA giving rise to a protein with the amino acid sequence represented by UniProtKB:P62166-1 or a 1:1 ortholog thereof. [PRO:DNx]	sequence	PR:000007659

PR:000043474	tRNA threonylcarbamoyladenosine biosynthesis protein OSGEP isoform 1	A tRNA threonylcarbamoyladenosine biosynthesis protein OSGEP that is a translation product of some mRNA giving rise to a protein with the amino acid sequence represented by UniProtKB:Q9NPF4-1 or a 1:1 ortholog thereof. [PRO:DNx]	sequence	PR:000032666
PR:000043471	exosome complex component RRP41 isoform 1	An exosome complex component RRP41 that is a translation product of some mRNA giving rise to a protein with the amino acid sequence represented by UniProtKB:Q9NPD3-1 or a 1:1 ortholog thereof. [PRO:DNx]	sequence	PR:000007261
PR:000043356	phosphopantothenate--cysteine ligase isoform 1	A phosphopantothenate--cysteine ligase that is a translation product of some mRNA giving rise to a protein with the amino acid sequence represented by UniProtKB:Q9HAB8-1 or a 1:1 ortholog thereof. [PRO:DNx]	sequence	PR:000013065
PR:000043349	ribosome production factor 1 isoform 1	A ribosome production factor 1 that is a translation product of some mRNA giving rise to a protein with the amino acid sequence represented by UniProtKB:Q9H9Y2-1 or a 1:1 ortholog thereof. [PRO:DNx]	sequence	PR:000004861
PR:000043313	ribosome production factor 2 homolog isoform 1	A ribosome production factor 2 homolog that is a translation product of some mRNA giving rise to a protein with the amino acid sequence represented by UniProtKB:Q9H7B2-1 or a 1:1 ortholog thereof. [PRO:DNx]	sequence	PR:000030892
PR:000043266	thiamin pyrophosphokinase 1 isoform 1	A thiamin pyrophosphokinase 1 that is a translation product of some mRNA giving rise to a protein with the amino acid sequence represented by UniProtKB:Q9H3S4-1 or a 1:1 ortholog thereof. [PRO:DNx]	sequence	PR:000016578
PR:000043231	DNA-directed RNA polymerase III subunit RPC6 isoform 1	A DNA-directed RNA polymerase III subunit RPC6 that is a translation product of some mRNA giving rise to a protein with the amino acid sequence represented by UniProtKB:Q9H1D9-1 or a 1:1 ortholog thereof. [PRO:DNx]	sequence	PR:000013005
PR:000042986	nucleolar GTP-binding protein 1 isoform 1	A nucleolar GTP-binding protein 1 that is a translation product of some mRNA giving rise to a protein with the amino acid sequence represented by UniProtKB:Q9BZE4-1 or a 1:1 ortholog thereof. [PRO:DNx]	sequence	PR:000008336
PR:000042982	kinetochore protein Nuf2 isoform 1	A kinetochore protein Nuf2 that is a translation product of some mRNA giving rise to a protein with the amino acid sequence represented by UniProtKB:Q9BZD4-1 or a 1:1 ortholog thereof. [PRO:DNx]	sequence	PR:000011500
PR:000042908	target of rapamycin complex subunit LST8 isoform 1	A target of rapamycin complex subunit LST8 that is a translation product of some mRNA giving rise to a protein with the amino acid sequence represented by UniProtKB:Q9BVC4-1 or a 1:1 ortholog thereof. [PRO:DNx]	sequence	PR:000009971
PR:000042663	CCA tRNA nucleotidyltransferase 1, mitochondrial isoform 1	A CCA tRNA nucleotidyltransferase 1, mitochondrial that is a translation product of some mRNA giving rise to a protein with the amino acid sequence represented by UniProtKB:Q96Q11-1 or a 1:1 ortholog thereof. [PRO:DNx]	sequence	PR:000016689
PR:000042502	glucosamine 6-phosphate N-acetyltransferase isoform 1	A glucosamine 6-phosphate N-acetyltransferase that is a translation product of some mRNA giving rise to a protein with the amino acid sequence represented by UniProtKB:Q96EK6-1 or a 1:1 ortholog thereof. [PRO:DNx]	sequence	PR:000008124
PR:000042477	60S ribosomal export protein NMD3 isoform 1	A 60S ribosomal export protein NMD3 that is a translation product of some mRNA giving rise to a protein with the amino acid sequence represented by UniProtKB:Q96D46-1 or a 1:1 ortholog thereof. [PRO:DNx]	sequence	PR:000011280
PR:000042431	vesicle transport through interaction with t-SNAREs homolog 1A isoform 2	A vesicle transport through interaction with t-SNAREs homolog 1A that is a translation product of some mRNA giving rise to a protein with the amino acid sequence represented by UniProtKB:Q96AJ9-2 or a 1:1 ortholog thereof. [PRO:DNx]	sequence	PR:000017358
PR:000042388	protein YIPF5 isoform 1	A protein YIPF5 that is a translation product of some mRNA giving rise to a protein with the amino acid sequence represented by UniProtKB:Q969M3-1 or a 1:1 ortholog thereof. [PRO:DNx]	sequence	PR:000017535
PR:000042384	riboflavin kinase isoform 1	A riboflavin kinase that is a translation product of some mRNA giving rise to a protein with the amino acid sequence represented by UniProtKB:Q969G6-1 or a 1:1 ortholog thereof. [PRO:DNx]	sequence	PR:000013911
PR:000042371	histone acetyltransferase KAT5 isoform 3	A histone acetyltransferase KAT5 that is a translation product of some mRNA giving rise to a protein with the amino acid sequence represented by UniProtKB:Q92993-3 or a 1:1 ortholog thereof. [PRO:DNx]	sequence	PR:000008828
PR:000042370	histone acetyltransferase KAT5 isoform 2	A histone acetyltransferase KAT5 that is a translation product of some mRNA giving rise to a protein with the amino acid sequence represented by UniProtKB:Q92993-2 or a 1:1 ortholog thereof. [PRO:DNx]	sequence	PR:000008828
PR:000042369	histone acetyltransferase KAT5 isoform 1	A histone acetyltransferase KAT5 that is a translation product of some mRNA giving rise to a protein with the amino acid sequence represented by UniProtKB:Q92993-1 or a 1:1 ortholog thereof. [PRO:DNx]	sequence	PR:000008828
PR:000042367	ribosomal RNA small subunit methyltransferase NEP1 isoform 1	A ribosomal RNA small subunit methyltransferase NEP1 that is a translation product of some mRNA giving rise to a protein with the amino acid sequence represented by UniProtKB:Q92979-1 or a 1:1 ortholog thereof. [PRO:DNx]	sequence	PR:000029642
PR:000042354	ubiquitin fusion degradation protein 1 isoform 2	A ubiquitin fusion degradation protein 1 that is a translation product of some mRNA giving rise to a protein with the amino acid sequence represented by UniProtKB:Q92890-2 or a 1:1 ortholog thereof. [PRO:DNx]	sequence	PR:000017040
PR:000041987	profilin-4 isoform 1	A profilin-4 that is a translation product of some mRNA giving rise to a protein with the amino acid sequence represented by UniProtKB:Q8NHR9-1 or a 1:1 ortholog thereof. [PRO:DNx]	sequence	PR:000012588
PR:000041481	dehydrodolichyl diphosphate synthase isoform 2	A dehydrodolichyl diphosphate synthase that is a translation product of some mRNA giving rise to a protein with the amino acid sequence represented by UniProtKB:Q86SQ9-2 or a 1:1 ortholog thereof. [PRO:DNx]	sequence	PR:000006455
PR:000041480	dehydrodolichyl diphosphate synthase isoform 1	A dehydrodolichyl diphosphate synthase that is a translation product of some mRNA giving rise to a protein with the amino acid sequence represented by UniProtKB:Q86SQ9-1 or a 1:1 ortholog thereof. [PRO:DNx]	sequence	PR:000006455

PR:O14735	CDP-diacylglycerol--inositol 3-phosphatidyltransferase (human)	A CDP-diacylglycerol--inositol 3-phosphatidyltransferase that is encoded in the genome of human. [PRO:DNx, UniProtKB:O14735]	organism-gene	PR:000005251
PR:O00487-1	26S proteasome non-ATPase regulatory subunit 14 isoform 1 (human)	A 26S proteasome non-ATPase regulatory subunit 14 isoform 1 that is encoded in the genome of human. [PRO:DNx]	organism-sequence	PR:000037930
PR:O00487	26S proteasome non-ATPase regulatory subunit 14 (human)	A 26S proteasome non-ATPase regulatory subunit 14 that is encoded in the genome of human. [PRO:DNx, UniProtKB:O00487]	organism-gene	PR:000013386
PR:O00232-2	26S proteasome non-ATPase regulatory subunit 12 isoform 2 (human)	A 26S proteasome non-ATPase regulatory subunit 12 (human) that is a translation product of some mRNA giving rise to a protein with the amino acid sequence represented by UniProtKB:O00232-2. [PRO:DNx, UniProtKB:O00232]	organism-sequence	PR:O00232
PR:O00232-1	26S proteasome non-ATPase regulatory subunit 12 isoform 1 (human)	A 26S proteasome non-ATPase regulatory subunit 12 isoform 1 that is encoded in the genome of human. [PRO:JAN]	organism-sequence	PR:000002247
PR:O00232	26S proteasome non-ATPase regulatory subunit 12 (human)	A 26S proteasome non-ATPase regulatory subunit 12 that is encoded in the genome of human. [PRO:WCB, UniProtKB:O00232]	organism-gene	PR:000002178
PR:O00231-2	26S proteasome non-ATPase regulatory subunit 11 isoform 2 (human)	A 26S proteasome non-ATPase regulatory subunit 11 (human) that is a translation product of some mRNA giving rise to a protein with the amino acid sequence represented by UniProtKB:O00231-2. [PRO:DNx, UniProtKB:O00231]	organism-sequence	PR:O00231
PR:O00231-1	26S proteasome non-ATPase regulatory subunit 11 isoform 1 (human)	A 26S proteasome non-ATPase regulatory subunit 11 isoform 1 that is encoded in the genome of human. [PRO:JAN]	organism-sequence	PR:000002246
PR:O00231	26S proteasome non-ATPase regulatory subunit 11 (human)	A 26S proteasome non-ATPase regulatory subunit 11 that is encoded in the genome of human. [PRO:WCB, UniProtKB:O00231]	organism-gene	PR:000002177
PR:000044279	coatomer subunit gamma isoform 1	A coatomer subunit gamma that is a translation product of some mRNA giving rise to a protein with the amino acid sequence represented by UniProtKB:Q9Y678-1 or a 1:1 ortholog thereof. [PRO:DNx]	sequence	PR:000005737
PR:000044248	trafficking protein particle complex subunit 1 isoform 1	A trafficking protein particle complex subunit 1 that is a translation product of some mRNA giving rise to a protein with the amino acid sequence represented by UniProtKB:Q9Y5R8-1 or a 1:1 ortholog thereof. [PRO:DNx]	sequence	PR:000016611
PR:000044231	mitochondrial import inner membrane translocase subunit Tim22 isoform 1	A mitochondrial import inner membrane translocase subunit Tim22 that is a translation product of some mRNA giving rise to a protein with the amino acid sequence represented by UniProtKB:Q9Y584-1 or a 1:1 ortholog thereof. [PRO:DNx]	sequence	PR:000016346
PR:000044224	U6 snRNA-associated Sm-like protein LSm5 isoform 1	A U6 snRNA-associated Sm-like protein LSm5 that is a translation product of some mRNA giving rise to a protein with the amino acid sequence represented by UniProtKB:Q9Y4Y9-1 or a 1:1 ortholog thereof. [PRO:DNx]	sequence	PR:000009963
PR:000044192	mitochondrial import inner membrane translocase subunit Tim16 isoform 1	A mitochondrial import inner membrane translocase subunit Tim16 that is a translation product of some mRNA giving rise to a protein with the amino acid sequence represented by UniProtKB:Q9Y3D7-1 or a 1:1 ortholog thereof. [PRO:DNx]	sequence	PR:000016343
PR:000044180	ribosome maturation protein SBDS isoform 1	A ribosome maturation protein SBDS that is a translation product of some mRNA giving rise to a protein with the amino acid sequence represented by UniProtKB:Q9Y3A5-1 or a 1:1 ortholog thereof. [PRO:DNx]	sequence	PR:000014472
PR:000044158	DNA-directed RNA polymerase III subunit RPC10 isoform 1	A DNA-directed RNA polymerase III subunit RPC10 that is a translation product of some mRNA giving rise to a protein with the amino acid sequence represented by UniProtKB:Q9Y2Y1-1 or a 1:1 ortholog thereof. [PRO:DNx]	sequence	PR:000013009
PR:000044136	exosome complex exonuclease RRP44 isoform 1	An exosome complex exonuclease RRP44 that is a translation product of some mRNA giving rise to a protein with the amino acid sequence represented by UniProtKB:Q9Y2L1-1 or a 1:1 ortholog thereof. [PRO:DNx]	sequence	PR:000006491
PR:000044120	N-acetylglucosaminyl-phosphatidylinositol de-N-acetylase isoform 1	An N-acetylglucosaminyl-phosphatidylinositol de-N-acetylase that is a translation product of some mRNA giving rise to a protein with the amino acid sequence represented by UniProtKB:Q9Y2B2-1 or a 1:1 ortholog thereof. [PRO:DNx]	sequence	PR:000012699
PR:000044089	60S ribosome subunit biogenesis protein NIP7 isoform 1	A 60S ribosome subunit biogenesis protein NIP7 that is a translation product of some mRNA giving rise to a protein with the amino acid sequence represented by UniProtKB:Q9Y221-1 or a 1:1 ortholog thereof. [PRO:DNx]	sequence	PR:000011216
PR:000044036	dimethyladenosine transferase isoform 1	A dimethyladenosine transferase that is a translation product of some mRNA giving rise to a protein with the amino acid sequence represented by UniProtKB:Q9UNQ2-1 or a 1:1 ortholog thereof. [PRO:DNx]	sequence	PR:000031100
PR:000043910	tRNA methyltransferase 112 homolog isoform 1	A tRNA methyltransferase 112 homolog that is a translation product of some mRNA giving rise to a protein with the amino acid sequence represented by UniProtKB:Q9UI30-1 or a 1:1 ortholog thereof. [PRO:DNx]	sequence	PR:000029821
PR:000043825	phosphatidylinositol 4-kinase beta isoform 2	A phosphatidylinositol 4-kinase beta that is a translation product of some mRNA giving rise to a protein with the amino acid sequence represented by UniProtKB:Q9UBF8-2 or a 1:1 ortholog thereof. [PRO:DNx]	sequence	PR:000012684
PR:000043630	H/ACA ribonucleoprotein complex subunit 2 isoform 1	An H/ACA ribonucleoprotein complex subunit 2 that is a translation product of some mRNA giving rise to a protein with the amino acid sequence represented by UniProtKB:Q9NX24-1 or a 1:1 ortholog thereof. [PRO:DNx]	sequence	PR:000011202
PR:000043623	tRNA(His) guanylyltransferase isoform 1	A tRNA(His) guanylyltransferase that is a translation product of some mRNA giving rise to a protein with the amino acid sequence represented by UniProtKB:Q9NWX6-1 or a 1:1 ortholog thereof. [PRO:DNx]	sequence	PR:000029790
PR:000043568	GPI mannosyltransferase 2 isoform 1	A GPI mannosyltransferase 2 that is a translation product of some mRNA giving rise to a protein with the amino acid sequence represented by UniProtKB:Q9NUD9-1 or a 1:1 ortholog thereof. [PRO:DNx]	sequence	PR:000012709

PR:O75794-1	cell division cycle protein 123 homolog isoform 1 (human)	A cell division cycle protein 123 isoform 1 that is encoded in the genome of human. [PRO:DNx]	organism-sequence	PR:000038387
PR:O75794	cell division cycle protein 123 homolog (human)	A cell division cycle protein 123 that is encoded in the genome of human. [PRO:DNx, UniProtKB:O75794]	organism-gene	PR:000005183
PR:O75575-4	DNA-directed RNA polymerase III subunit RPC9 isoform 4 (human)	A DNA-directed RNA polymerase III subunit RPC9 (human) that is a translation product of some mRNA giving rise to a protein with the amino acid sequence represented by UniProtKB:O75575-4. [PRO:DNx, UniProtKB:O75575]	organism-sequence	PR:O75575
PR:O75575-3	DNA-directed RNA polymerase III subunit RPC9 isoform 3 (human)	A DNA-directed RNA polymerase III subunit RPC9 (human) that is a translation product of some mRNA giving rise to a protein with the amino acid sequence represented by UniProtKB:O75575-3. [PRO:DNx, UniProtKB:O75575]	organism-sequence	PR:O75575
PR:O75575-2	DNA-directed RNA polymerase III subunit RPC9 isoform 2 (human)	A DNA-directed RNA polymerase III subunit RPC9 (human) that is a translation product of some mRNA giving rise to a protein with the amino acid sequence represented by UniProtKB:O75575-2. [PRO:DNx, UniProtKB:O75575]	organism-sequence	PR:O75575
PR:O75575-1	DNA-directed RNA polymerase III subunit RPC9 isoform 1 (human)	A DNA-directed RNA polymerase III subunit RPC9 isoform 1 that is encoded in the genome of human. [PRO:DNx]	organism-sequence	PR:000038375
PR:O75575	DNA-directed RNA polymerase III subunit RPC9 (human)	A DNA-directed RNA polymerase III subunit RPC9 that is encoded in the genome of human. [PRO:DNx, UniProtKB:O75575]	organism-gene	PR:000005852
PR:O75312-1	zinc finger protein ZPR1 isoform 1 (human)	A zinc finger protein ZPR1 isoform 1 that is encoded in the genome of human. [PRO:DNx]	organism-sequence	PR:000038330
PR:O75312	zinc finger protein ZPR1 (human)	A zinc finger protein ZPR1 that is encoded in the genome of human. [PRO:DNx, UniProtKB:O75312]	organism-gene	PR:000017785
PR:O60841	eukaryotic translation initiation factor 5B (human)	A eukaryotic translation initiation factor 5B that is encoded in the genome of human. [PRO:DNx, UniProtKB:O60841]	organism-gene	PR:000007006
PR:O60762	dolichol-phosphate mannosyltransferase (human)	A dolichol-phosphate mannosyltransferase that is encoded in the genome of human. [PRO:DNx, UniProtKB:O60762]	organism-gene	PR:000006656
PR:O43292-2	glycosylphosphatidylinositol anchor attachment 1 protein isoform 2 (human)	A glycosylphosphatidylinositol anchor attachment 1 protein (human) that is a translation product of some mRNA giving rise to a protein with the amino acid sequence represented by UniProtKB:O43292-2. [PRO:DNx, UniProtKB:O43292]	organism-sequence	PR:O43292
PR:O43292-1	glycosylphosphatidylinositol anchor attachment 1 protein isoform 1 (human)	A glycosylphosphatidylinositol anchor attachment 1 protein isoform 1 that is encoded in the genome of human. [PRO:DNx]	organism-sequence	PR:000038123
PR:O43292	glycosylphosphatidylinositol anchor attachment 1 protein (human)	A glycosylphosphatidylinositol anchor attachment 1 protein that is encoded in the genome of human. [PRO:DNx, UniProtKB:O43292]	organism-gene	PR:000008158
PR:O43143-1	pre-mRNA-splicing factor ATP-dependent RNA helicase DHX15 isoform 1 (human)	A pre-mRNA-splicing factor ATP-dependent RNA helicase DHX15 isoform 1 that is encoded in the genome of human. [PRO:DNx]	organism-sequence	PR:000038105
PR:O43143	pre-mRNA-splicing factor ATP-dependent RNA helicase DHX15 (human)	A pre-mRNA-splicing factor ATP-dependent RNA helicase DHX15 that is encoded in the genome of human. [PRO:DNx, UniProtKB:O43143]	organism-gene	PR:000029412
PR:O15498-2	synaptobrevin homolog YKT6 isoform 2 (human)	A synaptobrevin homolog YKT6 (human) that is a translation product of some mRNA giving rise to a protein with the amino acid sequence represented by UniProtKB:O15498-2. [PRO:DNx, UniProtKB:O15498]	organism-sequence	PR:O15498
PR:O15498-1	synaptobrevin homolog YKT6 isoform 1 (human)	A synaptobrevin homolog YKT6 isoform 1 that is encoded in the genome of human. [PRO:DNx]	organism-sequence	PR:000038076
PR:O15498	synaptobrevin homolog YKT6 (human)	A synaptobrevin homolog YKT6 that is encoded in the genome of human. [PRO:DNx, UniProtKB:O15498]	organism-gene	PR:000017539
PR:O15269-2	serine palmitoyltransferase 1 isoform 2 (human)	A serine palmitoyltransferase 1 (human) that is a translation product of some mRNA giving rise to a protein with the amino acid sequence represented by UniProtKB:O15269-2. [PRO:DNx, UniProtKB:O15269]	organism-sequence	PR:O15269
PR:O15269-1	serine palmitoyltransferase 1 isoform 1 (human)	A serine palmitoyltransferase 1 isoform 1 that is encoded in the genome of human. [PRO:HJD]	organism-sequence	PR:000022019
PR:O15269	serine palmitoyltransferase 1 (human)	A serine palmitoyltransferase 1 that is encoded in the genome of human. [PRO:CNA]	organism-gene	PR:000015596
PR:O14777-1	kinetochore protein NDC80 homolog isoform 1 (human)	A kinetochore protein NDC80 isoform 1 that is encoded in the genome of human. [PRO:DNx]	organism-sequence	PR:000038002
PR:O14777	kinetochore protein NDC80 (human)	A kinetochore protein NDC80 that is encoded in the genome of human. [PMID:17785528, PMID:20624902, PRO:KER]	organism-gene	PR:000011050
