PRO ID 	Category 	UniProtKB ID 	

PR:000038737	sequence	P08397-1; P19356-1; P22907-1
PR:000038679	sequence	P05423-1; Q91WD1-1
PR:000038676	sequence	P05388-1; P14869-1; P19889-1; P19945-1
PR:000038528	sequence	O95394-1; Q9CYR6-1
PR:000038429	sequence	O76071-1; Q5M7T1-1; Q99KN2-1
PR:000038391	sequence	O75821-1; Q5RK09-1; Q9Z1D1-1
PR:000038387	sequence	O75794-1; Q62834-1; Q8CII2-1
PR:000038375	sequence	O35427-1; O75575-1; Q8VHM6-1
PR:000038330	sequence	O75312-1; Q62384-1
PR:000038123	sequence	O43292-1; Q9WTK3-1
PR:000038105	sequence	O35286-1; O43143-1
PR:000038076	sequence	O15498-1; Q5EGY4-1; Q9CQW1-1
PR:000038002	sequence	O14777-1; Q9D0F1-1
PR:000037994	sequence	O14735-1; P70500-1; Q8VDP6-1

PR:000039965	sequence	P61970-1; P61971-1; P61972-1
PR:000039927	sequence	O88828-1; P61218-1; P61219-1
PR:000039916	sequence	P61086-1; P61087-1
PR:000039903	sequence	P60900-1; P60901-1; Q9QUM9-1
PR:000039882	sequence	P60059-1; Q19967-1
PR:000039823	sequence	O55135-1; P56537-1; P56538-1; Q12522-1; Q3KRD8-1; Q6ZM19-1
PR:000039803	sequence	P55769-1; P55770-1; Q21568-1; Q9D0T1-1
PR:000039785	sequence	P46462-1; P55072-1; Q01853-1; Q7ZU99-1
PR:000039759	sequence	P54577-1; Q4KM49-1
PR:000039736	sequence	P53611-1; Q08603-1
PR:000039700	sequence	P52434-1; Q923G2-1
PR:000039693	sequence	P51948-1; P51949-1
PR:000039692	sequence	P51946-1; Q61458-1; Q9R1A0-1
PR:000039605	sequence	P49770-1; Q99LD9-1
PR:000039598	sequence	P40112-1; P49720-1; Q9R1P1-1; Q9XYN7-1
PR:000039592	sequence	P49589-3; Q9ER72-1
PR:000039591	sequence	P49589-1; Q5F408-1; Q9ER72-2
PR:000039590	sequence	P49588-1; Q8BGQ7-1
PR:000039579	sequence	P49366-1; Q3TXU5-1; Q6AY53-1
PR:000039572	sequence	O35654-1; P49005-1; Q6AXY4-1
PR:000039493	sequence	P09895-1; P22451-1; P46777-1; P47962-1
PR:000039492	sequence	P14115-1; P46776-1
PR:000039472	sequence	P43686-1; P54775-1; Q63570-1
PR:000039387	sequence	P38919-1; Q3B8Q2-1; Q91VC3-1

PR:000040750	sequence	Q16851-1; Q91ZJ5-1
PR:000040749	sequence	Q16850-1; Q64654-1; Q8K0C4-1
PR:000040674	sequence	O35532-1; Q15800-1; Q9CRA4-1
PR:000040640	sequence	Q15435-1; Q5HZV9-1
PR:000040480	sequence	Q13868-1; Q8VBV3-1
PR:000040454	sequence	Q13573-1; Q9CSN1-1
PR:000040398	sequence	Q08851-1; Q13190-1; Q8K1E0-1
PR:000040339	sequence	Q04931-1; Q08945-1
PR:000040320	sequence	O09101-1; Q07326-1
PR:000040297	sequence	Q06136-1; Q6GV12-1
PR:000040169	sequence	P83876-1; P83877-1; Q9FE62-1
PR:000040093	sequence	P63279-1; P63280-1; P63281-1; P63283-1
PR:000040075	sequence	P63165-1; P63166-1; Q5I0H3-1; Q8QGH2-1
PR:000040055	sequence	P15357-1; P62979-1; P62982-1; P62983-1; P79781-1
PR:000040044	sequence	P62888-1; P62889-1; P62890-1; P67883-1
PR:000040042	sequence	P62875-1; P62876-1; Q9GR61-1; Q9VC49-1
PR:000040008	sequence	P62487-1; P62488-1; P62489-1; Q7ZW41-1
PR:000040004	sequence	P62333-1; P62334-1
PR:000039999	sequence	P62316-1; P62317-1; Q18786-1
PR:000039998	sequence	P62314-1; P62315-1
PR:000039994	sequence	P62306-1; P62307-1
PR:000039993	sequence	P62303-1; P62304-1; P62305-1; Q7ZUG0-1
PR:000039991	sequence	P05756-1; P51404-1; P59224-1; P62277-1; P62278-1; P62301-1; Q03334-1; Q6ITC7-1
PR:000039978	sequence	P62166-1; P62167-1; P62168-1; Q06389-1; Q8BNY6-1

PR:000043474	sequence	Q8BWU5-1; Q9NPF4-1
PR:000043471	sequence	Q921I9-1; Q9NPD3-1
PR:000043356	sequence	Q8VDG5-1; Q9HAB8-1
PR:000043349	sequence	Q7TND5-1; Q9H9Y2-1
PR:000043313	sequence	Q9H7B2-1; Q9JJ80-1
PR:000043266	sequence	Q9H3S4-1; Q9R0M5-1
PR:000043231	sequence	Q921X6-1; Q9H1D9-1
PR:000042986	sequence	Q99ME9-1; Q9BZE4-1
PR:000042982	sequence	Q6AYL9-1; Q9BZD4-1
PR:000042908	sequence	Q803V5-1; Q9BVC4-1; Q9DCJ1-1
PR:000042663	sequence	Q8K1J6-1; Q96Q11-1
PR:000042502	sequence	Q96EK6-1; Q9JK38-1
PR:000042477	sequence	Q96D46-1; Q99L48-1
PR:000042431	sequence	O89116-1; Q96AJ9-2; Q9JI51-2
PR:000042388	sequence	Q5XID0-1; Q969M3-1; Q9EQQ2-1
PR:000042384	sequence	Q8CFV9-1; Q969G6-1
PR:000042371	sequence	Q8CHK4-3; Q92993-3
PR:000042370	sequence	Q8CHK4-2; Q92993-2; Q99MK2-2
PR:000042369	sequence	Q8CHK4-1; Q92993-1; Q99MK2-1
PR:000042367	sequence	O35130-1; Q92979-1
PR:000042354	sequence	P70362-1; Q92890-2; Q9ES53-1
PR:000041987	sequence	Q5IRJ7-1; Q8NHR9-1; Q9D6I3-1
PR:000041481	sequence	Q86SQ9-2; Q99KU1-2
PR:000041480	sequence	Q86SQ9-1; Q99KU1-1

PR:O14735	organism-gene	O14735
PR:O00487-1	organism-sequence	O00487-1
PR:O00487	organism-gene	O00487
PR:O00232-2	organism-sequence	O00232-2
PR:O00232-1	organism-sequence	O00232-1
PR:O00232	organism-gene	O00232
PR:O00231-2	organism-sequence	O00231-2
PR:O00231-1	organism-sequence	O00231-1
PR:O00231	organism-gene	O00231
PR:000044279	sequence	Q4AEF8-1; Q9QZE5-1; Q9Y678-1
PR:000044248	sequence	Q2KMM2-1; Q5NCF2-1; Q9Y5R8-1
PR:000044231	sequence	Q9CQ85-1; Q9Y584-1
PR:000044224	sequence	P62322-1; Q9Y4Y9-1
PR:000044192	sequence	Q9CQV1-1; Q9Y3D7-1
PR:000044180	sequence	P70122-1; Q5RK30-1; Q5ZIY4-1; Q9Y3A5-1
PR:000044158	sequence	Q9CQZ7-1; Q9Y2Y1-1
PR:000044136	sequence	Q9CSH3-1; Q9Y2L1-1
PR:000044120	sequence	O35790-1; Q5SX19-1; Q9Y2B2-1
PR:000044089	sequence	Q503P2-1; Q9CXK8-1; Q9WV50-1; Q9Y221-1
PR:000044036	sequence	Q9D0D4-1; Q9UNQ2-1
PR:000043910	sequence	Q9DCG9-1; Q9UI30-1
PR:000043825	sequence	Q8BKC8-2; Q9UBF8-2
PR:000043630	sequence	Q9CRB2-1; Q9NX24-1
PR:000043623	sequence	Q5M965-1; Q9CY52-1; Q9NWX6-1
PR:000043568	sequence	Q7TPN3-1; Q9NUD9-1

PR:O75794-1	organism-sequence	O75794-1
PR:O75794	organism-gene	O75794
PR:O75575-4	organism-sequence	O75575-4
PR:O75575-3	organism-sequence	O75575-3
PR:O75575-2	organism-sequence	O75575-2
PR:O75575-1	organism-sequence	O75575-1
PR:O75575	organism-gene	O75575
PR:O75312-1	organism-sequence	O75312-1
PR:O75312	organism-gene	O75312
PR:O60841	organism-gene	O60841
PR:O60762	organism-gene	O60762
PR:O43292-2	organism-sequence	O43292-2
PR:O43292-1	organism-sequence	O43292-1
PR:O43292	organism-gene	O43292
PR:O43143-1	organism-sequence	O43143-1
PR:O43143	organism-gene	O43143
PR:O15498-2	organism-sequence	O15498-2
PR:O15498-1	organism-sequence	O15498-1
PR:O15498	organism-gene	O15498
PR:O15269-2	organism-sequence	O15269-2
PR:O15269-1	organism-sequence	O15269-1
PR:O15269	organism-gene	O15269
PR:O14777-1	organism-sequence	O14777-1
PR:O14777	organism-gene	O14777
PR:O14735-3	organism-sequence	O14735-3
PR:O14735-2	organism-sequence	O14735-2
PR:O14735-1	organism-sequence	O14735-1

PR:P08397-4	organism-sequence	P08397-4
PR:P08397-3	organism-sequence	P08397-3
PR:P08397-2	organism-sequence	P08397-2
PR:P08397-1	organism-sequence	P08397-1
PR:P08397	organism-gene	P08397
PR:P08240-2	organism-sequence	P08240-2
PR:P08240-1	organism-sequence	P08240-1
PR:P08240	organism-gene	P08240
PR:P05423-1	organism-sequence	P05423-1
PR:P05423	organism-gene	P05423
PR:P05388-2	organism-sequence	P05388-2
PR:P05388-1	organism-sequence	P05388-1
PR:P05388	organism-gene	P05388
PR:P05198-1	organism-sequence	P05198-1
PR:P05198	organism-gene	P05198
PR:P04843	organism-gene	P04843
PR:O95801	organism-gene	O95801
PR:O95707	organism-gene	O95707
PR:O95602	organism-gene	O95602
PR:O95394-4	organism-sequence	O95394-4
PR:O95394-3	organism-sequence	O95394-3
PR:O95394-1	organism-sequence	O95394-1
PR:O95394	organism-gene	O95394
PR:O95391	organism-gene	O95391
PR:O76071-1	organism-sequence	O76071-1
PR:O76071	organism-gene	O76071
PR:O75821-1	organism-sequence	O75821-1
PR:O75821	organism-gene	O75821

PR:P22830	organism-gene	P22830
PR:P19388-1	organism-sequence	P19388-1
PR:P19388	organism-gene	P19388
PR:P18858-3	organism-sequence	P18858-3
PR:P18858-2	organism-sequence	P18858-2
PR:P18858-1	organism-sequence	P18858-1
PR:P18858	organism-gene	P18858
PR:P18754-2	organism-sequence	P18754-2
PR:P18754-1	organism-sequence	P18754-1
PR:P18754	organism-gene	P18754
PR:P18074-2	organism-sequence	P18074-2
PR:P18074-1	organism-sequence	P18074-1
PR:P18074	organism-gene	P18074
PR:P17980-1	organism-sequence	P17980-1
PR:P17980	organism-gene	P17980
PR:P15104-1	organism-sequence	P15104-1
PR:P15104	organism-gene	P15104
PR:P13716-2	organism-sequence	P13716-2
PR:P13716-1	organism-sequence	P13716-1
PR:P13716	organism-gene	P13716
PR:P10809-2	organism-sequence	P10809-2
PR:P10809-1	organism-sequence	P10809-1
PR:P10809	organism-gene	P10809
PR:P0DI81-3	organism-sequence	P0DI81-3
PR:P0DI81-2	organism-sequence	P0DI81-2
PR:P0DI81-1	organism-sequence	P0DI81-1
PR:P0DI81	organism-gene	P0DI81

PR:P30793-1	organism-sequence	P30793-1
PR:P30793	organism-gene	P30793
PR:P30566-2	organism-sequence	P30566-2
PR:P30566-1	organism-sequence	P30566-1
PR:P30566	organism-gene	P30566
PR:P30085-2	organism-sequence	P30085-2
PR:P30085-1	organism-sequence	P30085-1
PR:P30085	organism-gene	P30085
PR:P28066-2	organism-sequence	P28066-2
PR:P28066-1	organism-sequence	P28066-1
PR:P28066	organism-gene	P28066
PR:P25788-2	organism-sequence	P25788-2
PR:P25788-1	organism-sequence	P25788-1
PR:P25788	organism-gene	P25788
PR:P25786-2	organism-sequence	P25786-2
PR:P25786-1	organism-sequence	P25786-1
PR:P25786	organism-gene	P25786
PR:P24752-2	organism-sequence	P24752-2
PR:P24752-1	organism-sequence	P24752-1
PR:P24752	organism-gene	P24752
PR:P24534-1	organism-sequence	P24534-1
PR:P24534	organism-gene	P24534
PR:P23381-2	organism-sequence	P23381-2
PR:P23381-1	organism-sequence	P23381-1
PR:P23381	organism-gene	P23381
PR:P22830-2	organism-sequence	P22830-2
PR:P22830-1	organism-sequence	P22830-1

PR:P40937-1	organism-sequence	P40937-1
PR:P40937	organism-gene	P40937
PR:P39656-3	organism-sequence	P39656-3
PR:P39656-2	organism-sequence	P39656-2
PR:P39656-1	organism-sequence	P39656-1
PR:P39656	organism-gene	P39656
PR:P38919-1	organism-sequence	P38919-1
PR:P38919	organism-gene	P38919
PR:P37287-3	organism-sequence	P37287-3
PR:P37287-2	organism-sequence	P37287-2
PR:P37287-1	organism-sequence	P37287-1
PR:P37287	organism-gene	P37287
PR:P36551-2	organism-sequence	P36551-2
PR:P36551-1	organism-sequence	P36551-1
PR:P36551	organism-gene	P36551
PR:P35998-2	organism-sequence	P35998-2
PR:P35998-1	organism-sequence	P35998-1
PR:P35998	organism-gene	P35998
PR:P35638-2	organism-sequence	P35638-2
PR:P35638-1	organism-sequence	P35638-1
PR:P35638	organism-gene	P35638
PR:P33316-3	organism-sequence	P33316-3
PR:P33316-2	organism-sequence	P33316-2
PR:P33316	organism-gene	P33316
PR:P30793-4	organism-sequence	P30793-4
PR:P30793-3	organism-sequence	P30793-3
PR:P30793-2	organism-sequence	P30793-2

PR:P49366-1	organism-sequence	P49366-1
PR:P49366	organism-gene	P49366
PR:P49247	organism-gene	P49247
PR:P49005-1	organism-sequence	P49005-1
PR:P49005	organism-gene	P49005
PR:P48449-3	organism-sequence	P48449-3
PR:P48449-2	organism-sequence	P48449-2
PR:P48449-1	organism-sequence	P48449-1
PR:P48449	organism-gene	P48449
PR:P47897-2	organism-sequence	P47897-2
PR:P47897-1	organism-sequence	P47897-1
PR:P47897	organism-gene	P47897
PR:P46782	organism-gene	P46782
PR:P46777-1	organism-sequence	P46777-1
PR:P46777	organism-gene	P46777
PR:P46776-1	organism-sequence	P46776-1
PR:P46776	organism-gene	P46776
PR:P46087-4	organism-sequence	P46087-4
PR:P46087-3	organism-sequence	P46087-3
PR:P46087-2	organism-sequence	P46087-2
PR:P46087-1	organism-sequence	P46087-1
PR:P46087	organism-gene	P46087
PR:P46060	organism-gene	P46060
PR:P43686-2	organism-sequence	P43686-2
PR:P43686-1	organism-sequence	P43686-1
PR:P43686	organism-gene	P43686
PR:P42285	organism-gene	P42285
PR:P40937-2	organism-sequence	P40937-2

PR:P51948-1	organism-sequence	P51948-1
PR:P51948	organism-gene	P51948
PR:P51946-1	organism-sequence	P51946-1
PR:P51946	organism-gene	P51946
PR:P51665	organism-gene	P51665
PR:P51530-4	organism-sequence	P51530-4
PR:P51530-3	organism-sequence	P51530-3
PR:P51530-2	organism-sequence	P51530-2
PR:P51530-1	organism-sequence	P51530-1
PR:P51530	organism-gene	P51530
PR:P50747	organism-gene	P50747
PR:P49770-1	organism-sequence	P49770-1
PR:P49770	organism-gene	P49770
PR:P49721-1	organism-sequence	P49721-1
PR:P49721	organism-gene	P49721
PR:P49720-1	organism-sequence	P49720-1
PR:P49720	organism-gene	P49720
PR:P49591	organism-gene	P49591
PR:P49589-3	organism-sequence	P49589-3
PR:P49589-2	organism-sequence	P49589-2
PR:P49589-1	organism-sequence	P49589-1
PR:P49589	organism-gene	P49589
PR:P49588-2	organism-sequence	P49588-2
PR:P49588-1	organism-sequence	P49588-1
PR:P49588	organism-gene	P49588
PR:P49366-3	organism-sequence	P49366-3
PR:P49366-2	organism-sequence	P49366-2

PR:P60059-1	organism-sequence	P60059-1
PR:P60059	organism-gene	P60059
PR:P56537-2	organism-sequence	P56537-2
PR:P56537-1	organism-sequence	P56537-1
PR:P56537	organism-gene	P56537
PR:P55769-1	organism-sequence	P55769-1
PR:P55769	organism-gene	P55769
PR:P55735-3	organism-sequence	P55735-3
PR:P55735-2	organism-sequence	P55735-2
PR:P55735-1	organism-sequence	P55735-1
PR:P55735	organism-gene	P55735
PR:P55072-1	organism-sequence	P55072-1
PR:P55072	organism-gene	P55072
PR:P55010	organism-gene	P55010
PR:P54577-1	organism-sequence	P54577-1
PR:P54577	organism-gene	P54577
PR:P53803	organism-gene	P53803
PR:P53611-1	organism-sequence	P53611-1
PR:P53611	organism-gene	P53611
PR:P53602	organism-gene	P53602
PR:P52815	organism-gene	P52815
PR:P52434-5	organism-sequence	P52434-5
PR:P52434-4	organism-sequence	P52434-4
PR:P52434-3	organism-sequence	P52434-3
PR:P52434-2	organism-sequence	P52434-2
PR:P52434-1	organism-sequence	P52434-1
PR:P52434	organism-gene	P52434
PR:P51948-2	organism-sequence	P51948-2

PR:P62195-1	organism-sequence	P62195-1
PR:P62195	organism-gene	P62195
PR:P62191-2	organism-sequence	P62191-2
PR:P62191-1	organism-sequence	P62191-1
PR:P62191	organism-gene	P62191
PR:P62166-2	organism-sequence	P62166-2
PR:P62166-1	organism-sequence	P62166-1
PR:P62166	organism-gene	P62166
PR:P61970-1	organism-sequence	P61970-1
PR:P61970	organism-gene	P61970
PR:P61218-1	organism-sequence	P61218-1
PR:P61218	organism-gene	P61218
PR:P61086-3	organism-sequence	P61086-3
PR:P61086-2	organism-sequence	P61086-2
PR:P61086-1	organism-sequence	P61086-1
PR:P61086	organism-gene	P61086
PR:P60953-2	organism-sequence	P60953-2
PR:P60953-1	organism-sequence	P60953-1
PR:P60953	organism-gene	P60953
PR:P60900-3	organism-sequence	P60900-3
PR:P60900-2	organism-sequence	P60900-2
PR:P60900-1	organism-sequence	P60900-1
PR:P60900	organism-gene	P60900
PR:P60174-4	organism-sequence	P60174-4
PR:P60174-3	organism-sequence	P60174-3
PR:P60174-1	organism-sequence	P60174-1
PR:P60174	organism-gene	P60174

PR:P63279	organism-gene	P63279
PR:P63165-2	organism-sequence	P63165-2
PR:P63165-1	organism-sequence	P63165-1
PR:P63165	organism-gene	P63165
PR:P62979-1	organism-sequence	P62979-1
PR:P62979	organism-gene	P62979
PR:P62888-1	organism-sequence	P62888-1
PR:P62888	organism-gene	P62888
PR:P62877-1	organism-sequence	P62877-1
PR:P62877	organism-gene	P62877
PR:P62875-1	organism-sequence	P62875-1
PR:P62875	organism-gene	P62875
PR:P62487-1	organism-sequence	P62487-1
PR:P62487	organism-gene	P62487
PR:P62333-1	organism-sequence	P62333-1
PR:P62333	organism-gene	P62333
PR:P62316-2	organism-sequence	P62316-2
PR:P62316-1	organism-sequence	P62316-1
PR:P62316	organism-gene	P62316
PR:P62314-1	organism-sequence	P62314-1
PR:P62314	organism-gene	P62314
PR:P62306-1	organism-sequence	P62306-1
PR:P62306	organism-gene	P62306
PR:P62304-1	organism-sequence	P62304-1
PR:P62304	organism-gene	P62304
PR:P62277-1	organism-sequence	P62277-1
PR:P62277	organism-gene	P62277
PR:P62195-2	organism-sequence	P62195-2

PR:Q13200-2	organism-sequence	Q13200-2
PR:Q13200-1	organism-sequence	Q13200-1
PR:Q13200	organism-gene	Q13200
PR:Q13190-4	organism-sequence	Q13190-4
PR:Q13190-3	organism-sequence	Q13190-3
PR:Q13190-2	organism-sequence	Q13190-2
PR:Q13190-1	organism-sequence	Q13190-1
PR:Q13190	organism-gene	Q13190
PR:Q08945-1	organism-sequence	Q08945-1
PR:Q08945	organism-gene	Q08945
PR:Q07326-2	organism-sequence	Q07326-2
PR:Q07326-1	organism-sequence	Q07326-1
PR:Q07326	organism-gene	Q07326
PR:Q06265-4	organism-sequence	Q06265-4
PR:Q06265-3	organism-sequence	Q06265-3
PR:Q06265-2	organism-sequence	Q06265-2
PR:Q06265-1	organism-sequence	Q06265-1
PR:Q06265	organism-gene	Q06265
PR:Q06136-2	organism-sequence	Q06136-2
PR:Q06136-1	organism-sequence	Q06136-1
PR:Q06136	organism-gene	Q06136
PR:Q03426	organism-gene	Q03426
PR:Q01658-1	organism-sequence	Q01658-1
PR:Q01658	organism-gene	Q01658
PR:P83876-1	organism-sequence	P83876-1
PR:P83876	organism-gene	P83876
PR:P63279-1	organism-sequence	P63279-1

PR:Q15435-4	organism-sequence	Q15435-4
PR:Q15435-3	organism-sequence	Q15435-3
PR:Q15435-2	organism-sequence	Q15435-2
PR:Q15435-1	organism-sequence	Q15435-1
PR:Q15435	organism-gene	Q15435
PR:Q15046-2	organism-sequence	Q15046-2
PR:Q15046-1	organism-sequence	Q15046-1
PR:Q15046	organism-gene	Q15046
PR:Q15008-4	organism-sequence	Q15008-4
PR:Q15008-3	organism-sequence	Q15008-3
PR:Q15008-2	organism-sequence	Q15008-2
PR:Q15008-1	organism-sequence	Q15008-1
PR:Q15008	organism-gene	Q15008
PR:Q14534	organism-gene	Q14534
PR:Q13895	organism-gene	Q13895
PR:Q13868-3	organism-sequence	Q13868-3
PR:Q13868-2	organism-sequence	Q13868-2
PR:Q13868-1	organism-sequence	Q13868-1
PR:Q13868	organism-gene	Q13868
PR:Q13823	organism-gene	Q13823
PR:Q13601-2	organism-sequence	Q13601-2
PR:Q13601-1	organism-sequence	Q13601-1
PR:Q13601	organism-gene	Q13601
PR:Q13573-1	organism-sequence	Q13573-1
PR:Q13573	organism-gene	Q13573
PR:Q13526	organism-gene	Q13526
PR:Q13200-3	organism-sequence	Q13200-3

PR:Q86SQ9-3	organism-sequence	Q86SQ9-3
PR:Q86SQ9-2	organism-sequence	Q86SQ9-2
PR:Q86SQ9-1	organism-sequence	Q86SQ9-1
PR:Q86SQ9	organism-gene	Q86SQ9
PR:Q6PI26-2	organism-sequence	Q6PI26-2
PR:Q6PI26-1	organism-sequence	Q6PI26-1
PR:Q6PI26	organism-gene	Q6PI26
PR:Q6P4F2-2	organism-sequence	Q6P4F2-2
PR:Q6P4F2-1	organism-sequence	Q6P4F2-1
PR:Q6P4F2	organism-gene	Q6P4F2
PR:Q6FI81-3	organism-sequence	Q6FI81-3
PR:Q6FI81-2	organism-sequence	Q6FI81-2
PR:Q6FI81-1	organism-sequence	Q6FI81-1
PR:Q6FI81	organism-gene	Q6FI81
PR:Q32P41	organism-gene	Q32P41
PR:Q16851-2	organism-sequence	Q16851-2
PR:Q16851-1	organism-sequence	Q16851-1
PR:Q16851	organism-gene	Q16851
PR:Q16850-2	organism-sequence	Q16850-2
PR:Q16850-1	organism-sequence	Q16850-1
PR:Q16850	organism-gene	Q16850
PR:Q16594	organism-gene	Q16594
PR:Q15800-2	organism-sequence	Q15800-2
PR:Q15800-1	organism-sequence	Q15800-1
PR:Q15800	organism-gene	Q15800
PR:Q15738	organism-gene	Q15738
PR:Q15435-5	organism-sequence	Q15435-5

PR:Q92993-1	organism-sequence	Q92993-1
PR:Q92993	organism-gene	Q92993
PR:Q92979-1	organism-sequence	Q92979-1
PR:Q92979	organism-gene	Q92979
PR:Q92890-3	organism-sequence	Q92890-3
PR:Q92890-2	organism-sequence	Q92890-2
PR:Q92890-1	organism-sequence	Q92890-1
PR:Q92890	organism-gene	Q92890
PR:Q92521	organism-gene	Q92521
PR:Q8WVC6-2	organism-sequence	Q8WVC6-2
PR:Q8WVC6-1	organism-sequence	Q8WVC6-1
PR:Q8WVC6	organism-gene	Q8WVC6
PR:Q8TEQ8-2	organism-sequence	Q8TEQ8-2
PR:Q8TEQ8-1	organism-sequence	Q8TEQ8-1
PR:Q8TEQ8	organism-gene	Q8TEQ8
PR:Q8TED0-3	organism-sequence	Q8TED0-3
PR:Q8TED0-2	organism-sequence	Q8TED0-2
PR:Q8TED0-1	organism-sequence	Q8TED0-1
PR:Q8TED0	organism-gene	Q8TED0
PR:Q8NHR9-1	organism-sequence	Q8NHR9-1
PR:Q8NHR9	organism-gene	Q8NHR9
PR:Q8N8A6	organism-gene	Q8N8A6
PR:Q8IWL3	organism-gene	Q8IWL3
PR:Q8IU60-2	organism-sequence	Q8IU60-2
PR:Q8IU60-1	organism-sequence	Q8IU60-1
PR:Q8IU60	organism-gene	Q8IU60
PR:Q86VD9	organism-gene	Q86VD9
PR:Q86SQ9-4	organism-sequence	Q86SQ9-4

PR:Q99460	organism-gene	Q99460
PR:Q96Q11-3	organism-sequence	Q96Q11-3
PR:Q96Q11-2	organism-sequence	Q96Q11-2
PR:Q96Q11-1	organism-sequence	Q96Q11-1
PR:Q96Q11	organism-gene	Q96Q11
PR:Q96HR8-2	organism-sequence	Q96HR8-2
PR:Q96HR8-1	organism-sequence	Q96HR8-1
PR:Q96HR8	organism-gene	Q96HR8
PR:Q96EK6-1	organism-sequence	Q96EK6-1
PR:Q96EK6	organism-gene	Q96EK6
PR:Q96D46-1	organism-sequence	Q96D46-1
PR:Q96D46	organism-gene	Q96D46
PR:Q96BK5-2	organism-sequence	Q96BK5-2
PR:Q96BK5-1	organism-sequence	Q96BK5-1
PR:Q96BK5	organism-gene	Q96BK5
PR:Q96AJ9-2	organism-sequence	Q96AJ9-2
PR:Q96AJ9-1	organism-sequence	Q96AJ9-1
PR:Q96AJ9	organism-gene	Q96AJ9
PR:Q969M3-3	organism-sequence	Q969M3-3
PR:Q969M3-2	organism-sequence	Q969M3-2
PR:Q969M3-1	organism-sequence	Q969M3-1
PR:Q969M3	organism-gene	Q969M3
PR:Q969G6-1	organism-sequence	Q969G6-1
PR:Q969G6	organism-gene	Q969G6
PR:Q92993-4	organism-sequence	Q92993-4
PR:Q92993-3	organism-sequence	Q92993-3
PR:Q92993-2	organism-sequence	Q92993-2

PR:Q9H3H5	organism-gene	Q9H3H5
PR:Q9H1D9-1	organism-sequence	Q9H1D9-1
PR:Q9H1D9	organism-gene	Q9H1D9
PR:Q9H0A0-2	organism-sequence	Q9H0A0-2
PR:Q9H0A0-1	organism-sequence	Q9H0A0-1
PR:Q9H0A0	organism-gene	Q9H0A0
PR:Q9BZE4-3	organism-sequence	Q9BZE4-3
PR:Q9BZE4-2	organism-sequence	Q9BZE4-2
PR:Q9BZE4-1	organism-sequence	Q9BZE4-1
PR:Q9BZE4	organism-gene	Q9BZE4
PR:Q9BZD4-1	organism-sequence	Q9BZD4-1
PR:Q9BZD4	organism-gene	Q9BZD4
PR:Q9BVC4-5	organism-sequence	Q9BVC4-5
PR:Q9BVC4-4	organism-sequence	Q9BVC4-4
PR:Q9BVC4-3	organism-sequence	Q9BVC4-3
PR:Q9BVC4-1	organism-sequence	Q9BVC4-1
PR:Q9BVC4	organism-gene	Q9BVC4
PR:Q9BT22-2	organism-sequence	Q9BT22-2
PR:Q9BT22-1	organism-sequence	Q9BT22-1
PR:Q9BT22	organism-gene	Q9BT22
PR:Q9BQ52-4	organism-sequence	Q9BQ52-4
PR:Q9BQ52-3	organism-sequence	Q9BQ52-3
PR:Q9BQ52-2	organism-sequence	Q9BQ52-2
PR:Q9BQ52-1	organism-sequence	Q9BQ52-1
PR:Q9BQ52	organism-gene	Q9BQ52
PR:Q99460-2	organism-sequence	Q99460-2
PR:Q99460-1	organism-sequence	Q99460-1

PR:Q9NW13-2	organism-sequence	Q9NW13-2
PR:Q9NW13-1	organism-sequence	Q9NW13-1
PR:Q9NW13	organism-gene	Q9NW13
PR:Q9NUD9-1	organism-sequence	Q9NUD9-1
PR:Q9NUD9	organism-gene	Q9NUD9
PR:Q9NPF4-1	organism-sequence	Q9NPF4-1
PR:Q9NPF4	organism-gene	Q9NPF4
PR:Q9NPD3-1	organism-sequence	Q9NPD3-1
PR:Q9NPD3	organism-gene	Q9NPD3
PR:Q9HAB8-2	organism-sequence	Q9HAB8-2
PR:Q9HAB8-1	organism-sequence	Q9HAB8-1
PR:Q9HAB8	organism-gene	Q9HAB8
PR:Q9H9Y2-1	organism-sequence	Q9H9Y2-1
PR:Q9H9Y2	organism-gene	Q9H9Y2
PR:Q9H7B2-1	organism-sequence	Q9H7B2-1
PR:Q9H7B2	organism-gene	Q9H7B2
PR:Q9H6R4-4	organism-sequence	Q9H6R4-4
PR:Q9H6R4-3	organism-sequence	Q9H6R4-3
PR:Q9H6R4-2	organism-sequence	Q9H6R4-2
PR:Q9H6R4-1	organism-sequence	Q9H6R4-1
PR:Q9H6R4	organism-gene	Q9H6R4
PR:Q9H3S4-2	organism-sequence	Q9H3S4-2
PR:Q9H3S4-1	organism-sequence	Q9H3S4-1
PR:Q9H3S4	organism-gene	Q9H3S4
PR:Q9H3H5-3	organism-sequence	Q9H3H5-3
PR:Q9H3H5-2	organism-sequence	Q9H3H5-2
PR:Q9H3H5-1	organism-sequence	Q9H3H5-1

PR:Q9Y221-2	organism-sequence	Q9Y221-2
PR:Q9Y221-1	organism-sequence	Q9Y221-1
PR:Q9Y221	organism-gene	Q9Y221
PR:Q9UPQ8	organism-gene	Q9UPQ8
PR:Q9UNQ2-1	organism-sequence	Q9UNQ2-1
PR:Q9UNQ2	organism-gene	Q9UNQ2
